"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"ASTE009681";"KB664453";532591;535469;1
"ASTE009645";"KB664453";166932;167935;1
"ASTE009656";"KB664453";255151;257379;-1
"ASTE009663";"KB664453";345643;347151;-1
"ASTE009646";"KB664453";169477;173187;-1
"ASTE009682";"KB664453";536643;537689;-1
"ASTE010520";"KB664456";53189;54118;1
"ASTE010519";"KB664456";51797;52572;-1
"ASTE010525";"KB664456";242095;251664;1
"ASTE010518";"KB664456";16396;28444;1
"ASTE010523";"KB664456";217400;223730;1
"ASTE010522";"KB664456";177769;179688;1
"ASTE010521";"KB664456";54709;73777;1
"ASTE007930";"KB664461";23843;25765;-1
"ASTE007944";"KB664461";244426;245856;-1
"ASTE007958";"KB664461";488308;492217;1
"ASTE007955";"KB664461";451498;451740;-1
"ASTE007935";"KB664461";72999;77301;-1
"ASTE007940";"KB664461";149620;153043;-1
"ASTE007939";"KB664461";122263;125310;1
"ASTE007948";"KB664461";288407;292190;1
"ASTE007942";"KB664461";201795;227596;1
"ASTE007945";"KB664461";248447;250872;1
"ASTE007947";"KB664461";259597;269204;1
"ASTE007949";"KB664461";316648;316984;1
"ASTE007952";"KB664461";393754;398853;-1
"ASTE007956";"KB664461";456561;466110;1
"ASTE007936";"KB664461";79989;80771;-1
"ASTE007938";"KB664461";84474;87979;-1
"ASTE007931";"KB664461";30031;31610;-1
"ASTE007941";"KB664461";176043;178544;-1
"ASTE007946";"KB664461";250926;255194;-1
"ASTE007951";"KB664461";342506;348403;-1
"ASTE007959";"KB664461";498031;502149;-1
"ASTE007954";"KB664461";434319;436423;1
"ASTE008353";"KB664477";1571517;1573511;1
"ASTE008320";"KB664477";608797;613060;1
"ASTE008323";"KB664477";617437;618803;1
"ASTE008322";"KB664477";615872;622272;-1
"ASTE008326";"KB664477";641681;642488;-1
"ASTE008318";"KB664477";590892;598564;1
"ASTE008319";"KB664477";602288;606630;-1
"ASTE008324";"KB664477";625018;628172;-1
"ASTE008321";"KB664477";613121;613792;-1
"ASTE003004";"KB664491";162291;166771;1
"ASTE002993";"KB664491";1;2001;1
"ASTE003000";"KB664491";120186;121559;1
"ASTE003002";"KB664491";129480;130766;1
"ASTE003003";"KB664491";153279;157747;1
"ASTE002998";"KB664491";114982;116147;-1
"ASTE002999";"KB664491";118454;119763;-1
"ASTE003026";"KB664491";420974;422681;-1
"ASTE003025";"KB664491";418949;420907;1
"ASTE003027";"KB664491";423064;425797;1
"ASTE002995";"KB664491";86795;90114;1
"ASTE003005";"KB664491";170816;173382;1
"ASTE002997";"KB664491";104983;112877;-1
"ASTE003024";"KB664491";416433;418710;-1
"ASTE011131";"KB664502";9367;12835;1
"ASTE011135";"KB664502";69602;71165;1
"ASTE011137";"KB664502";74452;76449;1
"ASTE011134";"KB664502";67170;69030;-1
"ASTE011147";"KB664502";243004;248314;1
"ASTE011150";"KB664502";286654;288460;-1
"ASTE011143";"KB664502";199411;207777;1
"ASTE011152";"KB664502";306653;313232;1
"ASTE011157";"KB664502";334054;336094;1
"ASTE011159";"KB664502";356866;359184;1
"ASTE011129";"KB664502";771;4238;1
"ASTE011138";"KB664502";76091;78031;-1
"ASTE011140";"KB664502";138578;142281;1
"ASTE011141";"KB664502";147665;151962;1
"ASTE011145";"KB664502";217891;220713;-1
"ASTE011142";"KB664502";186227;196633;-1
"ASTE011149";"KB664502";258520;284702;-1
"ASTE011158";"KB664502";345916;352812;-1
"ASTE011160";"KB664502";360968;365545;-1
"ASTE011136";"KB664502";71283;74283;-1
"ASTE011151";"KB664502";290382;292079;-1
"ASTE011153";"KB664502";316099;322091;-1
"ASTE000553";"KB664510";289469;292948;1
"ASTE000563";"KB664510";438590;439381;1
"ASTE000559";"KB664510";358876;365587;1
"ASTE000557";"KB664510";346979;350315;1
"ASTE000555";"KB664510";301367;303932;1
"ASTE000554";"KB664510";297810;299114;-1
"ASTE000556";"KB664510";309903;313751;-1
"ASTE000564";"KB664510";447066;449587;-1
"ASTE000560";"KB664510";383331;389613;1
"ASTE000561";"KB664510";400904;405257;1
"ASTE000565";"KB664510";450781;451921;1
"ASTE010943";"KB664514";30091;32002;1
"ASTE010947";"KB664514";84136;87592;1
"ASTE010961";"KB664514";318913;320009;1
"ASTE010962";"KB664514";321446;322404;-1
"ASTE010953";"KB664514";244207;244961;-1
"ASTE010941";"KB664514";4147;8068;1
"ASTE010942";"KB664514";19592;26234;1
"ASTE010948";"KB664514";102517;117253;-1
"ASTE010963";"KB664514";342234;345928;1
"ASTE010960";"KB664514";314702;318487;-1
"ASTE010952";"KB664514";185307;196233;-1
"ASTE010958";"KB664514";308844;312156;-1
"ASTE010944";"KB664514";32697;35696;-1
"ASTE010954";"KB664514";265536;266915;-1
"ASTE000010";"KB664530";1899;3809;-1
"ASTE000013";"KB664530";12332;17163;-1
"ASTE000014";"KB664530";17822;20425;1
"ASTE000021";"KB664530";77284;86019;1
"ASTE000016";"KB664530";44495;60678;-1
"ASTE000020";"KB664530";73652;76861;-1
"ASTE000023";"KB664530";86357;96073;-1
"ASTE006799";"KB664569";13444;16160;-1
"ASTE007241";"KB664571";201813;205635;-1
"ASTE009201";"KB664577";197728;198778;1
"ASTE007261";"KB664581";330372;333240;1
"ASTE007248";"KB664581";3308;9611;1
"ASTE007183";"KB664595";97456;100008;-1
"ASTE007181";"KB664595";53821;59046;-1
"ASTE008767";"KB664619";60856;64029;1
"ASTE008769";"KB664619";155830;157281;-1
"ASTE008768";"KB664619";117366;153274;1
"ASTE008770";"KB664619";171167;177359;-1
"ASTE008764";"KB664619";10518;11075;1
"ASTE009097";"KB664624";23823;27421;1
"ASTE009101";"KB664624";43524;53613;1
"ASTE009109";"KB664624";188723;190881;-1
"ASTE009112";"KB664624";206361;213199;1
"ASTE009104";"KB664624";96382;102070;1
"ASTE009105";"KB664624";114445;124262;1
"ASTE009108";"KB664624";153099;157739;-1
"ASTE009103";"KB664624";75651;82534;1
"ASTE009140";"KB664634";87914;89965;-1
"ASTE009141";"KB664634";90958;97142;-1
"ASTE008424";"KB664690";29562;30185;-1
"ASTE008411";"KB664711";64523;70827;1
"ASTE011342";"KB664725";18406;21065;1
"ASTE011341";"KB664725";16918;17863;-1
"ASTE011343";"KB664725";23014;24565;-1
"ASTE011345";"KB664725";36799;37898;-1
"ASTE011344";"KB664725";26002;36101;1
"ASTE011346";"KB664725";39254;60170;1
"ASTE005809";"KB664726";59982;61208;-1
"ASTE000360";"KB664732";2510537;2515074;1
"ASTE000363";"KB664732";2526637;2528716;1
"ASTE007558";"KB664740";1036;3249;-1
"ASTE010619";"KB664745";37654;42542;-1
"ASTE007971";"KB664755";24813;27023;1
"ASTE008034";"KB664755";1104902;1107367;-1
"ASTE007978";"KB664755";122277;122537;1
"ASTE008025";"KB664755";949449;951129;-1
"ASTE007979";"KB664755";123851;132391;1
"ASTE008005";"KB664755";553533;554026;1
"ASTE008002";"KB664755";499682;501351;1
"ASTE007967";"KB664755";4281;11078;1
"ASTE007969";"KB664755";12211;17465;1
"ASTE007968";"KB664755";11323;12004;-1
"ASTE007970";"KB664755";21049;21669;-1
"ASTE008032";"KB664755";1085756;1086720;1
"ASTE008030";"KB664755";1073895;1078512;1
"ASTE008033";"KB664755";1087362;1094724;1
"ASTE008031";"KB664755";1081173;1085311;-1
"ASTE008038";"KB664755";1205854;1211749;1
"ASTE007977";"KB664755";110603;111854;-1
"ASTE007986";"KB664755";290010;290658;-1
"ASTE007981";"KB664755";198491;201194;1
"ASTE007982";"KB664755";205405;210078;-1
"ASTE007987";"KB664755";291086;300886;1
"ASTE007998";"KB664755";468569;470118;-1
"ASTE007999";"KB664755";471867;473410;-1
"ASTE007995";"KB664755";447390;452447;1
"ASTE007996";"KB664755";454537;457800;1
"ASTE008008";"KB664755";575662;583087;-1
"ASTE008004";"KB664755";550482;556615;-1
"ASTE008003";"KB664755";512604;530554;1
"ASTE008014";"KB664755";630640;631315;-1
"ASTE008015";"KB664755";631698;632736;1
"ASTE008016";"KB664755";643285;648206;1
"ASTE008009";"KB664755";604561;609858;-1
"ASTE008013";"KB664755";629766;630624;1
"ASTE008012";"KB664755";618099;626160;1
"ASTE008020";"KB664755";798742;802716;-1
"ASTE008023";"KB664755";913550;917149;1
"ASTE008022";"KB664755";896842;899065;-1
"ASTE008024";"KB664755";929890;943475;1
"ASTE007975";"KB664755";85661;88120;1
"ASTE007972";"KB664755";30733;39282;-1
"ASTE007973";"KB664755";52035;55117;-1
"ASTE007974";"KB664755";74984;76475;-1
"ASTE008029";"KB664755";1055176;1060158;-1
"ASTE008035";"KB664755";1107428;1109959;-1
"ASTE007980";"KB664755";179886;189755;1
"ASTE007976";"KB664755";91344;104451;-1
"ASTE007985";"KB664755";279669;287513;1
"ASTE007990";"KB664755";375176;380875;1
"ASTE007989";"KB664755";335413;336312;1
"ASTE008000";"KB664755";477933;483225;-1
"ASTE008006";"KB664755";558976;562329;1
"ASTE008001";"KB664755";485055;496511;1
"ASTE008011";"KB664755";614181;617311;-1
"ASTE008017";"KB664755";674581;678725;-1
"ASTE008018";"KB664755";776387;780155;1
"ASTE008019";"KB664755";793789;794381;1
"ASTE008021";"KB664755";836394;839783;1
"ASTE008026";"KB664755";966197;967508;-1
"ASTE008027";"KB664755";971861;975311;-1
"ASTE011309";"KB664788";289283;293755;-1
"ASTE010877";"KB664910";843391;850314;1
"ASTE007864";"KB665021";764628;773079;-1
"ASTE007863";"KB665021";756487;758343;-1
"ASTE010214";"KB665154";810420;811752;1
"ASTE001322";"KB665188";507102;511131;-1
"ASTE007154";"KB665265";353404;364510;1
"ASTE015979";"KB664400";1010796;1012450;1
"ASTE015980";"KB664400";1016793;1018463;1
"ASTE016007";"KB664400";1006693;1008288;-1
"ASTE016008";"KB664400";1002462;1005982;-1
