"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"AFUN008507";"KB668741";359155;368281;1
"AFUN008504";"KB668741";346267;351173;-1
"AFUN008506";"KB668741";355171;358722;-1
"AFUN008512";"KB668741";460106;465114;-1
"AFUN008511";"KB668741";432291;438413;1
"AFUN008493";"KB668741";188204;189742;-1
"AFUN008494";"KB668741";191054;196562;-1
"AFUN008495";"KB668741";209198;210517;-1
"AFUN008486";"KB668741";58452;59884;1
"AFUN008487";"KB668741";72916;75583;1
"AFUN008508";"KB668741";368492;371277;1
"AFUN003037";"KB668744";213984;215861;-1
"AFUN003040";"KB668744";335387;336685;1
"AFUN003038";"KB668744";316959;333242;-1
"AFUN003039";"KB668744";334426;335047;-1
"AFUN003036";"KB668744";173202;179264;-1
"AFUN003034";"KB668744";143242;153604;-1
"AFUN003041";"KB668744";344927;353300;-1
"AFUN016214";"KB669125";102692;104638;1
"AFUN006054";"KB668750";298951;300417;-1
"AFUN006049";"KB668750";217584;218139;1
"AFUN006052";"KB668750";243181;246412;1
"AFUN006053";"KB668750";268071;298570;1
"AFUN006047";"KB668750";164184;168888;-1
"AFUN006840";"KB668755";300391;301605;1
"AFUN006510";"KB668762";20766;39177;-1
"AFUN006508";"KB668762";6805;9101;1
"AFUN006511";"KB668762";36699;38877;1
"AFUN006529";"KB668762";286631;294968;-1
"AFUN006530";"KB668762";331274;338830;-1
"AFUN006528";"KB668762";270287;277701;1
"AFUN008995";"KB668812";32801;38038;1
"AFUN008997";"KB668812";40417;42367;1
"AFUN008996";"KB668812";38437;39657;-1
"AFUN002966";"KB668816";201982;203055;1
"AFUN008948";"KB668819";2000;10565;-1
"AFUN008949";"KB668819";44700;49680;-1
"AFUN008956";"KB668819";205930;208271;1
"AFUN008955";"KB668819";199923;205213;1
"AFUN010112";"KB668848";1150281;1152403;-1
"AFUN010116";"KB668848";1177646;1181134;-1
"AFUN010124";"KB668848";1259980;1267088;-1
"AFUN010117";"KB668848";1200489;1201455;-1
"AFUN010119";"KB668848";1210679;1211808;-1
"AFUN010120";"KB668848";1212157;1214316;1
"AFUN010121";"KB668848";1215396;1217466;1
"AFUN010122";"KB668848";1218614;1227153;1
"AFUN010114";"KB668848";1156038;1159280;-1
"AFUN010125";"KB668848";1299003;1304818;-1
"AFUN006874";"KB668855";7091;9839;1
"AFUN006872";"KB668855";3187;6978;1
"AFUN006871";"KB668855";527;2799;-1
"AFUN006873";"KB668855";5074;6864;-1
"AFUN001892";"KB669092";358307;362849;-1
"AFUN009136";"KB668861";10784;15737;1
"AFUN008188";"KB668879";157728;159192;1
"AFUN008184";"KB668879";128297;130007;1
"AFUN008187";"KB668879";139107;148612;1
"AFUN008190";"KB668879";165130;168845;1
"AFUN008185";"KB668879";130460;139370;-1
"AFUN008191";"KB668879";169106;171571;-1
"AFUN008180";"KB668879";89161;92926;1
"AFUN006033";"KB668912";1635;7186;-1
"AFUN007084";"KB668938";15145;16356;1
"AFUN007086";"KB668938";36245;44487;1
"AFUN007087";"KB668938";46115;51476;1
"AFUN011813";"KB668944";74775;78853;-1
"AFUN011812";"KB668944";42568;50645;1
"AFUN015908";"KB668695";312227;314544;1
"AFUN011525";"KB668961";80820;84020;-1
"AFUN011524";"KB668961";43117;45855;1
"AFUN011522";"KB668961";719;12863;-1
"AFUN011523";"KB668961";32930;34444;-1
"AFUN015909";"KB668695";317108;318998;1
"AFUN008383";"KB668989";30902;40126;1
"AFUN008382";"KB668989";29186;29842;-1
"AFUN008381";"KB668989";19732;25714;1
"AFUN011175";"KB669030";27441;31577;-1
"AFUN011174";"KB669030";260;12608;1
"AFUN011176";"KB669030";36089;40768;-1
"AFUN008402";"KB669056";8026;9280;1
"AFUN000276";"KB669058";2314390;2319179;-1
"AFUN011861";"KB669069";5069;8649;1
"AFUN002188";"KB669070";22224;23741;-1
"AFUN002200";"KB669070";187094;188555;-1
"AFUN002206";"KB669070";243322;245688;1
"AFUN002207";"KB669070";251018;251495;1
"AFUN002213";"KB669070";389030;389242;-1
"AFUN002204";"KB669070";202284;211825;1
"AFUN002189";"KB669070";27874;29435;-1
"AFUN002196";"KB669070";117142;120920;-1
"AFUN002197";"KB669070";125922;127718;-1
"AFUN002195";"KB669070";100772;105523;1
"AFUN002198";"KB669070";147248;172403;1
"AFUN002205";"KB669070";215961;219384;1
"AFUN002208";"KB669070";276217;281595;-1
"AFUN002212";"KB669070";356398;359833;1
"AFUN002222";"KB669070";490703;493564;1
"AFUN002216";"KB669070";426635;432818;1
"AFUN002219";"KB669070";474573;476426;-1
"AFUN002221";"KB669070";485977;490208;-1
"AFUN002214";"KB669070";394764;403616;1
"AFUN002224";"KB669070";497854;506710;-1
"AFUN002228";"KB669070";521549;525246;1
"AFUN002194";"KB669070";71238;73995;-1
"AFUN002191";"KB669070";61887;65441;-1
"AFUN002192";"KB669070";67371;68157;-1
"AFUN002203";"KB669070";193743;198029;-1
"AFUN002202";"KB669070";191773;193576;1
"AFUN002210";"KB669070";325468;330646;-1
"AFUN002217";"KB669070";434984;438928;-1
"AFUN002227";"KB669070";517886;521106;-1
"AFUN002231";"KB669070";530710;540081;-1
"AFUN002236";"KB669070";811292;814702;-1
"AFUN001875";"KB669092";24363;27557;-1
"AFUN001918";"KB669092";831824;836433;1
"AFUN001917";"KB669092";826893;830522;1
"AFUN001882";"KB669092";78784;80174;-1
"AFUN001878";"KB669092";51183;57889;-1
"AFUN001877";"KB669092";45584;50075;1
"AFUN001880";"KB669092";67644;75485;1
"AFUN001884";"KB669092";106126;107368;-1
"AFUN001885";"KB669092";220654;226554;-1
"AFUN001889";"KB669092";253639;255214;-1
"AFUN001894";"KB669092";367714;369716;1
"AFUN001895";"KB669092";373651;378422;-1
"AFUN001901";"KB669092";487511;488692;1
"AFUN001900";"KB669092";478621;487138;1
"AFUN001907";"KB669092";502921;509556;1
"AFUN001909";"KB669092";536217;539143;1
"AFUN001904";"KB669092";497841;498456;-1
"AFUN001906";"KB669092";500433;502730;-1
"AFUN001912";"KB669092";634387;639135;-1
"AFUN001915";"KB669092";820716;823182;-1
"AFUN001923";"KB669092";879752;883605;1
"AFUN001913";"KB669092";722961;724811;-1
"AFUN001903";"KB669092";491379;497038;1
"AFUN001911";"KB669092";572859;585158;1
"AFUN001910";"KB669092";539685;540998;-1
"AFUN001919";"KB669092";836881;845693;-1
"AFUN014222";"KB669092";491895;492719;-1
"AFUN008012";"KB669103";5704;10382;-1
"AFUN008011";"KB669103";26;1190;-1
"AFUN008016";"KB669103";135107;139630;-1
"AFUN008015";"KB669103";127328;131546;1
"AFUN008017";"KB669103";139950;140923;1
"AFUN008018";"KB669103";141460;149260;1
"AFUN008023";"KB669103";324650;327885;1
"AFUN008024";"KB669103";333670;343380;1
"AFUN008019";"KB669103";177356;182477;-1
"AFUN008014";"KB669103";118780;123969;-1
"AFUN011857";"KB669195";11767;12829;-1
"AFUN012029";"KB669229";1957;8589;-1
"AFUN016037";"KB669092";393163;414717;1
"AFUN003173";"KB669281";680603;682102;-1
"AFUN003125";"KB669281";79730;89714;1
"AFUN003131";"KB669281";262276;278333;-1
"AFUN003144";"KB669281";378538;379956;-1
"AFUN003119";"KB669281";595;4445;1
"AFUN003121";"KB669281";26640;27573;1
"AFUN003127";"KB669281";128041;142422;-1
"AFUN003130";"KB669281";203392;214310;-1
"AFUN003141";"KB669281";353503;357736;1
"AFUN003140";"KB669281";335375;336345;-1
"AFUN003145";"KB669281";380458;384466;1
"AFUN003138";"KB669281";328644;332413;-1
"AFUN003147";"KB669281";417586;421521;1
"AFUN003165";"KB669281";569053;571224;-1
"AFUN003167";"KB669281";583251;585607;-1
"AFUN003160";"KB669281";542067;544546;-1
"AFUN003162";"KB669281";550274;552512;-1
"AFUN003164";"KB669281";553720;554349;-1
"AFUN003155";"KB669281";519374;520514;1
"AFUN003154";"KB669281";516266;518658;-1
"AFUN003159";"KB669281";537191;540897;-1
"AFUN003170";"KB669281";599449;604428;1
"AFUN003169";"KB669281";595026;598301;1
"AFUN003172";"KB669281";662677;664630;1
"AFUN003175";"KB669281";703641;707121;1
"AFUN003179";"KB669281";745174;750757;1
"AFUN003183";"KB669281";824300;827479;1
"AFUN003122";"KB669281";29184;33730;-1
"AFUN003120";"KB669281";13457;23145;1
"AFUN003136";"KB669281";322707;325987;-1
"AFUN003146";"KB669281";406698;416302;1
"AFUN003149";"KB669281";434653;441323;1
"AFUN003148";"KB669281";424723;432428;-1
"AFUN003152";"KB669281";489909;493764;1
"AFUN003153";"KB669281";498505;516013;1
"AFUN003168";"KB669281";588328;592806;-1
"AFUN003161";"KB669281";545370;548226;1
"AFUN003156";"KB669281";521512;525195;-1
"AFUN003171";"KB669281";609723;630146;1
"AFUN003182";"KB669281";817061;821992;-1
"AFUN003176";"KB669281";711580;723439;-1
"AFUN003177";"KB669281";729075;732238;-1
"AFUN006768";"KB669336";360851;362346;-1
"AFUN006769";"KB669336";361696;374320;1
"AFUN006779";"KB669336";634064;635593;1
"AFUN006778";"KB669336";623603;625052;-1
"AFUN006799";"KB669336";998645;1000245;-1
"AFUN006753";"KB669336";211316;211573;-1
"AFUN006751";"KB669336";194179;201128;-1
"AFUN006752";"KB669336";204804;205061;-1
"AFUN006770";"KB669336";373204;374175;-1
"AFUN006780";"KB669336";635479;637228;-1
"AFUN006747";"KB669336";66765;71309;1
"AFUN006748";"KB669336";72190;78793;-1
"AFUN006749";"KB669336";99209;108018;-1
"AFUN006754";"KB669336";222448;223783;1
"AFUN006759";"KB669336";320041;323769;1
"AFUN006758";"KB669336";299391;304612;1
"AFUN006762";"KB669336";329604;330720;1
"AFUN006760";"KB669336";325712;331965;-1
"AFUN006763";"KB669336";333743;337952;-1
"AFUN006765";"KB669336";341524;346199;-1
"AFUN006766";"KB669336";355564;356463;-1
"AFUN006775";"KB669336";456819;460498;1
"AFUN006774";"KB669336";452320;456119;-1
"AFUN006788";"KB669336";751718;754678;1
"AFUN006793";"KB669336";818654;823422;1
"AFUN006794";"KB669336";830596;832131;1
"AFUN006800";"KB669336";1002552;1003884;-1
"AFUN006795";"KB669336";921608;929240;1
"AFUN006756";"KB669336";251823;253256;-1
"AFUN006757";"KB669336";281062;283102;1
"AFUN006755";"KB669336";231129;246035;1
"AFUN006764";"KB669336";338432;339088;1
"AFUN006767";"KB669336";356935;359731;1
"AFUN006771";"KB669336";380659;395312;1
"AFUN006777";"KB669336";554134;556677;1
"AFUN006782";"KB669336";657720;658493;1
"AFUN006781";"KB669336";637480;652342;1
"AFUN006789";"KB669336";752917;769744;-1
"AFUN006792";"KB669336";803842;813736;-1
"AFUN006798";"KB669336";967053;980650;1
"AFUN001893";"KB669092";362949;366129;1
"AFUN009902";"KB669436";242705;243824;1
"AFUN008105";"KB669547";109770;122683;-1
"AFUN000333";"KB669602";37041;39792;-1
"AFUN000332";"KB669602";1119;2903;1
"AFUN003139";"KB669281";332908;334181;1
"AFUN000448";"KB668726";729536;752330;1
"AFUN016029";"KB668726";700500;719233;1
