"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"AGAP004860";"2L";4506869;4510053;-1
"AGAP004861";"2L";4512469;4531632;-1
"AGAP004864";"2L";4586760;4591451;-1
"AGAP004865";"2L";4599569;4620103;-1
"AGAP004866";"2L";4667808;4675971;-1
"AGAP004867";"2L";4676920;4678867;1
"AGAP004868";"2L";4680081;4692071;-1
"AGAP004869";"2L";4684000;4684653;-1
"AGAP004871";"2L";4749123;4756753;1
"AGAP004872";"2L";4760912;4762132;-1
"AGAP004873";"2L";4769290;4800313;-1
"AGAP004874";"2L";4821176;4825510;-1
"AGAP004875";"2L";4830049;4830309;-1
"AGAP004876";"2L";4845959;4847193;1
"AGAP004877";"2L";4851777;4866265;1
"AGAP004878";"2L";4871110;4872374;-1
"AGAP004879";"2L";4879247;4880564;1
"AGAP004880";"2L";4905326;4908734;1
"AGAP004881";"2L";4925706;4932269;1
"AGAP004882";"2L";4934985;4944994;-1
"AGAP004883";"2L";4939315;4940319;1
"AGAP004884";"2L";4948909;4953343;-1
"AGAP004885";"2L";4953470;4954359;1
"AGAP004886";"2L";4956109;4968464;-1
"AGAP004887";"2L";4970013;4971174;-1
"AGAP004888";"2L";4971871;4974593;1
"AGAP004889";"2L";4974901;4977615;-1
"AGAP004890";"2L";4976558;4986660;1
"AGAP004891";"2L";4987628;4988629;-1
"AGAP004892";"2L";5003264;5042389;1
"AGAP005066";"2L";9253606;9254543;1
"AGAP005070";"2L";9483269;9485404;-1
"AGAP005071";"2L";9486328;9493057;-1
"AGAP005075";"2L";9642985;9651954;1
"AGAP005076";"2L";9657060;9693793;1
"AGAP005079";"2L";9735321;9746596;1
"AGAP005080";"2L";9757386;9758459;-1
"AGAP005081";"2L";9758828;9759668;1
"AGAP005082";"2L";9761099;9779657;1
"AGAP005088";"2L";9875257;9877489;1
"AGAP005091";"2L";9898848;9941997;1
"AGAP005093";"2L";9950809;9957070;1
"AGAP005209";"2L";12353162;12356183;-1
"AGAP005210";"2L";12357077;12358920;1
"AGAP005211";"2L";12358996;12360867;-1
"AGAP005212";"2L";12361038;12363586;1
"AGAP005233";"2L";12651084;12652962;-1
"AGAP005234";"2L";12656739;12660717;-1
"AGAP005235";"2L";12666575;12685002;-1
"AGAP005236";"2L";12692890;12697320;-1
"AGAP005239";"2L";12708085;12709261;-1
"AGAP005240";"2L";12710806;12712852;1
"AGAP005241";"2L";12714148;12715791;1
"AGAP005242";"2L";12721454;12727400;1
"AGAP005243";"2L";12732251;12764561;-1
"AGAP005244";"2L";12782149;12840793;-1
"AGAP005248";"2L";13100886;13118081;1
"AGAP005250";"2L";13129636;13132652;1
"AGAP005251";"2L";13163228;13194429;1
"AGAP005252";"2L";13194812;13196613;-1
"AGAP005254";"2L";13228382;13232098;-1
"AGAP005255";"2L";13244005;13250634;-1
"AGAP005258";"2L";13329645;13331897;1
"AGAP005259";"2L";13342958;13347238;-1
"AGAP005260";"2L";13356664;13357456;-1
"AGAP005261";"2L";13357762;13362271;1
"AGAP005262";"2L";13365840;13368074;-1
"AGAP005263";"2L";13380597;13387389;1
"AGAP005273";"2L";13513706;13520289;1
"AGAP005275";"2L";13532519;13542252;1
"AGAP005277";"2L";13554366;13556618;-1
"AGAP005281";"2L";13589239;13600295;-1
"AGAP005282";"2L";13620351;13622456;1
"AGAP005283";"2L";13624375;13626179;1
"AGAP005288";"2L";13688408;13709424;1
"AGAP005287";"2L";13667398;13672489;-1
"AGAP005290";"2L";13721263;13730958;-1
"AGAP005291";"2L";13737172;13746833;1
"AGAP005292";"2L";13765648;13780618;-1
"AGAP005294";"2L";13798321;13801103;1
"AGAP005295";"2L";13801354;13802660;-1
"AGAP005297";"2L";13805536;13807199;1
"AGAP005298";"2L";13807715;13808828;-1
"AGAP005299";"2L";13809195;13811906;1
"AGAP005300";"2L";13816597;13858982;-1
"AGAP005301";"2L";13863145;13870895;-1
"AGAP005306";"2L";13918675;13919901;-1
"AGAP005391";"2L";14897966;14902000;1
"AGAP005392";"2L";14903720;14905010;-1
"AGAP005393";"2L";14905569;14909679;1
"AGAP005394";"2L";14913182;14918431;-1
"AGAP005396";"2L";14974487;14977568;1
"AGAP005397";"2L";14986775;14988637;1
"AGAP005398";"2L";15016928;15020798;1
"AGAP005399";"2L";15035025;15038781;1
"AGAP005400";"2L";15054808;15075117;1
"AGAP005401";"2L";15080231;15083982;-1
"AGAP005402";"2L";15084467;15085590;1
"AGAP005623";"2L";17945420;17947123;-1
"AGAP005624";"2L";17947266;17949488;1
"AGAP005625";"2L";17948974;17955192;-1
"AGAP005629";"2L";18004772;18006954;1
"AGAP005630";"2L";18009937;18015089;-1
"AGAP005632";"2L";18017837;18019248;1
"AGAP005633";"2L";18037371;18044208;1
"AGAP005635";"2L";18060479;18067863;-1
"AGAP005652";"2L";18293874;18301098;1
"AGAP005653";"2L";18304594;18306299;-1
"AGAP005654";"2L";18310062;18311366;1
"AGAP005655";"2L";18335094;18338289;1
"AGAP005656";"2L";18341076;18345362;-1
"AGAP005657";"2L";18346305;18347977;-1
"AGAP005658";"2L";18349059;18350707;1
"AGAP005660";"2L";18353711;18355427;1
"AGAP005661";"2L";18364960;18482962;-1
"AGAP005662";"2L";18491771;18494246;-1
"AGAP005672";"2L";18535500;18542604;-1
"AGAP005680";"2L";18675462;18680046;-1
"AGAP005681";"2L";18693376;18697785;-1
"AGAP005682";"2L";18725671;18740086;1
"AGAP005683";"2L";18740491;18742387;-1
"AGAP005685";"2L";18746156;18746953;-1
"AGAP005693";"2L";18785249;18788122;1
"AGAP005697";"2L";19100804;19101270;1
"AGAP005698";"2L";19101852;19102333;1
"AGAP005699";"2L";19145043;19146916;-1
"AGAP006187";"2L";27931493;27932433;1
"AGAP005279";"2L";13548501;13587620;1
"AGAP007010";"2L";40900916;40916558;1
"AGAP007017";"2L";40981696;40983421;1
"AGAP007018";"2L";40987418;40994094;-1
"AGAP007019";"2L";40995292;40999389;1
"AGAP007020";"2L";40999422;41000291;-1
"AGAP007021";"2L";41003811;41005107;1
"AGAP007022";"2L";41006604;41009476;-1
"AGAP007023";"2L";41013267;41025452;-1
"AGAP007026";"2L";41028438;41029611;-1
"AGAP007053";"2L";41882609;41884510;1
"AGAP005246";"2L";12996143;13001344;-1
"AGAP005274";"2L";13526307;13530503;-1
"AGAP005285";"2L";13637835;13658562;1
"AGAP004208";"2R";51869977;51871422;-1
"AGAP004672";"2R";61246251;61254533;1
"AGAP001754";"2R";9447208;9460299;1
"AGAP000647";"X";11531758;11532084;1
"AGAP000885";"X";16729033;16734077;-1
"AGAP000881";"X";16705324;16707385;-1
"AGAP000170";"X";2904991;2906114;-1
"AGAP000365";"X";6766782;6768218;-1
"AGAP000421";"X";7554571;7561857;-1
"AGAP012463";"UNKN";4315087;4318018;-1
"AGAP028447";"2L";18714834;18715578;1
"AGAP028438";"2L";5631376;5632904;-1
"AGAP011534";"3L";26893430;26896048;-1
"AGAP005627";"2L";17959301;18000159;1
"AGAP028651";"UNKN";21698597;21705091;1
"AGAP028650";"UNKN";5572106;5608654;-1
"AGAP010203";"3R";50687948;50692599;-1
"AGAP010286";"3R";52067738;52115209;1
"AGAP010268";"3R";51882060;51911589;1
"AGAP010263";"3R";51779636;51786019;1
"AGAP010094";"3R";49065512;49066382;1
"AGAP010103";"3R";49150129;49150590;1
"AGAP010104";"3R";49155284;49155745;1
"AGAP010105";"3R";49157894;49158335;1
"AGAP010106";"3R";49160573;49161034;1
"AGAP010107";"3R";49164519;49164980;1
"AGAP010108";"3R";49169540;49169977;1
"AGAP010109";"3R";49182656;49183063;1
"AGAP010115";"3R";49202204;49207644;1
"AGAP010121";"3R";49230063;49230500;1
"AGAP010123";"3R";49239832;49240516;1
"AGAP010124";"3R";49242946;49243750;1
"AGAP010129";"3R";49261669;49263862;-1
"AGAP010135";"3R";49309799;49311812;-1
"AGAP010136";"3R";49317276;49317725;-1
"AGAP010137";"3R";49319449;49321593;-1
"AGAP010139";"3R";49356301;49362525;-1
"AGAP010140";"3R";49362915;49364048;-1
"AGAP010142";"3R";49370055;49390808;-1
"AGAP010143";"3R";49409660;49414135;1
"AGAP010145";"3R";49425840;49430314;-1
"AGAP010146";"3R";49434839;49436537;-1
"AGAP010147";"3R";49458955;49484075;1
"AGAP010150";"3R";49504044;49508479;-1
"AGAP010151";"3R";49509601;49511676;1
"AGAP010156";"3R";49548211;49555550;1
"AGAP010157";"3R";49580073;49591319;1
"AGAP010158";"3R";49599773;49642633;-1
"AGAP010160";"3R";49671242;49684903;-1
"AGAP010162";"3R";49749614;49758102;1
"AGAP010163";"3R";49777595;49778224;-1
"AGAP010164";"3R";49778787;49791943;1
"AGAP010167";"3R";49815488;49819401;1
"AGAP010168";"3R";49827193;49831210;-1
"AGAP010170";"3R";49882257;49884126;-1
"AGAP010172";"3R";49898854;49907005;-1
"AGAP010173";"3R";49908013;49910396;1
"AGAP010175";"3R";49913799;49928922;-1
"AGAP010179";"3R";49948461;49951694;-1
"AGAP010180";"3R";49952491;49955724;1
"AGAP010183";"3R";49961429;49971850;-1
"AGAP010186";"3R";50210751;50228184;-1
"AGAP010188";"3R";50353363;50355492;1
"AGAP010189";"3R";50359299;50378794;-1
"AGAP010190";"3R";50380866;50383255;1
"AGAP010192";"3R";50386147;50392930;-1
"AGAP010193";"3R";50403559;50410500;1
"AGAP010195";"3R";50417385;50418789;-1
"AGAP010197";"3R";50453367;50474730;-1
"AGAP010198";"3R";50570660;50574073;-1
"AGAP010200";"3R";50577928;50605043;-1
"AGAP010204";"3R";50692921;50695624;1
"AGAP010205";"3R";50696700;50698440;1
"AGAP010206";"3R";50701903;50707215;-1
"AGAP010207";"3R";50715494;50720053;1
"AGAP010209";"3R";50807222;50832322;1
"AGAP010210";"3R";50835619;50836797;1
"AGAP010213";"3R";50839898;50840757;-1
"AGAP010214";"3R";50841072;50845226;1
"AGAP010215";"3R";50845784;50846930;-1
"AGAP010217";"3R";50848449;50851177;-1
"AGAP010218";"3R";50851907;50871670;1
"AGAP010219";"3R";50911789;50914690;1
"AGAP010220";"3R";50915600;50916631;-1
"AGAP010221";"3R";50961498;50976999;1
"AGAP010222";"3R";51044882;51054405;-1
"AGAP010223";"3R";51184227;51186053;-1
"AGAP010224";"3R";51264622;51266484;-1
"AGAP010228";"3R";51290850;51293424;1
"AGAP010229";"3R";51294571;51297332;1
"AGAP010230";"3R";51299821;51308410;-1
"AGAP010234";"3R";51335884;51339757;1
"AGAP010235";"3R";51345177;51357275;1
"AGAP010236";"3R";51361532;51362430;1
"AGAP010237";"3R";51366355;51367253;1
"AGAP010238";"3R";51370047;51376204;-1
"AGAP010241";"3R";51441954;51444540;1
"AGAP010242";"3R";51455722;51469790;-1
"AGAP010245";"3R";51542864;51554877;-1
"AGAP010249";"3R";51651374;51654892;-1
"AGAP010251";"3R";51658302;51662103;-1
"AGAP010252";"3R";51662576;51663616;1
"AGAP010253";"3R";51664587;51665791;-1
"AGAP010254";"3R";51684894;51687015;1
"AGAP010257";"3R";51714118;51715735;-1
"AGAP010258";"3R";51716563;51719983;1
"AGAP010259";"3R";51727896;51751309;1
"AGAP010260";"3R";51753347;51756084;1
"AGAP010261";"3R";51759254;51777762;-1
"AGAP010265";"3R";51820780;51844428;1
"AGAP010266";"3R";51851517;51878621;1
"AGAP010267";"3R";51878698;51881324;-1
"AGAP010269";"3R";51888596;51891751;-1
"AGAP010273";"3R";51921336;51925198;-1
"AGAP010274";"3R";51933962;51936528;-1
"AGAP010275";"3R";51937102;51940123;1
"AGAP010276";"3R";51942211;51945830;-1
"AGAP010278";"3R";51946679;51947433;-1
"AGAP010279";"3R";51965805;51967867;-1
"AGAP010280";"3R";51982000;51984540;-1
"AGAP010281";"3R";51987227;52014754;-1
"AGAP010282";"3R";52033775;52038486;1
"AGAP010283";"3R";52042711;52059885;1
"AGAP010288";"3R";52172251;52173633;1
"AGAP010289";"3R";52212077;52213576;-1
"AGAP010290";"3R";52237449;52248062;1
"AGAP010292";"3R";52301006;52349893;-1
"AGAP010294";"3R";52418651;52422892;-1
"AGAP010297";"3R";52614350;52617318;1
"AGAP010298";"3R";52655670;52657280;1
"AGAP010303";"3R";52903957;52937651;-1
"AGAP010308";"3R";53091293;53094028;1
"AGAP010132";"3R";49285621;49287337;1
"AGAP010102";"3R";49145852;49147426;1
"AGAP010152";"3R";49511724;49516150;-1
"AGAP010155";"3R";49520676;49528986;1
"AGAP012439";"UNKN";957216;968255;1
"AGAP012452";"UNKN";2902896;2918987;-1
"AGAP012459";"UNKN";3952384;3953815;1
"AGAP012464";"UNKN";4402406;4412447;1
"AGAP012485";"UNKN";6864690;6878598;1
"AGAP012488";"UNKN";7099119;7100741;-1
"AGAP012499";"UNKN";8385983;8388466;-1
"AGAP012518";"UNKN";10616498;10619119;-1
"AGAP012529";"UNKN";11588004;11588717;-1
"AGAP012530";"UNKN";11605301;11605477;-1
"AGAP012531";"UNKN";11610264;11610664;-1
"AGAP012582";"UNKN";17570184;17571319;-1
"AGAP012656";"UNKN";22665022;22665876;-1
"AGAP012667";"UNKN";22878821;22880485;-1
"AGAP012695";"UNKN";23946824;23947693;-1
"AGAP012756";"UNKN";27341371;27342184;1
"AGAP012831";"UNKN";32639368;32640665;1
"AGAP012849";"UNKN";34056299;34057249;-1
"AGAP012873";"UNKN";35469452;35469882;-1
"AGAP012896";"UNKN";37143860;37144614;-1
"AGAP012903";"UNKN";37449767;37450235;-1
"AGAP012924";"UNKN";39405743;39406544;-1
"AGAP012937";"UNKN";41132263;41133123;-1
"AGAP013723";"3R";49116463;49117244;1
"AGAP013739";"3R";49535873;49541575;1
"AGAP013762";"3R";49562149;49567742;1
"AGAP013755";"3R";50596433;50602666;1
"AGAP004746";"2L";3030691;3033267;1
"AGAP004831";"2L";4201387;4202621;1
