Gene stable ID,Strand
AATE001048,-1
AATE001059,1
AATE001061,-1
AATE001063,1
AATE001065,-1
AATE001067,1
AATE001068,-1
AATE001073,1
AATE001079,1
AATE001086,1
AATE001092,1
AATE001097,-1
AATE001099,1
AATE001104,1
AATE001111,-1
AATE001114,1
AATE001116,1
AATE001134,-1
AATE001136,-1
AATE001137,1
AATE001141,-1
AATE001146,-1
AATE001151,1
AATE001153,1
AATE001155,-1
AATE001161,1
AATE001165,-1
AATE001167,-1
AATE001169,1
AATE001171,1
AATE001175,-1
AATE001193,-1
AATE001200,-1
AATE001205,1
AATE001212,1
AATE001214,1
AATE001219,-1
AATE001223,-1
AATE001229,-1
AATE001230,1
AATE001231,1
AATE001238,-1
AATE001239,1
AATE001241,-1
AATE001258,1
AATE001262,-1
AATE001267,-1
AATE001275,1
AATE001280,-1
AATE001287,1
AATE001290,1
AATE001291,-1
AATE001294,-1
AATE001296,1
AATE001298,1
AATE001300,1
AATE001306,-1
AATE001309,-1
AATE001320,-1
AATE001329,-1
AATE001335,1
AATE001339,1
AATE001340,-1
AATE001341,-1
AATE001350,-1
AATE001355,1
AATE001369,1
AATE001371,-1
AATE001372,1
AATE001374,1
AATE001378,1
AATE001382,-1
AATE001390,1
AATE001391,1
AATE001403,-1
AATE001410,1
AATE001412,1
AATE001419,1
AATE001421,-1
AATE001423,-1
AATE001429,1
AATE001431,1
AATE001433,1
AATE001440,-1
AATE001443,-1
AATE001444,1
AATE001452,-1
AATE001456,-1
AATE001459,1
AATE001462,1
AATE001468,-1
AATE001470,-1
AATE001472,1
AATE001477,1
AATE001480,1
AATE001483,-1
AATE001486,1
AATE001488,-1
AATE001492,-1
AATE001497,-1
AATE001510,-1
AATE001521,-1
AATE001527,1
AATE001529,1
AATE001532,-1
AATE001539,-1
AATE001542,1
AATE001547,1
AATE001560,1
AATE001564,-1
AATE001577,-1
AATE001581,-1
AATE001585,-1
AATE001587,-1
AATE001589,-1
AATE001590,1
AATE001595,1
AATE001608,1
AATE001611,1
AATE001612,1
AATE001613,-1
AATE001630,1
AATE001634,1
AATE001640,-1
AATE001643,1
AATE001652,1
AATE001666,1
AATE001675,-1
AATE001679,-1
AATE001682,1
AATE001684,-1
AATE001686,1
AATE001687,1
AATE001688,1
AATE001690,1
AATE001693,-1
AATE001706,1
AATE001726,1
AATE001733,1
AATE001739,1
AATE001740,-1
AATE001741,1
AATE001742,-1
AATE001752,-1
AATE001754,-1
AATE001756,1
AATE001767,-1
AATE001776,-1
AATE001779,1
AATE001786,1
AATE001789,-1
AATE001793,-1
AATE001796,1
AATE001800,1
AATE001807,-1
AATE001811,1
AATE001813,-1
AATE001815,1
AATE001819,-1
AATE001827,1
AATE001841,-1
AATE001843,1
AATE001849,-1
AATE001852,1
AATE001856,-1
AATE001857,-1
AATE001860,1
AATE001861,1
AATE001862,1
AATE001866,-1
AATE001867,-1
AATE001868,1
AATE001872,1
AATE001878,1
AATE001882,-1
AATE001883,-1
AATE001886,-1
AATE001887,1
AATE001892,-1
AATE001901,-1
AATE001911,-1
AATE001920,-1
AATE001922,-1
AATE001923,-1
AATE001933,-1
AATE001935,-1
AATE001938,-1
AATE001947,-1
AATE001958,-1
AATE001965,1
AATE001966,-1
AATE001970,-1
AATE001975,1
AATE001976,-1
AATE001987,1
AATE002000,1
AATE002003,1
AATE002006,-1
AATE002008,-1
AATE002010,-1
AATE002011,1
AATE002012,1
AATE002014,-1
AATE002015,1
AATE002019,1
AATE002021,-1
AATE002028,1
AATE002029,1
AATE002030,-1
AATE002039,-1
AATE002046,-1
AATE002051,-1
AATE002066,1
AATE002069,-1
AATE002077,1
AATE002078,1
AATE002082,-1
AATE002094,1
AATE002116,-1
AATE002118,1
AATE002123,1
AATE002125,-1
AATE002126,1
AATE002145,-1
AATE002146,-1
AATE002149,-1
AATE002153,-1
AATE002155,-1
AATE002158,-1
AATE002159,-1
AATE002162,1
AATE002165,-1
AATE002175,1
AATE002178,1
AATE002180,1
AATE002183,1
AATE002186,1
AATE002206,1
AATE002210,1
AATE002217,-1
AATE002219,1
AATE002243,1
AATE002246,-1
AATE002247,1
AATE002251,-1
AATE002254,1
AATE002260,1
AATE002264,1
AATE002266,1
AATE002272,-1
AATE002273,1
AATE002274,-1
AATE002281,1
AATE002284,-1
AATE002295,1
AATE002296,-1
AATE002298,-1
AATE002300,-1
AATE002306,1
AATE002311,1
AATE002312,-1
AATE002315,-1
AATE002321,1
AATE002324,-1
AATE002328,1
AATE002347,1
AATE002351,-1
AATE002356,1
AATE002360,-1
AATE002366,1
AATE002369,-1
AATE002372,-1
AATE002375,-1
AATE002379,1
AATE002390,1
AATE002409,-1
AATE002416,1
AATE002417,1
AATE002428,1
AATE002429,-1
AATE002433,1
AATE002455,-1
AATE002456,1
AATE002457,-1
AATE002461,1
AATE002465,-1
AATE002467,-1
AATE002476,1
AATE002482,1
AATE002483,1
AATE002485,-1
AATE002489,-1
AATE002495,-1
AATE002502,-1
AATE002505,-1
AATE002510,1
AATE002511,-1
AATE002513,-1
AATE002528,1
AATE002529,1
AATE002536,-1
AATE002537,1
AATE002539,1
AATE002551,-1
AATE002553,1
AATE002558,1
AATE002566,1
AATE002575,1
AATE002586,1
AATE002588,1
AATE002595,1
AATE002597,-1
AATE002621,1
AATE002622,-1
AATE002624,-1
AATE002625,1
AATE002630,-1
AATE002631,-1
AATE002634,-1
AATE002635,-1
AATE002645,1
AATE002650,-1
AATE002651,-1
AATE002655,1
AATE002657,-1
AATE002658,-1
AATE002660,-1
AATE002662,1
AATE002664,-1
AATE002672,1
AATE002673,1
AATE002674,1
AATE002677,1
AATE002683,-1
AATE002686,-1
AATE002691,-1
AATE002694,-1
AATE002699,-1
AATE002704,-1
AATE002714,1
AATE002716,1
AATE002722,1
AATE002723,1
AATE002725,-1
AATE002729,-1
AATE002741,-1
AATE002745,1
AATE002748,1
AATE002759,-1
AATE002766,-1
AATE002779,1
AATE002783,-1
AATE002785,1
AATE002786,-1
AATE002794,-1
AATE002801,1
AATE002815,-1
AATE002819,1
AATE002828,-1
AATE002837,-1
AATE002838,-1
AATE002840,-1
AATE002844,-1
AATE002847,-1
AATE002852,1
AATE002862,-1
AATE002863,1
AATE002867,-1
AATE002869,-1
AATE002870,1
AATE002874,1
AATE002876,-1
AATE002878,-1
AATE002883,1
AATE002886,1
AATE002891,1
AATE002892,1
AATE002893,-1
AATE002894,1
AATE002895,-1
AATE002897,-1
AATE002901,1
AATE002906,-1
AATE002911,1
AATE002917,1
AATE002919,-1
AATE002925,-1
AATE002932,1
AATE002936,-1
AATE002937,-1
AATE002941,-1
AATE002943,-1
AATE002944,-1
AATE002945,1
AATE002948,1
AATE002950,-1
AATE002960,1
AATE002971,-1
AATE002972,1
AATE002975,1
AATE002976,-1
AATE002977,-1
AATE002978,-1
AATE002979,1
AATE002982,1
AATE003000,-1
AATE003001,-1
AATE003003,-1
AATE003012,-1
AATE003018,-1
AATE003020,1
AATE003026,1
AATE003027,-1
AATE003031,1
AATE003033,1
AATE003034,1
AATE003036,1
AATE003039,-1
AATE003041,-1
AATE003044,1
AATE003049,-1
AATE003055,1
AATE003062,1
AATE003063,1
AATE003066,-1
AATE003072,1
AATE003077,-1
AATE003084,1
AATE003086,-1
AATE003088,-1
AATE003091,-1
AATE003096,1
AATE003105,-1
AATE003106,-1
AATE003110,-1
AATE003113,1
AATE003115,1
AATE003125,1
AATE003132,1
AATE003133,-1
AATE003134,-1
AATE003136,1
AATE003143,1
AATE003144,1
AATE003147,-1
AATE003156,-1
AATE003166,1
AATE003169,-1
AATE003171,1
AATE003174,1
AATE003181,1
AATE003185,-1
AATE003188,-1
AATE003196,1
AATE003197,-1
AATE003198,1
AATE003206,-1
AATE003208,-1
AATE003209,1
AATE003211,1
AATE003214,1
AATE003215,-1
AATE003222,1
AATE003224,1
AATE003228,-1
AATE003231,1
AATE003234,1
AATE003239,-1
AATE003250,-1
AATE003261,1
AATE003262,-1
AATE003263,-1
AATE003272,1
AATE003273,-1
AATE003275,1
AATE003283,1
AATE003300,1
AATE003302,-1
AATE003308,1
AATE003320,1
AATE003324,1
AATE003330,1
AATE003334,1
AATE003335,-1
AATE003345,-1
AATE003351,-1
AATE003354,1
AATE003356,1
AATE003357,-1
AATE003361,-1
AATE003376,1
AATE003377,-1
AATE003381,1
AATE003384,-1
AATE003389,-1
AATE003400,-1
AATE003401,1
AATE003403,1
AATE003407,-1
AATE003411,1
AATE003414,1
AATE003417,1
AATE003432,-1
AATE003437,1
AATE003444,1
AATE003447,-1
AATE003451,1
AATE003458,1
AATE003461,-1
AATE003468,1
AATE003471,1
AATE003473,-1
AATE003474,-1
AATE003489,-1
AATE003500,-1
AATE003501,-1
AATE003509,1
AATE003527,-1
AATE003528,-1
AATE003540,1
AATE003545,-1
AATE003547,1
AATE003551,1
AATE003558,1
AATE003563,1
AATE003566,-1
AATE003568,1
AATE003572,-1
AATE003575,1
AATE003582,1
AATE003584,-1
AATE003586,1
AATE003587,1
AATE003588,-1
AATE003591,-1
AATE003603,-1
AATE003613,-1
AATE003618,1
AATE003637,1
AATE003638,-1
AATE003648,-1
AATE003651,1
AATE003652,1
AATE003653,-1
AATE003670,-1
AATE003676,1
AATE003678,-1
AATE003683,-1
AATE003688,-1
AATE003696,1
AATE003699,1
AATE003702,-1
AATE003705,1
AATE003710,1
AATE003719,1
AATE003722,-1
AATE003724,1
AATE003728,-1
AATE003730,1
AATE003735,-1
AATE003742,-1
AATE003744,1
AATE003745,1
AATE003747,-1
AATE003749,1
AATE003754,-1
AATE003761,1
AATE003763,1
AATE003765,1
AATE003775,1
AATE003777,-1
AATE003783,-1
AATE003792,-1
AATE003797,-1
AATE003799,1
AATE003800,1
AATE003802,1
AATE003804,-1
AATE003814,1
AATE003819,-1
AATE003821,1
AATE003836,1
AATE003843,-1
AATE003845,-1
AATE003846,1
AATE003850,1
AATE003856,1
AATE003858,1
AATE003865,1
AATE003868,1
AATE003887,1
AATE003891,1
AATE003898,-1
AATE003899,-1
AATE003907,1
AATE003916,-1
AATE003919,-1
AATE003937,-1
AATE003948,-1
AATE003949,1
AATE003951,-1
AATE003955,1
AATE003956,1
AATE003965,1
AATE003967,1
AATE003969,-1
AATE003970,-1
AATE003972,1
AATE003983,-1
AATE003990,-1
AATE003993,-1
AATE003997,-1
AATE004011,-1
AATE004025,-1
AATE004031,1
AATE004032,-1
AATE004033,-1
AATE004034,1
AATE004041,-1
AATE004047,-1
AATE004048,1
AATE004052,1
AATE004054,1
AATE004061,-1
AATE004063,-1
AATE004065,1
AATE004066,1
AATE004067,1
AATE004074,1
AATE004076,1
AATE004084,1
AATE004087,1
AATE004089,-1
AATE004093,-1
AATE004098,-1
AATE004104,1
AATE004105,-1
AATE004111,-1
AATE004113,-1
AATE004115,1
AATE004116,1
AATE004124,-1
AATE004126,-1
AATE004134,-1
AATE004140,-1
AATE004144,1
AATE004156,1
AATE004157,1
AATE004167,-1
AATE004172,-1
AATE004177,-1
AATE004179,1
AATE004183,-1
AATE004189,1
AATE004191,1
AATE004194,-1
AATE004196,-1
AATE004201,-1
AATE004206,1
AATE004208,1
AATE004209,-1
AATE004216,1
AATE004217,1
AATE004222,1
AATE004227,1
AATE004235,1
AATE004243,1
AATE004249,-1
AATE004251,-1
AATE004252,1
AATE004257,-1
AATE004263,1
AATE004264,1
AATE004275,1
AATE004279,-1
AATE004281,1
AATE004283,1
AATE004286,-1
AATE004288,-1
AATE004296,1
AATE004297,1
AATE004301,-1
AATE004320,1
AATE004324,-1
AATE004334,1
AATE004337,-1
AATE004343,-1
AATE004347,1
AATE004348,1
AATE004350,1
AATE004351,1
AATE004352,-1
AATE004353,1
AATE004364,-1
AATE004381,1
AATE004382,1
AATE004385,1
AATE004386,-1
AATE004389,1
AATE004394,-1
AATE004399,1
AATE004412,-1
AATE004432,-1
AATE004437,1
AATE004438,-1
AATE004441,-1
AATE004445,1
AATE004449,1
AATE004455,1
AATE004468,-1
AATE004475,1
AATE004478,1
AATE004479,1
AATE004483,-1
AATE004485,-1
AATE004487,-1
AATE004488,1
AATE004489,-1
AATE004497,1
AATE004508,-1
AATE004509,1
AATE004511,1
AATE004512,-1
AATE004528,-1
AATE004529,1
AATE004539,1
AATE004540,1
AATE004543,-1
AATE004544,1
AATE004545,-1
AATE004550,-1
AATE004553,1
AATE004555,-1
AATE004559,1
AATE004561,1
AATE004568,1
AATE004570,-1
AATE004590,1
AATE004591,-1
AATE004598,1
AATE004602,-1
AATE004603,-1
AATE004605,1
AATE004607,1
AATE004610,1
AATE004611,1
AATE004613,-1
AATE004620,1
AATE004629,-1
AATE004648,1
AATE004649,1
AATE004651,1
AATE004659,1
AATE004672,1
AATE004675,-1
AATE004676,-1
AATE004681,1
AATE004683,1
AATE004691,-1
AATE004697,-1
AATE004703,-1
AATE004706,1
AATE004707,1
AATE004716,-1
AATE004717,-1
AATE004727,1
AATE004729,1
AATE004734,-1
AATE004740,-1
AATE004742,-1
AATE004749,1
AATE004759,-1
AATE004762,-1
AATE004763,-1
AATE004772,1
AATE004775,1
AATE004777,1
AATE004781,-1
AATE004790,-1
AATE004796,1
AATE004798,1
AATE004810,1
AATE004813,-1
AATE004822,-1
AATE004829,1
AATE004831,1
AATE004833,-1
AATE004837,1
AATE004840,1
AATE004841,1
AATE004842,1
AATE004845,-1
AATE004847,-1
AATE004849,1
AATE004853,-1
AATE004861,1
AATE004863,1
AATE004864,1
AATE004876,1
AATE004879,-1
AATE004882,-1
AATE004884,1
AATE004885,-1
AATE004891,-1
AATE004898,1
AATE004901,1
AATE004905,-1
AATE004907,1
AATE004912,1
AATE004917,1
AATE004926,-1
AATE004933,-1
AATE004935,1
AATE004944,1
AATE004945,-1
AATE004953,1
AATE004955,1
AATE004961,-1
AATE004967,1
AATE004972,-1
AATE004973,-1
AATE004974,1
AATE004981,1
AATE004990,-1
AATE005010,-1
AATE005026,-1
AATE005030,1
AATE005037,1
AATE005040,1
AATE005044,1
AATE005047,-1
AATE005048,-1
AATE005058,-1
AATE005065,-1
AATE005083,1
AATE005085,1
AATE005086,-1
AATE005090,1
AATE005094,-1
AATE005095,-1
AATE005097,-1
AATE005101,-1
AATE005104,-1
AATE005106,1
AATE005110,1
AATE005113,1
AATE005116,-1
AATE005119,-1
AATE005120,1
AATE005123,1
AATE005125,1
AATE005131,1
AATE005135,-1
AATE005137,-1
AATE005140,-1
AATE005146,-1
AATE005150,-1
AATE005153,-1
AATE005155,1
AATE005157,-1
AATE005167,-1
AATE005170,1
AATE005173,-1
AATE005174,1
AATE005176,1
AATE005177,1
AATE005186,-1
AATE005187,-1
AATE005189,1
AATE005190,-1
AATE005197,-1
AATE005204,1
AATE005215,-1
AATE005216,-1
AATE005217,1
AATE005221,1
AATE005235,1
AATE005236,1
AATE005240,-1
AATE005244,-1
AATE005251,-1
AATE005256,1
AATE005258,-1
AATE005260,1
AATE005265,1
AATE005267,1
AATE005271,1
AATE005276,-1
AATE005281,1
AATE005285,-1
AATE005288,1
AATE005291,-1
AATE005292,-1
AATE005293,1
AATE005294,1
AATE005300,-1
AATE005301,-1
AATE005308,-1
AATE005311,1
AATE005317,1
AATE005327,-1
AATE005333,-1
AATE005336,-1
AATE005338,-1
AATE005342,-1
AATE005345,-1
AATE005360,-1
AATE005368,1
AATE005373,-1
AATE005374,-1
AATE005378,-1
AATE005379,-1
AATE005383,-1
AATE005384,-1
AATE005388,-1
AATE005389,-1
AATE005393,-1
AATE005400,-1
AATE005403,1
AATE005408,1
AATE005409,-1
AATE005411,-1
AATE005412,-1
AATE005422,-1
AATE005455,1
AATE005462,1
AATE005467,-1
AATE005475,1
AATE005478,1
AATE005481,-1
AATE005482,-1
AATE005485,-1
AATE005486,-1
AATE005491,-1
AATE005492,1
AATE005494,-1
AATE005501,-1
AATE005508,-1
AATE005512,-1
AATE005513,-1
AATE005514,-1
AATE005521,1
AATE005524,-1
AATE005531,1
AATE005534,-1
AATE005546,-1
AATE005550,-1
AATE005551,-1
AATE005557,1
AATE005561,1
AATE005568,-1
AATE005575,1
AATE005578,-1
AATE005581,1
AATE005588,-1
AATE005589,1
AATE005604,1
AATE005605,-1
AATE005607,-1
AATE005608,1
AATE005610,-1
AATE005617,1
AATE005622,-1
AATE005623,-1
AATE005625,-1
AATE005634,1
AATE005635,1
AATE005639,1
AATE005640,1
AATE005644,-1
AATE005672,-1
AATE005673,-1
AATE005674,-1
AATE005676,-1
AATE005682,-1
AATE005683,-1
AATE005685,-1
AATE005689,1
AATE005694,1
AATE005696,1
AATE005697,-1
AATE005699,1
AATE005701,1
AATE005703,1
AATE005704,-1
AATE005707,-1
AATE005715,1
AATE005724,-1
AATE005732,1
AATE005740,-1
AATE005741,1
AATE005744,-1
AATE005745,-1
AATE005751,-1
AATE005754,-1
AATE005758,-1
AATE005762,1
AATE005764,1
AATE005771,1
AATE005773,-1
AATE005781,-1
AATE005784,1
AATE005785,-1
AATE005787,-1
AATE005789,-1
AATE005792,1
AATE005795,-1
AATE005799,-1
AATE005804,1
AATE005814,1
AATE005824,1
AATE005828,-1
AATE005836,-1
AATE005845,-1
AATE005846,1
AATE005851,1
AATE005856,1
AATE005858,-1
AATE005863,-1
AATE005870,-1
AATE005871,1
AATE005878,-1
AATE005879,1
AATE005884,1
AATE005905,-1
AATE005913,1
AATE005917,1
AATE005918,1
AATE005919,1
AATE005926,-1
AATE005927,-1
AATE005932,-1
AATE005941,1
AATE005959,-1
AATE005963,-1
AATE005966,-1
AATE005968,1
AATE005976,-1
AATE005978,1
AATE005984,-1
AATE005987,1
AATE005997,-1
AATE005998,1
AATE006002,1
AATE006009,-1
AATE006012,1
AATE006013,1
AATE006024,-1
AATE006034,-1
AATE006041,1
AATE006044,-1
AATE006047,1
AATE006053,1
AATE006054,-1
AATE006058,1
AATE006063,-1
AATE006064,-1
AATE006065,1
AATE006071,-1
AATE006087,1
AATE006100,1
AATE006114,1
AATE006122,1
AATE006131,-1
AATE006135,1
AATE006138,-1
AATE006141,-1
AATE006147,-1
AATE006148,1
AATE006152,-1
AATE006162,1
AATE006168,-1
AATE006170,1
AATE006171,1
AATE006172,1
AATE006177,1
AATE006189,1
AATE006190,-1
AATE006192,-1
AATE006213,1
AATE006219,1
AATE006222,-1
AATE006225,-1
AATE006230,1
AATE006235,1
AATE006236,-1
AATE006237,1
AATE006248,1
AATE006255,1
AATE006256,-1
AATE006267,-1
AATE006270,1
AATE006271,-1
AATE006272,1
AATE006273,1
AATE006278,-1
AATE006279,-1
AATE006284,1
AATE006286,-1
AATE006287,1
AATE006293,1
AATE006294,-1
AATE006298,-1
AATE006302,-1
AATE006304,1
AATE006310,-1
AATE006311,1
AATE006315,1
AATE006319,-1
AATE006330,1
AATE006335,1
AATE006338,1
AATE006345,-1
AATE006346,1
AATE006347,1
AATE006348,-1
AATE006349,-1
AATE006354,1
AATE006363,-1
AATE006370,1
AATE006377,-1
AATE006379,-1
AATE006390,1
AATE006404,1
AATE006405,-1
AATE006413,-1
AATE006414,1
AATE006415,-1
AATE006419,1
AATE006421,1
AATE006422,-1
AATE006433,1
AATE006436,-1
AATE006443,1
AATE006444,-1
AATE006447,-1
AATE006454,1
AATE006457,1
AATE006460,1
AATE006461,-1
AATE006462,1
AATE006463,1
AATE006470,1
AATE006473,-1
AATE006475,-1
AATE006488,-1
AATE006489,-1
AATE006496,-1
AATE006498,-1
AATE006503,-1
AATE006505,1
AATE006510,-1
AATE006511,-1
AATE006521,-1
AATE006522,-1
AATE006524,1
AATE006527,-1
AATE006528,-1
AATE006534,-1
AATE006538,1
AATE006539,-1
AATE006544,-1
AATE006552,-1
AATE006554,1
AATE006555,-1
AATE006556,1
AATE006566,-1
AATE006573,1
AATE006576,1
AATE006577,-1
AATE006593,-1
AATE006598,1
AATE006602,-1
AATE006603,-1
AATE006605,-1
AATE006608,1
AATE006613,-1
AATE006614,-1
AATE006615,1
AATE006619,-1
AATE006632,1
AATE006642,-1
AATE006643,1
AATE006650,-1
AATE006651,-1
AATE006655,-1
AATE006660,-1
AATE006666,1
AATE006688,-1
AATE006690,-1
AATE006695,1
AATE006698,-1
AATE006700,1
AATE006715,1
AATE006720,1
AATE006728,1
AATE006732,-1
AATE006733,1
AATE006734,-1
AATE006738,-1
AATE006746,-1
AATE006747,-1
AATE006759,-1
AATE006760,1
AATE006761,1
AATE006770,1
AATE006774,1
AATE006776,-1
AATE006780,1
AATE006781,-1
AATE006791,-1
AATE006792,1
AATE006793,-1
AATE006814,1
AATE006815,1
AATE006817,-1
AATE006823,1
AATE006828,-1
AATE006830,1
AATE006831,1
AATE006837,-1
AATE006845,1
AATE006847,-1
AATE006851,1
AATE006863,-1
AATE006868,-1
AATE006878,1
AATE006885,-1
AATE006920,-1
AATE006932,1
AATE006938,-1
AATE006941,-1
AATE006946,-1
AATE006954,-1
AATE006958,-1
AATE006965,1
AATE006967,-1
AATE006977,1
AATE006985,1
AATE007007,1
AATE007011,1
AATE007015,-1
AATE007017,1
AATE007021,1
AATE007023,-1
AATE007034,1
AATE007037,1
AATE007038,1
AATE007039,1
AATE007043,1
AATE007044,-1
AATE007047,-1
AATE007051,1
AATE007056,1
AATE007060,1
AATE007061,1
AATE007062,1
AATE007064,-1
AATE007066,1
AATE007067,1
AATE007072,1
AATE007073,-1
AATE007076,1
AATE007077,1
AATE007084,-1
AATE007093,-1
AATE007095,-1
AATE007102,1
AATE007103,1
AATE007104,-1
AATE007108,-1
AATE007111,-1
AATE007115,-1
AATE007121,-1
AATE007125,1
AATE007128,1
AATE007133,1
AATE007139,-1
AATE007144,1
AATE007156,-1
AATE007159,1
AATE007167,1
AATE007173,1
AATE007184,1
AATE007189,1
AATE007190,-1
AATE007192,1
AATE007203,-1
AATE007204,-1
AATE007208,1
AATE007216,1
AATE007222,1
AATE007224,1
AATE007237,1
AATE007238,-1
AATE007245,1
AATE007247,-1
AATE007250,1
AATE007260,-1
AATE007263,1
AATE007267,-1
AATE007268,1
AATE007269,1
AATE007273,-1
AATE007280,1
AATE007282,1
AATE007288,1
AATE007296,1
AATE007298,-1
AATE007300,1
AATE007306,-1
AATE007312,1
AATE007328,1
AATE007329,1
AATE007338,-1
AATE007339,-1
AATE007340,-1
AATE007343,1
AATE007346,1
AATE007350,1
AATE007352,1
AATE007359,1
AATE007362,1
AATE007377,1
AATE007378,-1
AATE007383,-1
AATE007386,-1
AATE007393,-1
AATE007394,-1
AATE007398,-1
AATE007402,-1
AATE007403,-1
AATE007413,-1
AATE007422,-1
AATE007424,1
AATE007426,1
AATE007428,1
AATE007430,-1
AATE007436,1
AATE007442,-1
AATE007448,-1
AATE007451,-1
AATE007454,1
AATE007455,1
AATE007464,1
AATE007476,1
AATE007477,-1
AATE007482,-1
AATE007485,1
AATE007499,1
AATE007503,-1
AATE007508,1
AATE007509,-1
AATE007514,1
AATE007520,-1
AATE007528,1
AATE007531,-1
AATE007537,-1
AATE007538,1
AATE007541,-1
AATE007546,-1
AATE007548,-1
AATE007562,-1
AATE007567,1
AATE007568,1
AATE007586,1
AATE007588,1
AATE007603,-1
AATE007607,-1
AATE007610,-1
AATE007621,1
AATE007625,-1
AATE007627,-1
AATE007635,-1
AATE007640,-1
AATE007642,-1
AATE007649,-1
AATE007650,1
AATE007664,-1
AATE007669,-1
AATE007670,-1
AATE007675,-1
AATE007676,-1
AATE007684,-1
AATE007685,-1
AATE007688,-1
AATE007692,-1
AATE007697,1
AATE007705,-1
AATE007707,1
AATE007718,1
AATE007722,1
AATE007733,-1
AATE007735,1
AATE007737,-1
AATE007742,-1
AATE007743,-1
AATE007744,1
AATE007751,-1
AATE007754,1
AATE007757,-1
AATE007758,-1
AATE007761,1
AATE007772,1
AATE007775,1
AATE007781,1
AATE007783,1
AATE007784,-1
AATE007785,1
AATE007794,1
AATE007795,1
AATE007797,1
AATE007798,1
AATE007801,1
AATE007802,1
AATE007807,1
AATE007811,-1
AATE007812,-1
AATE007820,-1
AATE007824,-1
AATE007825,-1
AATE007826,-1
AATE007833,-1
AATE007834,-1
AATE007835,1
AATE007838,1
AATE007840,1
AATE007842,1
