Gene stable ID,Strand
AGAP000354,1
AGAP000356,1
AGAP000357,-1
AGAP000358,1
AGAP000359,-1
AGAP000360,1
AGAP000361,1
AGAP000363,-1
AGAP000367,-1
AGAP000368,1
AGAP000369,-1
AGAP000374,-1
AGAP000375,1
AGAP000377,-1
AGAP000378,1
AGAP000380,-1
AGAP000382,1
AGAP000385,1
AGAP000387,-1
AGAP000388,1
AGAP000390,-1
AGAP000392,1
AGAP000393,1
AGAP000394,1
AGAP000395,-1
AGAP000396,1
AGAP000398,1
AGAP000399,-1
AGAP000402,-1
AGAP000403,-1
AGAP000406,1
AGAP000407,-1
AGAP000410,1
AGAP000412,1
AGAP000413,-1
AGAP000414,1
AGAP000415,-1
AGAP000416,-1
AGAP000418,-1
AGAP000420,1
AGAP000422,1
AGAP000427,-1
AGAP000429,1
AGAP000430,-1
AGAP000431,1
AGAP000433,-1
AGAP000434,-1
AGAP000436,1
AGAP000438,1
AGAP000439,1
AGAP000440,1
AGAP000441,-1
AGAP000443,-1
AGAP000445,-1
AGAP000447,1
AGAP000448,-1
AGAP000452,1
AGAP000453,-1
AGAP000454,1
AGAP000458,1
AGAP000460,1
AGAP000461,-1
AGAP000462,-1
AGAP000463,1
AGAP000466,1
AGAP000468,1
AGAP000469,-1
AGAP000470,1
AGAP000472,-1
AGAP000473,-1
AGAP000475,1
AGAP000476,-1
AGAP000481,1
AGAP000482,-1
AGAP000483,1
AGAP000484,-1
AGAP000485,1
AGAP000488,-1
AGAP000489,-1
AGAP000491,-1
AGAP000492,1
AGAP000499,-1
AGAP000500,1
AGAP000502,1
AGAP000504,-1
AGAP000506,1
AGAP000508,-1
AGAP000509,1
AGAP000512,1
AGAP000513,1
AGAP000514,1
AGAP000519,1
AGAP000520,1
AGAP000522,-1
AGAP000526,1
AGAP000528,1
AGAP000529,-1
AGAP000530,1
AGAP000532,1
AGAP000534,1
AGAP000535,-1
AGAP000536,-1
AGAP000537,1
AGAP000538,-1
AGAP000539,-1
AGAP000543,1
AGAP000544,1
AGAP000545,-1
AGAP000547,-1
AGAP000548,1
AGAP000549,-1
AGAP000550,1
AGAP000551,1
AGAP000552,-1
AGAP000553,1
AGAP000554,-1
AGAP000555,1
AGAP000558,1
AGAP000560,1
AGAP000561,1
AGAP000563,-1
AGAP000564,-1
AGAP000566,-1
AGAP000567,1
AGAP000569,1
AGAP000574,-1
AGAP000576,1
AGAP000577,-1
AGAP000578,-1
AGAP000579,1
AGAP000580,1
AGAP000585,1
AGAP000587,1
AGAP000591,1
AGAP000592,1
AGAP000595,-1
AGAP000601,1
AGAP000602,-1
AGAP000603,-1
AGAP000604,1
AGAP000605,1
AGAP000606,1
AGAP000607,-1
AGAP000614,-1
AGAP000615,1
AGAP000619,1
AGAP000620,-1
AGAP000621,1
AGAP000622,1
AGAP000623,-1
AGAP000625,1
AGAP000626,-1
AGAP000627,1
AGAP000630,-1
AGAP000631,-1
AGAP000634,-1
AGAP000635,1
AGAP000637,1
AGAP000639,-1
AGAP000648,1
AGAP000649,-1
AGAP000651,-1
AGAP000653,-1
AGAP000656,1
AGAP000657,1
AGAP000658,-1
AGAP000659,-1
AGAP000660,1
AGAP000662,1
AGAP000663,-1
AGAP000667,1
AGAP000668,1
AGAP000670,1
AGAP000671,-1
AGAP000672,-1
AGAP000675,-1
AGAP000678,1
AGAP000684,1
AGAP000685,-1
AGAP000686,1
AGAP000687,1
AGAP000688,1
AGAP000690,-1
AGAP000695,-1
AGAP000696,-1
AGAP000697,1
AGAP000698,1
AGAP000699,-1
AGAP000700,1
AGAP000702,1
AGAP000703,1
AGAP000704,-1
AGAP000708,1
AGAP000711,-1
AGAP000713,1
AGAP000717,-1
AGAP000718,1
AGAP000720,1
AGAP000724,-1
AGAP000726,-1
AGAP000727,1
AGAP000731,-1
AGAP000733,1
AGAP000736,1
AGAP000737,-1
AGAP000739,-1
AGAP000743,1
AGAP000744,-1
AGAP000745,-1
AGAP000747,1
AGAP000748,-1
AGAP000749,1
AGAP000750,1
AGAP000754,1
AGAP000755,1
AGAP000756,-1
AGAP000757,1
AGAP000758,-1
AGAP000759,1
AGAP000761,-1
AGAP000762,-1
AGAP000763,1
AGAP000765,-1
AGAP000767,-1
AGAP000768,1
AGAP000769,-1
AGAP000770,-1
AGAP000773,1
AGAP000774,-1
AGAP000776,-1
AGAP000778,-1
AGAP000779,-1
AGAP000783,-1
AGAP000784,1
AGAP000785,-1
AGAP000786,1
AGAP000787,1
AGAP000788,-1
AGAP000790,-1
AGAP000791,-1
AGAP000792,1
AGAP000793,-1
AGAP000795,-1
AGAP000797,1
AGAP000803,1
AGAP000804,-1
AGAP000805,1
AGAP000806,1
AGAP000807,-1
AGAP000808,-1
AGAP000809,1
AGAP000810,-1
AGAP000814,1
AGAP000815,1
AGAP000818,-1
AGAP000819,1
AGAP000820,-1
AGAP000822,1
AGAP000823,1
AGAP000824,-1
AGAP000825,-1
AGAP000826,1
AGAP000829,1
AGAP000830,-1
AGAP000832,1
AGAP000833,-1
AGAP000834,1
AGAP000840,1
AGAP000841,-1
AGAP000842,1
AGAP000843,-1
AGAP000847,1
AGAP000848,-1
AGAP000850,1
AGAP000853,-1
AGAP000854,-1
AGAP000856,1
AGAP000857,-1
AGAP000858,-1
AGAP000859,1
AGAP000860,1
AGAP000861,-1
AGAP000862,1
AGAP000863,1
AGAP000864,1
AGAP000865,-1
AGAP000868,1
AGAP000869,1
AGAP000870,-1
AGAP000874,1
AGAP000876,1
AGAP000877,-1
AGAP000878,1
AGAP000879,-1
AGAP000880,-1
AGAP000881,-1
AGAP000882,-1
AGAP000883,-1
AGAP000884,1
AGAP000885,-1
AGAP000887,1
AGAP000888,-1
AGAP000889,1
AGAP000890,-1
AGAP000891,1
AGAP000893,-1
AGAP000894,-1
AGAP000896,-1
AGAP000897,1
AGAP000898,-1
AGAP000899,1
AGAP000900,1
AGAP000901,-1
AGAP000906,1
AGAP000907,1
AGAP000909,1
AGAP000911,1
AGAP000912,1
AGAP000913,1
AGAP000923,-1
AGAP000924,1
AGAP000926,-1
AGAP000928,1
AGAP000929,-1
AGAP000930,-1
AGAP000932,-1
AGAP000935,1
AGAP000938,1
AGAP000939,-1
AGAP000940,-1
AGAP000941,-1
AGAP000942,1
AGAP000943,-1
AGAP000945,-1
AGAP000946,-1
AGAP000947,-1
AGAP000948,1
AGAP000949,-1
AGAP000950,-1
AGAP000951,1
AGAP000954,1
AGAP000955,-1
AGAP000957,-1
AGAP000958,-1
AGAP000961,1
AGAP000962,-1
AGAP000963,-1
AGAP000964,1
AGAP000965,1
AGAP000966,1
AGAP000967,-1
AGAP000968,-1
AGAP000969,-1
AGAP000970,1
AGAP000971,-1
AGAP000973,1
AGAP000974,1
AGAP000975,-1
AGAP000978,1
AGAP000982,1
AGAP000983,1
AGAP000984,1
AGAP000985,1
AGAP000990,-1
AGAP000991,1
AGAP000992,1
AGAP000994,1
AGAP000997,-1
AGAP000998,1
AGAP001004,-1
AGAP001005,1
AGAP001006,-1
AGAP001008,-1
AGAP001010,-1
AGAP001011,-1
AGAP001015,-1
AGAP001018,1
AGAP001021,-1
AGAP001023,-1
AGAP001025,-1
AGAP001031,-1
AGAP001034,-1
AGAP001035,-1
AGAP001037,-1
AGAP001038,-1
AGAP001041,1
AGAP001042,-1
AGAP001043,1
AGAP001044,1
AGAP001046,-1
AGAP001047,1
AGAP001048,1
AGAP001050,-1
AGAP001051,1
AGAP001052,-1
AGAP001053,1
AGAP001061,-1
AGAP001064,-1
AGAP001065,1
AGAP001068,-1
AGAP001069,-1
AGAP001070,1
AGAP001073,1
AGAP001076,-1
AGAP001082,-1
AGAP001084,1
AGAP001090,-1
AGAP001091,1
AGAP001092,1
AGAP001093,1
AGAP001094,-1
AGAP001102,1
AGAP001106,1
AGAP001107,1
AGAP001108,-1
AGAP001113,-1
AGAP001114,1
AGAP001117,1
AGAP001119,1
AGAP001124,1
AGAP001127,1
AGAP001143,-1
AGAP001146,-1
AGAP001150,1
AGAP001151,-1
AGAP001153,-1
AGAP001157,-1
AGAP001159,1
AGAP001160,-1
AGAP001168,1
AGAP001174,-1
AGAP001182,-1
AGAP001184,1
AGAP001185,-1
AGAP001187,1
AGAP001189,-1
AGAP001194,1
AGAP001197,1
AGAP001199,1
AGAP001201,-1
AGAP001202,1
AGAP001205,1
AGAP001206,-1
AGAP001209,-1
AGAP001214,1
AGAP001215,-1
AGAP001222,1
AGAP001225,-1
AGAP001229,1
AGAP001232,1
AGAP001234,1
AGAP001235,-1
AGAP001236,1
AGAP001238,1
AGAP001240,1
AGAP001241,1
AGAP001245,-1
AGAP001255,1
AGAP001256,-1
AGAP001267,1
AGAP001268,-1
AGAP001272,-1
AGAP001278,1
AGAP001283,1
AGAP001285,-1
AGAP001287,-1
AGAP001292,1
AGAP001297,-1
AGAP001298,1
AGAP001304,-1
AGAP001306,1
AGAP001307,-1
AGAP001309,1
AGAP001310,-1
AGAP001312,1
AGAP001314,-1
AGAP001316,-1
AGAP001320,1
AGAP001322,1
AGAP001328,1
AGAP001329,1
AGAP001330,1
AGAP001333,-1
AGAP001336,-1
AGAP001337,1
AGAP001338,-1
AGAP001341,1
AGAP001342,-1
AGAP001345,1
AGAP001349,-1
AGAP001362,1
AGAP001364,1
AGAP001368,1
AGAP001369,1
AGAP001370,1
AGAP001371,-1
AGAP001379,1
AGAP001380,-1
AGAP001382,-1
AGAP001386,-1
AGAP001387,-1
AGAP001390,1
AGAP001391,-1
AGAP001394,1
AGAP001395,1
AGAP001397,1
AGAP001399,-1
AGAP001402,1
AGAP001403,-1
AGAP001404,1
AGAP001407,-1
AGAP001411,-1
AGAP001414,-1
AGAP001417,-1
AGAP001419,1
AGAP001423,-1
AGAP001424,-1
AGAP001426,1
AGAP001427,-1
AGAP001429,1
AGAP001430,-1
AGAP001433,1
AGAP001438,-1
AGAP001447,-1
AGAP001448,1
AGAP001451,-1
AGAP001452,1
AGAP001455,-1
AGAP001459,1
AGAP001460,1
AGAP001469,1
AGAP001475,1
AGAP001477,-1
AGAP001478,1
AGAP001482,-1
AGAP001483,1
AGAP001484,-1
AGAP001488,-1
AGAP001493,-1
AGAP001498,-1
AGAP001499,1
AGAP001500,-1
AGAP001505,1
AGAP001506,-1
AGAP001511,-1
AGAP001515,-1
AGAP001523,-1
AGAP001526,-1
AGAP001531,1
AGAP001533,1
AGAP001543,-1
AGAP001544,-1
AGAP001545,1
AGAP001546,1
AGAP001548,-1
AGAP001549,1
AGAP001550,1
AGAP001551,-1
AGAP001552,-1
AGAP001553,1
AGAP001555,-1
AGAP001557,1
AGAP001563,-1
AGAP001565,1
AGAP001566,-1
AGAP001568,-1
AGAP001577,1
AGAP001583,1
AGAP001584,-1
AGAP001586,1
AGAP001587,-1
AGAP001589,-1
AGAP001590,1
AGAP001594,-1
AGAP001597,-1
AGAP001600,-1
AGAP001603,-1
AGAP001608,-1
AGAP001609,-1
AGAP001610,1
AGAP001615,-1
AGAP001617,-1
AGAP001618,-1
AGAP001621,1
AGAP001627,1
AGAP001629,1
AGAP001630,-1
AGAP001631,-1
AGAP001632,-1
AGAP001633,-1
AGAP001635,-1
AGAP001636,-1
AGAP001638,-1
AGAP001644,-1
AGAP001646,-1
AGAP001649,1
AGAP001650,1
AGAP001651,-1
AGAP001654,-1
AGAP001656,-1
AGAP001657,-1
AGAP001659,1
AGAP001660,1
AGAP001661,1
AGAP001662,-1
AGAP001670,-1
AGAP001672,-1
AGAP001675,1
AGAP001676,-1
AGAP001678,-1
AGAP001679,-1
AGAP001682,-1
AGAP001685,-1
AGAP001688,1
AGAP001694,1
AGAP001696,1
AGAP001697,-1
AGAP001700,-1
AGAP001703,-1
AGAP001706,1
AGAP001708,-1
AGAP001711,1
AGAP001713,1
AGAP001716,-1
AGAP001721,1
AGAP001722,1
AGAP001723,1
AGAP001725,1
AGAP001726,-1
AGAP001729,1
AGAP001731,1
AGAP001736,-1
AGAP001737,-1
AGAP001739,1
AGAP001742,1
AGAP001745,-1
AGAP001746,-1
AGAP001748,-1
AGAP001752,-1
AGAP001757,-1
AGAP001762,1
AGAP001763,1
AGAP001774,1
AGAP001778,-1
AGAP001782,-1
AGAP001788,-1
AGAP001790,-1
AGAP001791,1
AGAP001792,-1
AGAP001793,-1
AGAP001794,-1
AGAP001797,1
AGAP001798,-1
AGAP001799,1
AGAP001802,1
AGAP001803,-1
AGAP001805,-1
AGAP001806,1
AGAP001809,1
AGAP001813,-1
AGAP001814,1
AGAP001816,-1
AGAP001819,1
AGAP001826,-1
AGAP001828,-1
AGAP001854,1
AGAP001856,-1
AGAP001858,-1
AGAP001859,1
AGAP001861,-1
AGAP001865,-1
AGAP001866,1
AGAP001873,-1
AGAP001874,-1
AGAP001878,1
AGAP001879,-1
AGAP001883,1
AGAP001885,1
AGAP001886,-1
AGAP001887,-1
AGAP001894,1
AGAP001900,-1
AGAP001901,1
AGAP001902,-1
AGAP001905,1
AGAP001907,1
AGAP001910,-1
AGAP001911,1
AGAP001914,1
AGAP001915,1
AGAP001916,1
AGAP001917,1
AGAP001923,1
AGAP001925,1
AGAP001928,-1
AGAP001930,1
AGAP001933,1
AGAP001934,1
AGAP001935,1
AGAP001938,1
AGAP001940,1
AGAP001941,1
AGAP001943,-1
AGAP001944,1
AGAP001948,1
AGAP001949,-1
AGAP001951,-1
AGAP001953,1
AGAP001958,-1
AGAP001962,-1
AGAP001972,1
AGAP001973,1
AGAP001974,-1
AGAP001975,-1
AGAP001979,-1
AGAP001980,-1
AGAP001981,-1
AGAP001982,-1
AGAP001983,-1
AGAP001986,1
AGAP001990,-1
AGAP001993,-1
AGAP001994,1
AGAP001995,-1
AGAP001996,1
AGAP001997,-1
AGAP002005,1
AGAP002011,1
AGAP002012,1
AGAP002015,1
AGAP002017,-1
AGAP002019,-1
AGAP002025,1
AGAP002026,1
AGAP002030,1
AGAP002036,1
AGAP002037,-1
AGAP002038,-1
AGAP002039,-1
AGAP002044,1
AGAP002048,-1
AGAP002051,1
AGAP002054,-1
AGAP002059,1
AGAP002063,1
AGAP002064,-1
AGAP002066,-1
AGAP002072,-1
AGAP002077,-1
AGAP002078,1
AGAP002080,-1
AGAP002082,-1
AGAP002085,1
AGAP002086,-1
AGAP002088,1
AGAP002089,-1
AGAP002090,1
AGAP002092,1
AGAP002093,-1
AGAP002094,-1
AGAP002095,-1
AGAP002099,-1
AGAP002100,1
AGAP002102,1
AGAP002108,1
AGAP002109,-1
AGAP002111,1
AGAP002114,-1
AGAP002115,-1
AGAP002117,1
AGAP002119,-1
AGAP002120,1
AGAP002122,-1
AGAP002123,-1
AGAP002126,1
AGAP002128,1
AGAP002132,-1
AGAP002133,1
AGAP002134,1
AGAP002136,1
AGAP002152,1
AGAP002155,1
AGAP002156,1
AGAP002157,-1
AGAP002159,1
AGAP002165,-1
AGAP002170,-1
AGAP002174,-1
AGAP002175,1
AGAP002176,1
AGAP002178,-1
AGAP002184,1
AGAP002186,-1
AGAP002189,1
AGAP002193,1
AGAP002199,-1
AGAP002202,1
AGAP002212,1
AGAP002215,-1
AGAP002218,1
AGAP002219,-1
AGAP002220,1
AGAP002222,1
AGAP002223,-1
AGAP002224,1
AGAP002226,1
AGAP002227,-1
AGAP002231,1
AGAP002235,-1
AGAP002236,-1
AGAP002242,1
AGAP002246,1
AGAP002250,-1
AGAP002252,1
AGAP002253,-1
AGAP002255,1
AGAP002256,1
AGAP002260,1
AGAP002261,-1
AGAP002263,-1
AGAP002264,-1
AGAP002265,-1
AGAP002266,1
AGAP002275,-1
AGAP002277,1
AGAP002280,-1
AGAP002281,1
AGAP002282,-1
AGAP002283,-1
AGAP002286,-1
AGAP002287,1
AGAP002289,-1
AGAP002291,-1
AGAP002293,1
AGAP002295,1
AGAP002296,-1
AGAP002298,1
AGAP002306,1
AGAP002308,-1
AGAP002309,1
AGAP002312,-1
AGAP002315,1
AGAP002316,-1
AGAP002320,-1
AGAP002324,1
AGAP002325,-1
AGAP002327,-1
AGAP002337,-1
AGAP002338,1
AGAP002340,1
AGAP002344,-1
AGAP002348,-1
AGAP002350,1
AGAP002351,-1
AGAP002352,1
AGAP002361,-1
AGAP002369,1
AGAP002370,1
AGAP002371,-1
AGAP002372,1
AGAP002375,-1
AGAP002381,1
AGAP002382,1
AGAP002383,-1
AGAP002386,-1
AGAP002388,-1
AGAP002393,-1
AGAP002396,1
AGAP002398,1
AGAP002400,-1
AGAP002402,-1
AGAP002403,1
AGAP002407,-1
AGAP002413,1
AGAP002418,1
AGAP002419,1
AGAP002424,1
AGAP002425,1
AGAP002433,-1
AGAP002437,-1
AGAP002441,-1
AGAP002444,1
AGAP002449,1
AGAP002451,-1
AGAP002460,1
AGAP002463,1
AGAP002465,1
AGAP002466,1
AGAP002467,1
AGAP002470,-1
AGAP002472,1
AGAP002473,-1
AGAP002480,1
AGAP002484,-1
AGAP002493,1
AGAP002494,-1
AGAP002497,-1
AGAP002500,-1
AGAP002504,-1
AGAP002509,1
AGAP002515,1
AGAP002516,-1
AGAP002518,-1
AGAP002521,-1
AGAP002523,-1
AGAP002526,-1
AGAP002531,1
AGAP002533,1
AGAP002534,-1
AGAP002535,1
AGAP002538,-1
AGAP002539,1
AGAP002540,-1
AGAP002541,1
AGAP002550,1
AGAP002551,-1
AGAP002552,1
AGAP002556,-1
AGAP002557,-1
AGAP002558,-1
AGAP002563,1
AGAP002566,1
AGAP002567,1
AGAP002570,-1
AGAP002571,1
AGAP002572,-1
AGAP002575,-1
AGAP002576,-1
AGAP002579,1
AGAP002583,1
AGAP002601,1
AGAP002603,1
AGAP002606,-1
AGAP002609,1
AGAP002610,1
AGAP002613,-1
AGAP002616,1
AGAP002617,1
AGAP002619,1
AGAP002622,1
AGAP002623,-1
AGAP002625,1
AGAP002626,1
AGAP002628,-1
AGAP002629,1
AGAP002638,1
AGAP002644,1
AGAP002653,-1
AGAP002655,1
AGAP002658,1
AGAP002659,-1
AGAP002662,-1
AGAP002663,1
AGAP002666,-1
AGAP002667,1
AGAP002669,-1
AGAP002671,1
AGAP002678,-1
AGAP002682,1
AGAP002683,-1
AGAP002695,1
AGAP002703,1
AGAP002704,1
AGAP002706,-1
AGAP002710,-1
AGAP002713,-1
AGAP002715,1
AGAP002717,1
AGAP002719,1
AGAP002721,-1
AGAP002724,1
AGAP002725,-1
AGAP002726,1
AGAP002728,1
AGAP002729,-1
AGAP002730,-1
AGAP002731,1
AGAP002734,1
AGAP002737,1
AGAP002738,-1
AGAP002739,1
AGAP002747,-1
AGAP002752,1
AGAP002757,1
AGAP002760,1
AGAP002761,-1
AGAP002762,1
AGAP002764,1
AGAP002775,-1
AGAP002778,1
AGAP002782,1
AGAP002784,1
AGAP002787,1
AGAP002791,-1
AGAP002793,1
AGAP002807,-1
AGAP002813,1
AGAP002820,1
AGAP002825,-1
AGAP002830,-1
AGAP002835,1
AGAP002837,1
AGAP002840,1
AGAP002846,1
AGAP002850,1
AGAP002852,-1
AGAP002853,1
AGAP002854,-1
AGAP002857,-1
AGAP002858,1
AGAP002859,1
AGAP002862,-1
AGAP002863,-1
AGAP002864,-1
AGAP002865,-1
AGAP002866,-1
AGAP002868,-1
AGAP002870,-1
AGAP002879,-1
AGAP002881,1
AGAP002883,-1
AGAP002890,1
AGAP002892,-1
AGAP002896,-1
AGAP002900,-1
AGAP002903,-1
AGAP002904,-1
AGAP002905,1
AGAP002909,1
AGAP002914,1
AGAP002916,1
AGAP002921,1
AGAP002922,-1
AGAP002927,-1
AGAP002928,1
AGAP002931,1
AGAP002933,-1
AGAP002935,1
AGAP002936,1
AGAP002938,1
AGAP002939,-1
AGAP002942,1
AGAP002945,-1
AGAP002947,-1
AGAP002948,1
AGAP002949,-1
AGAP002953,-1
AGAP002954,-1
AGAP002957,-1
AGAP002959,1
AGAP002960,-1
AGAP002961,1
AGAP002962,-1
AGAP002967,1
AGAP002973,-1
AGAP002977,1
AGAP002980,-1
AGAP002981,1
AGAP002982,1
AGAP002985,1
AGAP002986,-1
AGAP002988,1
AGAP002991,1
AGAP002992,1
AGAP002993,-1
AGAP002994,-1
AGAP002995,-1
AGAP002997,-1
AGAP002999,1
AGAP003000,-1
AGAP003001,-1
AGAP003004,1
AGAP003008,1
AGAP003010,-1
AGAP003016,1
AGAP003017,1
AGAP003018,-1
AGAP003019,-1
AGAP003021,1
AGAP003022,-1
AGAP003023,-1
AGAP003025,-1
AGAP003026,1
AGAP003028,-1
AGAP003029,1
AGAP003033,1
AGAP003037,-1
AGAP003038,-1
AGAP003041,1
AGAP003042,-1
AGAP003048,1
AGAP003056,-1
AGAP003057,-1
AGAP003059,1
AGAP003062,-1
AGAP003063,1
AGAP003065,-1
AGAP003066,-1
AGAP003071,1
AGAP003074,-1
AGAP003076,1
AGAP003078,-1
AGAP003081,-1
AGAP003083,-1
AGAP003087,1
AGAP003088,-1
AGAP003090,1
AGAP003092,1
AGAP003098,-1
AGAP003099,-1
AGAP003106,-1
AGAP003112,-1
AGAP003115,1
AGAP003119,1
AGAP003120,-1
AGAP003121,-1
AGAP003123,1
AGAP003128,-1
AGAP003132,-1
AGAP003134,1
AGAP003135,-1
AGAP003136,1
AGAP003138,1
AGAP003141,-1
AGAP003142,1
AGAP003145,-1
AGAP003146,-1
AGAP003151,1
AGAP003153,-1
AGAP003156,1
AGAP003157,-1
AGAP003159,-1
AGAP003160,1
AGAP003162,-1
AGAP003164,-1
AGAP003166,-1
AGAP003168,1
AGAP003174,1
AGAP003179,1
AGAP003182,1
AGAP003183,-1
AGAP003184,-1
AGAP003185,1
AGAP003186,1
AGAP003187,1
AGAP003193,1
AGAP003202,-1
AGAP003203,-1
AGAP003209,1
AGAP003211,-1
AGAP003214,-1
AGAP003218,-1
AGAP003221,1
AGAP003222,1
AGAP003225,1
AGAP003227,-1
AGAP003228,1
AGAP003232,1
AGAP003235,1
AGAP003236,1
AGAP003239,1
AGAP003242,-1
AGAP003244,-1
AGAP003256,-1
AGAP003258,1
AGAP003262,-1
AGAP003264,1
AGAP003266,1
AGAP003267,-1
AGAP003268,-1
AGAP003276,-1
AGAP003277,1
AGAP003278,1
AGAP003279,-1
AGAP003282,1
AGAP003283,-1
AGAP003287,-1
AGAP003292,1
AGAP003301,1
AGAP003303,-1
AGAP003304,-1
AGAP003306,1
AGAP003308,1
AGAP003311,1
AGAP003312,-1
AGAP003315,-1
AGAP003318,1
AGAP003320,1
AGAP003321,1
AGAP003328,1
AGAP003329,-1
AGAP003331,-1
AGAP003335,1
AGAP003336,1
AGAP003337,-1
AGAP003339,1
AGAP003341,-1
AGAP003343,1
AGAP003346,1
AGAP003352,-1
AGAP003355,-1
AGAP003356,1
AGAP003358,-1
AGAP003359,1
AGAP003361,1
AGAP003389,-1
AGAP003395,-1
AGAP003396,-1
AGAP003397,1
AGAP003400,1
AGAP003405,1
AGAP003406,-1
AGAP003408,1
AGAP003410,1
AGAP003414,-1
AGAP003415,1
AGAP003418,1
AGAP003424,-1
AGAP003425,1
AGAP003437,-1
AGAP003440,1
AGAP003446,-1
AGAP003447,-1
AGAP003449,-1
AGAP003454,1
AGAP003457,-1
AGAP003459,-1
AGAP003463,-1
AGAP003469,-1
AGAP003470,1
AGAP003471,1
AGAP003475,-1
AGAP003477,1
AGAP003478,-1
AGAP003479,1
AGAP003482,1
AGAP003486,1
AGAP003489,-1
AGAP003490,1
AGAP003492,1
AGAP003493,1
AGAP003496,1
AGAP003498,1
AGAP003501,1
AGAP003502,-1
AGAP003503,1
AGAP003504,-1
AGAP003507,-1
AGAP003508,1
AGAP003510,1
AGAP003513,-1
AGAP003514,1
AGAP003517,-1
AGAP003522,1
AGAP003525,1
AGAP003536,-1
AGAP003538,1
AGAP003545,-1
AGAP003547,1
AGAP003548,-1
