orthology group;albimanus genes and  coordinates;;;;;atroparvus genes and  coordinates;;;;;gambiae genes and  coordinates;;;;;stephensi Indian genes and  coordinates;;;;
MZ22501053;AALB006824;alb-e1;1666237;1671197;+;AATE008935;atr-e1;11223272;11229283;-;AGAP000126;gam-e1;2031552;2037633;+;ASTEI09807;stI-e1;16012066;16017969;+
MZ22501069;AALB006782;alb-e1;2044082;2053654;+;AATE001605;atr-e1;12119729;12124132;-;AGAP000139;gam-e1;2144313;2149187;+;ASTEI08840;stI-e1;6751436;6757885;-
MZ22501111;AALB006911;alb-e1;536664;547309;-;AATE014918;atr-e1;5132577;5142934;-;AGAP001090;gam-e1;23834053;23854040;-;ASTEI07781;stI-e1;3593646;3602999;-
MZ22501140;AALB006524;alb-e1;5503368;5508188;+;AATE000299;atr-e1;10678095;10684179;+;AGAP000545;gam-e1;9814122;9820430;-;ASTEI09822;stI-e1;15845459;15849974;-
MZ22501158;AALB006943;alb-e1;159220;164927;-;AATE000070;atr-e1;7754726;7759822;+;AGAP000686;gam-e1;12174016;12182557;+;ASTEI01164;stI-e1;11675055;11679784;+
MZ22501160;AALB006614;alb-e1;4436845;4445197;-;AATE013103;atr-e1;6691533;6709754;-;AGAP000095;gam-e1;1550317;1558031;-;ASTEI06236;stI-e1;14552706;14561976;-
MZ22501162;AALB006781;alb-e1;2053462;2063051;-;AATE006024;atr-e1;12108066;12115040;+;AGAP000141;gam-e1;2158496;2166394;-;ASTEI08842;stI-e1;6733076;6743748;+
MZ22501210;AALB006494;alb-e1;5880466;5886760;+;AATE017423;atr-e1;10659115;10666659;-;AGAP000550;gam-e1;9846923;9854196;+;ASTEI04430;stI-e1;6023485;6029741;+
MZ22501258;AALB007748;alb-e1;11200539;11214548;-;AATE000188;atr-e1;6072405;6095701;+;AGAP000054;gam-e1;850501;891167;+;ASTEI06191;stI-e1;13880266;13897385;+
MZ22501359;AALB006825;alb-e1;1657374;1664564;-;AATE012984;atr-e1;12863035;12872154;+;AGAP000124;gam-e1;2018689;2026485;-;ASTEI09808;stI-e1;16000796;16007871;-
MZ22501367;AALB006541;alb-e1;5248986;5256523;-;AATE016084;atr-e1;12461491;12484208;-;AGAP000384;gam-e1;7063083;7070395;-;ASTEI06296;stI-e1;15364587;15371864;-
MZ22501398;AALB006659;alb-e1;3903973;3910746;-;AATE011780;atr-e1;4705532;4710034;-;AGAP000467;gam-e1;8075013;8087489;+;ASTEI01007;stI-e1;8791335;8799403;-
MZ22501406;AALB006879;alb-e1;1033117;1038488;+;AATE005512;atr-e1;5750957;5757415;+;AGAP000195;gam-e1;3202676;3209237;-;ASTEI10595;stI-e1;50348;55390;+
MZ22501465;AALB006371;alb-e1;7441657;7448468;+;AATE020761;atr-e1;4457403;4465974;+;AGAP000360;gam-e1;6486709;6500088;+;ASTEI07044;stI-e1;7634531;7643591;+
MZ22501507;AALB006496;alb-e1;5848032;5854887;-;AATE003136;atr-e1;10610817;10617999;-;AGAP000019;gam-e1;284190;288873;+;ASTEI01228;stI-e1;13269351;13274908;+
MZ22501531;AALB007704;alb-e1;9461908;9469906;+;AATE011724;atr-e1;13869483;13877775;-;AGAP000668;gam-e1;11832305;11837951;+;ASTEI07788;stI-e1;3556888;3562608;-
MZ22501578;AALB006751;alb-e1;2565810;2570849;+;AATE017566;atr-e1;7684252;7689555;+;AGAP000579;gam-e1;10177933;10183042;+;ASTEI04407;stI-e1;6208106;6212345;+
MZ22501595;AALB006529;alb-e1;5485932;5490977;+;AATE012020;atr-e1;106167;112799;-;AGAP000602;gam-e1;10709824;10717506;-;ASTEI04465;stI-e1;5550850;5556447;+
MZ22501609;AALB006805;alb-e1;1935535;1943666;-;AATE020529;atr-e1;9504218;9511367;-;AGAP000406;gam-e1;7310219;7318863;+;ASTEI06268;stI-e1;14990112;14995040;+
MZ22501629;AALB003312;alb-e1;10212401;10220672;-;AATE002691;atr-e1;1614584;1620296;-;AGAP001021;gam-e1;19597158;19604587;-;ASTEI03532;stI-e1;1684864;1688366;+
MZ22501631;AALB006893;alb-e1;707975;718064;-;AATE006920;atr-e1;10204209;10216074;+;AGAP000708;gam-e1;12682362;12698181;+;ASTEI04448;stI-e1;5711537;5720532;+
MZ22501642;AALB003321;alb-e1;10337015;10347340;+;AATE004183;atr-e1;9254522;9283826;+;AGAP000869;gam-e1;16222088;16237104;+;ASTEI01193;stI-e1;12497707;12512456;-
MZ22501713;AALB006901;alb-e1;634634;639582;+;AATE000895;atr-e1;4870999;4878162;+;AGAP000256;gam-e1;4900441;4905540;-;ASTEI06280;stI-e1;15106469;15113991;+
MZ22501756;AALB006891;alb-e1;720904;725343;-;AATE010022;atr-e1;2945863;2952385;-;AGAP000929;gam-e1;17503857;17514771;-;ASTEI10571;stI-e1;15521494;15526932;-
MZ22501776;AALB007772;alb-e1;10854599;10865471;+;AATE005858;atr-e1;8431181;8448913;+;AGAP000720;gam-e1;13096618;13124464;+;ASTEI04436;stI-e1;5973245;5982392;+
MZ22501868;AALB006707;alb-e1;3236750;3248345;-;AATE002869;atr-e1;11059802;11074829;+;AGAP000113;gam-e1;1805859;1816077;-;ASTEI10848;stI-e1;4247599;4263737;-
MZ22501879;AALB007782;alb-e1;10673819;10684239;-;AATE003231;atr-e1;9612790;9620501;-;AGAP000774;gam-e1;13897618;13912227;-;ASTEI03595;stI-e1;343490;349978;-
MZ22501908;AALB006838;alb-e1;1538909;1544698;-;AATE001861;atr-e1;12548675;12561537;-;AGAP000390;gam-e1;7157708;7167818;-;ASTEI06301;stI-e1;15441177;15448455;-
MZ22501929;AALB006883;alb-e1;980404;985510;+;AATE015765;atr-e1;1031287;1035328;-;AGAP001008;gam-e1;19111845;19113372;-;ASTEI03523;stI-e1;2100583;2103764;+
MZ22501970;AALB003316;alb-e1;10246843;10254193;+;AATE009218;atr-e1;12577241;12583087;-;AGAP013009;gam-e1;7206188;7213763;-;ASTEI07812;stI-e1;3382259;3386721;-
MZ22501977;AALB006336;alb-e1;7851954;7868628;+;AATE013082;atr-e1;13882306;13896258;+;AGAP000009;gam-e1;97670;114021;-;ASTEI08845;stI-e1;6692280;6698104;-
MZ22502075;AALB006444;alb-e1;6347011;6350717;+;AATE015377;atr-e1;9157654;9161507;+;AGAP000539;gam-e1;9649892;9653790;-;ASTEI10586;stI-e1;15688230;15692237;-
MZ22502123;AALB006474;alb-e1;6030660;6038190;-;AATE013049;atr-e1;14221706;14231483;-;AGAP000930;gam-e1;17572688;17584166;-;ASTEI03500;stI-e1;2539857;2545197;+
MZ22502203;AALB007706;alb-e1;9471516;9478074;+;AATE010948;atr-e1;13861497;13868130;-;AGAP000483;gam-e1;8442607;8451330;+;ASTEI04486;stI-e1;5143519;5148907;-
MZ22502229;AALB006588;alb-e1;4602789;4607519;+;AATE001687;atr-e1;3394633;3397267;+;AGAP000211;gam-e1;3480446;3482704;+;ASTEI01076;stI-e1;9631705;9633634;+
MZ22502265;AALB006885;alb-e1;824325;827716;+;AATE020350;atr-e1;1343205;1348555;-;AGAP001011;gam-e1;19351376;19355452;-;ASTEI03526;stI-e1;1890704;1894389;+
MZ22502274;AALB006367;alb-e1;7479092;7489853;+;AATE011998;atr-e1;14171168;14192729;-;AGAP000865;gam-e1;16104446;16138308;-;ASTEI01195;stI-e1;12587376;12603774;+
MZ22502377;AALB007797;alb-e1;10580287;10584659;+;AATE005968;atr-e1;9334611;9339262;-;AGAP000413;gam-e1;7395054;7400773;-;ASTEI06259;stI-e1;14935401;14939544;+
MZ22502394;AALB007781;alb-e1;10685131;10690497;+;AATE011792;atr-e1;4273627;4282860;+;AGAP001082;gam-e1;23455889;23493707;-;ASTEI07753;stI-e1;3915101;3922728;+
MZ22502403;AALB006404;alb-e1;6705413;6711232;-;AATE018726;atr-e1;3591910;3599168;-;AGAP000348;gam-e1;6141381;6154000;-;ASTEI08797;stI-e1;7322511;7328350;-
MZ22502432;AALB007725;alb-e1;9638706;9643714;-;AATE005101;atr-e1;7156749;7165464;+;AGAP000532;gam-e1;9497930;9506017;+;ASTEI09817;stI-e1;15889627;15893622;-
MZ22502452;AALB006387;alb-e1;7319980;7326152;-;AATE018677;atr-e1;12954793;13004540;+;AGAP013172;gam-e1;12771474;12773520;+;ASTEI04442;stI-e1;5752717;5761773;+
MZ22502474;AALB007679;alb-e1;9072470;9083782;+;AATE000263;atr-e1;2107059;2116112;+;AGAP000958;gam-e1;18370381;18381700;-;ASTEI03588;stI-e1;592223;603723;-
MZ22502497;AALB007777;alb-e1;10719338;10726439;-;AATE021144;atr-e1;3840811;3850042;+;AGAP000042;gam-e1;528363;534266;-;ASTEI01247;stI-e1;13516653;13521374;-
MZ22502541;AALB006510;alb-e1;5696092;5701723;+;AATE021012;atr-e1;10363564;10369587;+;AGAP000233;gam-e1;4379330;4384049;-;ASTEI01095;stI-e1;10596247;10600549;-
MZ22502640;AALB006703;alb-e1;3311781;3319735;-;AATE002631;atr-e1;10938063;10956200;+;AGAP000489;gam-e1;8635241;8652253;-;ASTEI04491;stI-e1;4979835;4991169;+
MZ22502648;AALB006631;alb-e1;4263642;4269964;-;AATE001073;atr-e1;6490317;6495724;-;AGAP000076;gam-e1;1254630;1261036;-;ASTEI06218;stI-e1;14272525;14277882;-
MZ22502656;AALB006904;alb-e1;617365;623374;-;AATE019280;atr-e1;10009290;10018627;+;AGAP000018;gam-e1;245976;251810;+;ASTEI01227;stI-e1;13205223;13213045;+
MZ22502727;AALB006812;alb-e1;1853363;1857880;-;AATE015407;atr-e1;8895672;8899459;+;AGAP000862;gam-e1;15870646;15874557;+;ASTEI01198;stI-e1;12815274;12818763;-
MZ22502790;AALB006508;alb-e1;5713284;5720161;+;AATE016007;atr-e1;10412070;10423819;+;AGAP000232;gam-e1;4345318;4352646;-;ASTEI01094;stI-e1;10547136;10553403;-
MZ22502831;AALB006820;alb-e1;1694964;1698924;-;AATE005851;atr-e1;14660658;14664813;-;AGAP000343;gam-e1;5905558;5911115;+;ASTEI08804;stI-e1;7081828;7087402;+
MZ22502843;AALB006419;alb-e1;6499976;6515743;+;AATE015925;atr-e1;12874538;12898456;-;AGAP000123;gam-e1;2001189;2014165;+;ASTEI09809;stI-e1;15977567;15996570;+
MZ22502854;AALB003328;alb-e1;10419150;10425178;-;AATE007173;atr-e1;13526317;13533616;-;AGAP000945;gam-e1;18285704;18293666;-;ASTEI10591;stI-e1;31699;37419;-
MZ22503035;AALB006493;alb-e1;5889044;5892373;+;AATE001608;atr-e1;10651531;10657719;-;AGAP000551;gam-e1;9857331;9862712;+;ASTEI04429;stI-e1;6034832;6038460;+
MZ22503066;AALB006851;alb-e1;1309912;1313831;-;AATE019981;atr-e1;7025181;7030315;+;AGAP000803;gam-e1;14738910;14744472;+;ASTEI07028;stI-e1;8227145;8230647;+
MZ22503165;AALB006884;alb-e1;884193;887852;+;AATE009214;atr-e1;1237472;1256500;-;AGAP001010;gam-e1;19263984;19269266;-;ASTEI03525;stI-e1;1969170;1974279;+
MZ22503169;AALB006780;alb-e1;2064684;2069336;+;AATE010644;atr-e1;12098507;12105870;-;AGAP000142;gam-e1;2170814;2177965;+;ASTEI03564;stI-e1;1165987;1169747;-
MZ22503181;AALB006595;alb-e1;4572213;4576071;-;AATE014147;atr-e1;5626823;5631093;-;AGAP000912;gam-e1;17165876;17169527;+;ASTEI07822;stI-e1;3268133;3271719;+
MZ22503183;AALB006850;alb-e1;1316702;1346702;+;AATE006999;atr-e1;6896328;6909283;-;AGAP000798;gam-e1;14600998;14611915;-;ASTEI07033;stI-e1;8074617;8082584;-
MZ22503208;AALB006788;alb-e1;2023073;2032543;+;AATE004528;atr-e1;3988950;4009901;-;AGAP000561;gam-e1;9946097;9963268;+;ASTEI08858;stI-e1;6537291;6544712;-
MZ22503225;AALB006858;alb-e1;1250096;1256297;-;AATE001933;atr-e1;13973483;13984173;+;AGAP000303;gam-e1;5365577;5371383;-;ASTEI07835;stI-e1;3054485;3059790;+
MZ22503244;AALB006779;alb-e1;2069106;2074857;-;AATE018719;atr-e1;12093896;12098620;+;AGAP000143;gam-e1;2180446;2185660;-;ASTEI03565;stI-e1;1160132;1163387;+
MZ22503296;AALB006470;alb-e1;6060861;6065985;-;AATE007338;atr-e1;426667;430100;-;AGAP000429;gam-e1;7638218;7644733;+;ASTEI01041;stI-e1;9168285;9171375;-
MZ22503320;AALB006894;alb-e1;700776;707703;+;AATE005408;atr-e1;10216155;10220359;-;AGAP000711;gam-e1;12699879;12706943;-;ASTEI04447;stI-e1;5722454;5725437;-
MZ22503322;AALB007668;alb-e1;9013937;9019077;-;AATE003209;atr-e1;12434976;12452142;-;AGAP000502;gam-e1;8827758;8847273;+;ASTEI04510;stI-e1;4833773;4838643;-
MZ22503369;AALB006377;alb-e1;7380243;7383761;-;AATE007854;atr-e1;4501745;4506619;+;AGAP000361;gam-e1;6545138;6548184;+;ASTEI07043;stI-e1;7691797;7694775;+
MZ22503373;AALB006819;alb-e1;1699822;1704651;-;AATE005528;atr-e1;5918076;5923316;+;AGAP000189;gam-e1;3084792;3090951;+;ASTEI10600;stI-e1;165110;170161;-
MZ22503387;AALB006710;alb-e1;3214722;3219657;-;AATE016900;atr-e1;11105809;11112494;+;AGAP000107;gam-e1;1754563;1759112;-;ASTEI10854;stI-e1;4211850;4214970;-
MZ22503393;AALB006589;alb-e1;4593267;4601008;+;AATE008704;atr-e1;3380028;3389190;+;AGAP000209;gam-e1;3463792;3475668;+;ASTEI01074;stI-e1;9619621;9626319;+
MZ22503464;AALB006802;alb-e1;1959525;1965369;+;AATE010789;atr-e1;9468437;9486179;-;AGAP000410;gam-e1;7356912;7369332;+;ASTEI06270;stI-e1;15018708;15024505;+
MZ22503474;AALB007714;alb-e1;9556033;9565279;+;AATE020511;atr-e1;4731254;4739685;-;AGAP000463;gam-e1;8024933;8035855;+;ASTEI01009;stI-e1;8827854;8839971;-
MZ22503499;AALB006492;alb-e1;5892726;5898228;-;AATE001238;atr-e1;10648044;10651567;+;AGAP000552;gam-e1;9865446;9869766;-;ASTEI04428;stI-e1;6039294;6042282;-
MZ22503606;AALB007735;alb-e1;9752752;9755589;-;AATE013780;atr-e1;13134342;13137725;-;AGAP000623;gam-e1;11255093;11258226;-;ASTEI03562;stI-e1;1173638;1176479;+
MZ22503668;AALB006301;alb-e1;8369787;8377001;-;AATE006690;atr-e1;8097338;8104345;+;AGAP000702;gam-e1;12561091;12570020;+;ASTEI01182;stI-e1;11992933;11998338;+
MZ22503670;AALB007659;alb-e1;8948521;8954624;-;AATE011817;atr-e1;2184034;2191600;+;AGAP000787;gam-e1;14325021;14343038;+;ASTEI01132;stI-e1;11202089;11213702;-
MZ22503748;AALB007652;alb-e1;8888655;8901384;+;AATE000393;atr-e1;10817561;10835970;-;AGAP013262;gam-e1;8735647;8751910;+;ASTEI04498;stI-e1;4909649;4924147;-
MZ22503864;AALB006836;alb-e1;1554381;1560930;-;AATE002537;atr-e1;14212503;14220735;-;AGAP013495;gam-e1;17555927;17564864;-;ASTEI07825;stI-e1;3251676;3259807;-
MZ22503873;AALB006737;alb-e1;2852042;2857578;-;AATE019498;atr-e1;9654832;9660301;+;AGAP000754;gam-e1;13740179;13748423;+;ASTEI00994;stI-e1;8721337;8725105;+
MZ22503896;AALB006638;alb-e1;4142360;4149897;-;AATE009980;atr-e1;6339423;6348183;-;AGAP000070;gam-e1;1099948;1104999;-;ASTEI06211;stI-e1;14117316;14121458;-
MZ22503921;AALB007701;alb-e1;9381019;9388043;-;AATE008844;atr-e1;13308701;13320054;-;AGAP000472;gam-e1;8123859;8133009;-;ASTEI03552;stI-e1;1410121;1421017;+
MZ22503963;AALB006557;alb-e1;5040886;5043268;-;AATE020785;atr-e1;430650;437587;+;AGAP000894;gam-e1;16896937;16942574;-;ASTEI03486;stI-e1;2756024;2759649;-
MZ22503977;AALB006576;alb-e1;4815896;4820588;+;AATE001429;atr-e1;4825908;4831480;-;AGAP000452;gam-e1;7893480;7901380;+;ASTEI01020;stI-e1;8940916;8948646;-
MZ22504030;AALB006762;alb-e1;2346469;2351614;-;AATE006534;atr-e1;702406;727304;-;AGAP000974;gam-e1;18736744;18770916;+;ASTEI03576;stI-e1;870592;877443;+
MZ22504043;AALB006392;alb-e1;7130489;7137564;+;AATE000443;atr-e1;14127437;14144752;-;AGAP000815;gam-e1;14937287;14950975;+;ASTEI07790;stI-e1;3533723;3540657;+
MZ22504104;AALB003308;alb-e1;10192814;10196080;-;AATE014487;atr-e1;13593427;13597000;-;AGAP000634;gam-e1;11376128;11379532;-;ASTEI01044;stI-e1;9188963;9192229;+
MZ22504145;AALB006924;alb-e1;361383;365964;+;AATE010954;atr-e1;8775701;8783872;-;AGAP000848;gam-e1;15693834;15705445;-;ASTEI01213;stI-e1;12932687;12945784;+
MZ22504149;AALB006515;alb-e1;5642442;5652563;-;AATE009672;atr-e1;43537;50349;+;AGAP000236;gam-e1;4442941;4458868;+;ASTEI01100;stI-e1;10656471;10667453;+
MZ22504318;AALB006454;alb-e1;6239963;6243946;-;AATE001371;atr-e1;3297451;3301155;-;AGAP000529;gam-e1;9483283;9488015;-;ASTEI09815;stI-e1;15900378;15903423;+
MZ22504522;AALB006706;alb-e1;3255789;3258751;+;AATE017200;atr-e1;11041183;11045682;-;AGAP000112;gam-e1;1798381;1835932;+;ASTEI10847;stI-e1;4278905;4281448;+
MZ22504553;AALB006787;alb-e1;2034036;2036826;-;AATE010270;atr-e1;4013349;4016530;-;AGAP000560;gam-e1;9935268;9938418;+;ASTEI08857;stI-e1;6555540;6557980;-
MZ22504580;AALB007776;alb-e1;10758052;10769758;+;AATE001468;atr-e1;3769149;3780254;-;AGAP000043;gam-e1;610531;615856;+;ASTEI01248;stI-e1;13594901;13603598;+
MZ22504696;AALB007749;alb-e1;11173393;11176961;-;AATE008593;atr-e1;6099680;6101241;+;AGAP000055;gam-e1;894175;898770;+;ASTEI06193;stI-e1;13907161;13915005;+
MZ22504732;AALB006816;alb-e1;1709789;1713301;-;AATE015238;atr-e1;8891602;8895358;-;AGAP000861;gam-e1;15861007;15868268;-;ASTEI01199;stI-e1;12820431;12824507;+
MZ22504772;AALB006827;alb-e1;1613733;1627523;-;AATE006760;atr-e1;3938248;3944104;+;AGAP000563;gam-e1;10012211;10016841;-;ASTEI04421;stI-e1;6092189;6095306;-
MZ22504836;AALB006346;alb-e1;7778482;7788890;-;AATE011504;atr-e1;3042322;3051262;-;AGAP000099;gam-e1;1609322;1620721;+;ASTEI06240;stI-e1;14603684;14606267;+
MZ22504845;AALB006480;alb-e1;5989753;6004368;-;AATE021082;atr-e1;4668296;4677140;+;AGAP001043;gam-e1;20100627;20158206;+;ASTEI03603;stI-e1;248220;256780;-
MZ22504945;AALB006623;alb-e1;4299898;4302934;-;AATE011791;atr-e1;6625751;6628183;+;AGAP000081;gam-e1;1418615;1421698;+;ASTEI06225;stI-e1;14423688;14427934;+
MZ22504953;AALB007783;alb-e1;10669615;10672590;+;AATE002482;atr-e1;12005894;12013408;-;AGAP000149;gam-e1;2338747;2346372;+;ASTEI03570;stI-e1;1043781;1046808;-
MZ22504979;AALB007758;alb-e1;10948416;10953174;-;AATE009363;atr-e1;9601015;9607783;+;AGAP000773;gam-e1;13882785;13890371;+;ASTEI03596;stI-e1;330917;335473;+
MZ22505012;AALB006308;alb-e1;8241557;8243822;+;AATE017417;atr-e1;2088520;2097785;+;AGAP000973;gam-e1;18649631;18659609;+;ASTEI03577;stI-e1;809355;811682;+
MZ22505046;AALB007731;alb-e1;9719694;9723249;+;AATE012355;atr-e1;9712095;9727714;+;AGAP000185;gam-e1;3032330;3041573;-;ASTEI10603;stI-e1;188187;196836;+
MZ22505071;AALB006487;alb-e1;5942395;5947638;-;AATE015944;atr-e1;14326650;14330171;-;AGAP000218;gam-e1;4002087;4006005;+;ASTEI01080;stI-e1;10159395;10162638;+
MZ22505074;AALB006642;alb-e1;4103385;4107416;+;AATE015566;atr-e1;6259108;6266450;-;AGAP000066;gam-e1;1026072;1029625;-;ASTEI06204;stI-e1;14043041;14046607;-
MZ22505088;AALB006794;alb-e1;1989878;1992477;+;AATE007781;atr-e1;643358;647419;+;AGAP000434;gam-e1;7701644;7706535;-;ASTEI01035;stI-e1;9100865;9104014;+
MZ22505102;AALB006795;alb-e1;1985168;1989014;-;AATE017108;atr-e1;12409341;12414689;-;AGAP000770;gam-e1;13856868;13859415;-;ASTEI03598;stI-e1;313767;316193;-
MZ22505103;AALB006586;alb-e1;4610866;4615934;-;AATE015344;atr-e1;3400186;3409508;-;AGAP000214;gam-e1;3484493;3493483;-;ASTEI01077;stI-e1;9636099;9643577;-
MZ22505120;AALB006539;alb-e1;5262123;5264834;-;AATE020732;atr-e1;12492027;12499605;-;AGAP000386;gam-e1;7083142;7096399;-;ASTEI06297;stI-e1;15381146;15392579;-
MZ22505184;AALB006872;alb-e1;1158359;1163451;+;AATE002936;atr-e1;11592068;11603313;+;AGAP000203;gam-e1;3364642;3371951;-;ASTEI01144;stI-e1;11297680;11304734;-
MZ22505196;AALB006941;alb-e1;178596;181915;+;AATE003357;atr-e1;13608815;13626859;+;AGAP000637;gam-e1;11407473;11411940;+;ASTEI06249;stI-e1;14779297;14781982;-
MZ22505226;AALB006573;alb-e1;4830947;4848740;-;AATE002326;atr-e1;9378391;9381366;+;AGAP000446;gam-e1;7840900;7843485;+;ASTEI01024;stI-e1;8992003;8994672;-
MZ22505268;AALB006728;alb-e1;2937699;2946041;-;AATE013806;atr-e1;7382212;7388039;-;AGAP001091;gam-e1;23957193;23998340;+;ASTEI07778;stI-e1;3652687;3658610;-
MZ22505336;AALB007786;alb-e1;10656745;10659954;-;AATE020629;atr-e1;384494;388056;+;AGAP000615;gam-e1;11202826;11207016;+;ASTEI04477;stI-e1;5179276;5181974;-
MZ22505362;AALB006847;alb-e1;1364569;1367317;-;AATE005108;atr-e1;6842975;6849363;+;AGAP000797;gam-e1;14561683;14577309;+;ASTEI07035;stI-e1;8046410;8060905;+
