# genome1: genome1
# genome2: genome2
# genome3: genome3
# genome4: genome4
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign genome4_chr genome4_start genome4_len genome4_sign
0 2L 69737595 6083 + 2R 37160785 8055 - 3R 151237311 18762 + 2R 17607959 126 +
0 2L 69801135 6760 + 2R 37101491 4864 - 3R 151345225 2524 + 2R 17683804 291 +
0 2L 70204127 3423 + 2R 36722742 3581 - 3R 151849020 3036 + 2R 18052867 20 +
0 2L 70227424 983 + 2R 36705959 1004 - 3R 151876424 8817 + 2R 18072651 153 +
0 2L 70572860 826 + 2L 91427464 2061 - 2L 127233641 1993 + 2L 39261241 325 +
0 2L 70969195 14881 + 2R 27452855 10687 - 3R 165337658 8446 - 2R 22014638 149 -
0 2L 71206682 3964 + 2R 27220385 4509 - 3R 165115950 3267 - 2R 21797355 35 -
0 2L 71243091 796 + 2R 27183791 2136 - 3R 165072260 1111 - 2R 21758851 33 -
0 2L 71265271 1592 + 2R 27141519 2218 - 3R 165045133 1887 - 2R 21732044 208 -
0 2L 71268959 2599 + 2R 27135708 5263 - 3R 165038513 5355 - 2R 26555992 131 -
0 2L 71310327 4803 + 2R 27097839 5184 - 3R 164987125 2893 - 2R 26491946 128 -
0 2L 71315540 1338 + 2R 27084838 12529 - 3R 164976481 10279 - 2R 26490655 504 -
0 2L 71555529 7513 + 2R 26933177 6025 - 3R 164400500 5633 - 2R 26299297 174 -
0 2L 71705288 2501 + 2R 26765030 2716 - 3R 164222212 2380 - 2R 26146887 210 -
0 2L 71868612 2180 + 2R 26589921 2249 - 3R 145383362 1881 - 2R 25979299 109 -
0 2L 71912413 10310 + 2R 26528212 8139 - 3R 145350775 7668 - 2R 25943916 167 -
0 2L 71999092 811 + 2R 26426479 671 - 3R 145280508 722 - 2R 25843232 64 -
0 2L 72000106 1217 + 2R 26425048 1330 - 3R 145278881 1280 - 2R 25842705 50 -
0 2L 72015618 2710 + 2R 26406379 3024 - 3R 145260481 2543 - 2R 25828022 386 +
0 2L 72019647 2752 + 2R 26400940 3151 - 3R 145255871 1927 - 2R 25820709 231 -
0 2L 72023497 4509 + 2R 26385314 12003 - 3R 145239552 15414 - 2R 25798578 489 -
0 2L 72088729 9561 + 2R 26315439 4779 - 3R 145174222 7998 - 2R 25727599 1510 -
0 2L 72098399 1945 + 2R 26313478 1884 - 3R 145171044 1685 - 2R 25723510 33 -
0 2L 72134854 1316 + 2R 39856047 1785 - 3R 140834624 2121 - 2R 27033312 101 -
0 2L 72136361 2702 + 2R 39852963 3072 - 3R 140831542 1895 - 2R 27029381 14 -
0 2L 72139182 24314 + 2R 39836566 16293 - 3R 140822130 5413 - 2R 27027876 174 -
0 2L 72266206 8380 + 2R 39686798 6323 - 3R 140686538 116036 - 2R 26880705 219 -
0 2L 72276655 1053 + 2R 39685371 1130 - 3R 140682693 1290 - 2R 26866703 122 -
0 2L 72288650 8719 + 2R 39667958 15072 - 3R 140663612 16028 - 2R 26846573 14 -
0 2L 72308411 659 + 2R 39655226 836 - 3R 140651306 718 - 2R 26828250 60 -
0 2L 72484899 7327 + 2R 32187114 1790 - 3R 140533609 1667 - 2R 26691112 1793 -
0 2L 72646929 1199 + 2R 32067795 1671 - 3R 140426134 1366 - 2R 21729184 127 -
0 2L 72744511 6597 + 2R 31948162 7126 - 3R 140340647 6869 - 2R 31541206 66 +
0 2L 72759749 1248 + 2R 31933325 13859 - 3R 140329919 1246 - 2R 31562102 143 +
0 2L 72772733 3950 + 2R 54415777 5428 - 3R 148752690 3684 + 2R 21490404 660 -
0 2L 72844218 5181 + 2R 37394983 5915 + 3R 150892341 53068 - 2R 17387693 534 -
0 2L 72873909 853 + 2R 37426232 8717 + 3R 150849041 1192 - 2R 17357205 107 -
0 2L 72978328 1786 + 2R 37527143 12807 + 3R 150698335 10553 - 2R 17258882 129 -
0 2L 72984631 1154 + 2R 37546883 1631 + 3R 150689114 1388 - 2R 17239696 800 -
0 2L 73085478 7042 + 2R 37632606 8566 + 3R 150538526 9236 - 2R 17144242 411 -
0 2L 73168629 2507 + 2R 37728691 2525 + 3R 150412521 2543 - 2R 17056656 2516 -
0 2L 74022723 4179 + 2R 47213967 4764 + 3R 149084168 2744 - 2R 30033580 1370 +
0 2L 74029881 1746 + 2R 47222396 1954 + 3R 149068737 1749 - 2R 30041027 238 +
0 2L 74041331 680 + 2R 47240649 6247 + 3R 149050464 764 - 2R 30058755 147 +
0 2L 74176653 7393 + 2R 47000516 8258 + 3R 182579620 1074 + 2R 29813665 256 +
0 2L 74188726 3633 + 2R 47014123 1279 + 3R 182597710 1536 + 2R 29824716 92 +
0 2L 74766205 2695 + 2R 50775603 3849 + 3R 138309873 3334 + 2R 25291116 69 +
0 2L 74828406 1499 + 2R 50839991 1487 + 3R 138368531 1778 + 2R 25358145 1484 +
0 2L 74861056 973 + 2R 50883121 1667 + 3R 138406215 1678 + 2R 25396646 163 +
0 2L 74862354 2364 + 2R 50885163 2458 + 3R 138408411 1987 + 2R 25399411 506 +
0 2L 74927550 1246 + 2R 27790935 1365 + 3R 178688646 1374 - 2R 22360164 875 +
0 2L 75147684 2404 + 2R 28026988 2472 + 3R 178371344 2062 - 2R 22624723 65 +
0 2L 75194016 1191 + 2R 28076230 1588 + 3R 178307702 1457 - 2R 22676799 32 +
0 2L 75214439 3584 + 2R 28103142 3903 + 3R 178276918 1884 - 2R 22702855 321 +
0 2L 75248929 1934 + 2R 28136903 8624 + 3R 178208111 22570 - 2R 22739930 150 +
0 2L 75253113 3883 + 2R 28145656 5302 + 3R 178094713 1871 - 2R 22747587 18 +
0 2L 75464530 2006 + 2R 28357834 2030 + 3R 177800915 1988 - 2R 22998355 2018 +
0 2L 75467467 653 + 2R 28364249 608 + 3R 177795502 503 - 2R 23001679 14 +
0 2L 75537417 2692 + 2R 28434444 3648 + 3R 177692607 3942 - 2R 23072545 84 +
0 2L 75554739 2783 + 2R 28457396 8187 + 3R 177665364 2120 - 2R 23095637 561 +
0 2L 75679927 3940 + 2R 28584979 3997 + 3R 177497386 2886 - 2R 23227298 142 +
0 2L 75686624 3937 + 2R 28591266 4408 + 3R 177490703 3083 - 2R 23229864 136 +
0 2L 76019729 1182 + 2L 76987801 1411 - 2L 96160401 1449 + 2L 42712024 96 -
0 2L 76064925 662 + 2R 36224792 4212 + 3R 152411703 1087 - 2R 18432989 827 -
0 2L 76087690 2132 + 2R 36262613 2486 + 3R 152383483 1560 - 2R 18401139 215 -
0 2L 76239876 1152 + 2R 36465948 953 + 3R 152234587 917 - 2R 18288993 953 -
0 2L 76287427 9185 + 2R 50605243 10863 + 3R 135186509 2311 - 2R 25098190 15 +
0 2L 76301577 4938 + 2R 50623756 5153 + 3R 135169215 4479 - 2R 25120804 29 +
0 2L 76312439 4774 + 2R 50637650 5613 + 3R 135101890 60394 - 2R 25135838 554 +
0 2L 76374570 5174 + 2R 50709702 2902 + 3R 135077588 5128 - 2R 25219032 47 +
0 2L 76412916 7137 + 2R 50757670 7843 + 3R 135033342 8155 - 2R 25268489 212 +
0 2L 76461165 1400 + 2R 30910021 41997 - 3R 172241294 30653 - 2R 32744059 42 +
0 2L 76502172 1912 + 2R 30895388 1893 - 3R 172184527 1949 - 2R 32798651 166 +
0 2L 76504561 2256 + 2R 30878443 5006 - 3R 172178455 4620 - 2R 32800109 165 +
0 2L 76508620 998 + 2R 30875813 998 - 3R 172173790 998 - 2R 32806841 998 +
0 2L 76512785 3666 + 2R 30833876 37444 - 3R 172162658 3663 - 2R 32816312 162 +
0 2L 76557531 1524 + 2R 30814866 8724 - 3R 172101545 7458 - 2R 32862425 190 +
0 2L 76631400 953 + 2R 52289272 1227 - 3R 146371187 1337 + 2R 32954019 67 +
0 2L 76647330 1546 + 2R 52273850 4439 - 3R 146390497 1704 + 2R 32970345 37 +
0 2L 76741706 3054 + 2R 52197310 3795 - 3R 146488121 3208 + 2R 33059107 52 +
0 2L 76746577 16264 + 2R 52190802 5488 - 3R 146495418 28394 + 2R 33082066 147 +
0 2L 76802308 1050 + 2R 52134542 7323 + 3R 146572653 2036 - 2R 33124833 53 -
0 2L 77439708 8145 + 2R 25593607 9997 + 3R 144413168 3632 + 2R 30130374 24 +
0 2L 77453605 3398 + 2R 25609631 5479 + 3R 144423043 4351 + 2R 30151186 116 +
0 2L 77459665 1764 + 2R 25616450 1694 + 3R 144429378 1808 + 2R 30155107 76 +
0 2L 77659871 4171 + 2R 40579693 3502 + 3R 179752635 1950 - 2R 27054308 1122 +
0 2L 77664445 1889 + 2R 40583493 2800 + 3R 157806508 2953 - 2R 27056330 171 +
0 2L 77671968 10170 + 2R 40594958 12189 + 3R 157781795 11948 - 2R 27078191 75 +
0 2L 77702919 1208 + 2R 40631651 1211 + 3R 157750898 1208 - 2R 27103125 1208 +
0 2L 77716572 5009 + 2R 40649948 7252 + 3R 157723401 6970 - 2R 27135000 200 +
0 2L 77729306 3330 + 2R 40667392 3387 + 3R 157708921 3539 - 2R 27156464 194 +
0 2L 77733580 4738 + 2R 40671132 5670 + 3R 157701259 4860 - 2R 27152351 3050 +
0 2L 77740843 6995 + 2R 40680249 8472 + 3R 152958068 8893 - 2R 27159212 270 +
0 2L 77799049 6884 + 2R 40738594 10118 + 3R 162720597 8327 - 2R 27235430 89 +
0 2L 77806464 395 + 2R 40749590 383 + 3R 162719510 386 - 2R 27236290 383 +
0 2L 77807921 5757 + 2R 40750740 7201 + 3R 162711207 5358 - 2R 27243571 73 +
0 2L 77814529 1460 + 2R 40759085 1309 + 3R 162708844 1374 - 2R 27246145 76 +
0 2L 77912582 1409 + 2R 40874551 1301 + 3R 162581734 1277 - 2R 27365367 1328 +
0 2L 77953746 4184 + 2R 40923204 1815 + 3R 162524568 1208 - 2R 27415893 435 +
0 2L 77962718 2813 + 2R 40943829 2738 + 3R 162513197 3379 - 2R 27442041 81 +
0 2L 78007027 10892 + 2R 40992087 27341 + 3R 162430414 18084 - 2R 27512880 554 +
0 2L 78050419 1317 + 2R 21574302 1529 + 3R 179106216 1648 + 2R 19802372 15 -
0 2L 78067736 2406 + 2R 21594195 5793 + 3R 179127028 2578 + 2R 19780892 54 -
0 2L 78073459 8554 + 2R 21601132 16216 + 3R 179133985 8672 + 2R 19760870 233 +
0 2L 78264088 1640 + 2R 21829615 1837 + 3R 179367284 1139 + 2R 19534645 44 -
0 2L 80509295 7175 + 2R 20988345 3662 + 3L 198464495 4426 - 2R 20420406 2902 -
0 2L 80917598 1850 + 2R 50510363 8694 - 3R 135248424 27643 + 2R 24981673 55 -
0 2L 81255981 3158 + 2R 25623170 2536 + 3R 144436084 2339 + 2R 30159903 260 +
0 2L 81338143 957 + 2R 25721807 914 + 3R 144527301 885 + 2R 30256752 15 +
0 2L 81339421 1791 + 2R 25723043 1860 + 3R 144529701 2284 + 2R 30257672 147 +
0 2L 81530039 6496 + 2R 21446833 7800 + 3R 178872613 4498 + 2R 19929423 110 -
0 2L 81573079 7241 + 2R 21493713 8374 + 3R 179000160 6760 + 2R 19875633 27 -
0 2L 81648110 1721 + 2R 21572434 1775 + 3R 179097288 1510 + 2R 19803126 243 -
0 2L 81651306 1883 + 2R 19409528 2337 + 3R 167335274 1682 - 2R 15841896 548 +
0 2L 81653380 9828 + 2R 19414511 7205 + 3R 167320901 5538 - 2R 15852935 128 +
0 2L 81931720 2185 + 2R 19673640 6135 + 3R 166950693 7795 - 2R 16113940 102 +
0 2L 81936101 3583 + 2R 19681436 3593 + 3R 166943231 4840 - 2R 16120189 72 +
0 2L 82802444 5373 + 2R 48569865 1835 + 3R 136129797 1832 + 2L 36464479 1832 +
0 2L 82963300 1720 + 2R 27764991 1578 + 3R 178729034 1709 - 2R 22333191 161 +
0 2L 82965750 1538 + 2R 27766942 2754 + 3R 178726383 1617 - 2R 22334277 194 +
0 2L 82967940 2455 + 2R 20999575 4552 + 3R 180213078 3673 + 2R 20408815 508 -
0 2L 82975722 5387 + 2R 21010809 4281 + 3R 180224602 2087 + 2R 20395457 449 -
0 2L 82981674 3865 + 2R 21015719 3614 + 3R 180229394 1352 + 2R 20389559 314 -
0 2L 82985870 9248 + 2R 21019676 10693 + 3R 180235271 5324 + 2R 20378881 1019 -
0 2L 83050681 8110 + 2R 21089962 3965 + 3R 180322802 2578 + 2R 20312765 131 -
0 2L 83060638 15983 + 2R 21118130 3839 + 3R 180347305 1954 + 2R 20292744 1108 -
0 2L 83421992 3155 + 2R 35477173 3590 - 3R 163065179 2687 + 2R 19052428 120 +
0 2L 83481805 3302 + 2R 35410318 3547 - 3R 163128753 3416 + 2R 19112712 319 +
0 2L 83485264 2059 + 2R 35407726 2436 - 3R 163134945 2232 + 2R 19113950 31 +
0 2L 83487553 3001 + 2R 35404652 3025 - 3R 163137247 2877 + 2R 19117255 175 +
0 2L 83900897 3319 + 2R 51211680 3402 - 3R 138687791 2855 - 2R 30950884 126 -
0 2L 83908813 2129 + 2R 51204431 6975 - 3R 138679370 2168 - 2R 30942661 83 -
0 2L 83913219 3646 + 2R 51197378 3691 - 3R 138671629 3667 + 2R 30936328 575 -
0 2L 83920669 1835 + 2R 51193323 1386 - 3R 138668263 1413 - 2R 30930243 14 -
0 2L 83929145 1034 + 2R 51171289 1635 - 3R 138660688 1051 - 2R 30918269 461 -
0 2L 83934683 1872 + 2R 51162607 2232 - 3R 138654870 1443 - 2R 30911798 61 -
0 2L 83948382 3897 + 2R 51145285 4004 - 3R 138637756 4268 - 2R 25679731 136 -
0 2L 83953679 2010 + 2R 36541775 2320 + 3R 152148966 2228 - 2R 18223868 603 -
0 2L 84039738 805 + 2R 35480770 863 + 3R 163063973 886 - 2R 19048710 84 -
0 2L 84426760 3782 + 2R 38677429 4070 + 3R 165896686 1136 - 2R 21092067 1121 +
0 2L 84601432 2701 + 2R 21238367 2439 - 3R 180455922 2066 - 2R 20178876 667 +
0 2L 85654873 10833 + 2R 37314009 12594 - 3R 151020963 7758 + 2R 17451727 181 +
0 2L 85790675 3032 + 2R 46528603 3695 + 3R 182108007 3131 + 2R 29313704 60 +
0 2L 85799841 4482 + 2R 46534552 7361 + 3R 182119004 876 + 2R 29324295 1992 +
0 2L 85842396 1274 + 2R 46590437 15143 + 3R 182169486 13775 + 2R 29376751 1172 +
0 2L 85927454 1730 + 2R 46687794 5291 + 3R 182268356 3329 + 2R 29478237 43 +
0 2L 85929517 953 + 2R 46693096 1133 + 3R 182273036 752 + 2R 29483102 21 +
0 2L 85931226 3124 + 2R 17660353 3910 - 3R 169992799 3542 + 2R 14194566 155 -
0 2L 85964072 1308 + 2R 17628999 1808 - 3R 170041363 1626 + 2R 14164553 92 -
0 2L 86003976 1555 + 2R 17590541 4760 - 3R 170089143 1701 + 2R 14122463 1190 +
0 2L 87495083 6127 + 2R 29915656 1379 - 3R 174184693 1333 + 2R 24677670 47 -
0 2L 87522975 1116 + 2R 29835361 6538 - 3R 174302374 4886 - 2R 24644268 227 +
0 2L 87839538 1862 + 2R 29487406 1959 - 3R 176552327 1756 + 2R 24147374 244 -
0 2L 88084272 5896 + 2R 29165371 7716 - 3R 176874070 5867 + 2R 23866485 293 -
0 2L 88137331 5837 + 2R 29104947 6515 - 3R 176941305 1243 + 2R 23811030 40 -
0 2L 88224209 1149 + 2R 29000984 7282 - 3R 177031199 1210 + 2R 23721813 223 -
0 2L 88265016 7829 + 2R 28949967 3116 - 3R 177078593 1785 + 2R 23665780 217 -
0 2L 88276489 1620 + 2R 28944018 4420 - 3R 177082863 4577 + 2R 23659756 53 -
0 2L 88278509 4273 + 2R 28940757 2952 - 3R 177088128 2842 + 2R 23657138 1126 -
0 2L 88310337 1960 + 2R 28887750 14513 - 3R 177129245 2142 + 2R 23617203 124 -
0 2L 88326134 1454 + 2R 28880703 1415 - 3R 177147107 1409 + 2R 23597808 1415 -
0 2L 88328598 1255 + 2R 28878309 2182 - 3R 177149910 1127 + 2R 23595846 281 -
0 2L 88337185 1834 + 2R 35606471 3199 + 3R 162956829 2109 - 2R 18949736 775 -
0 2L 88339247 1319 + 2R 35609753 1742 + 3R 162955046 1518 - 2R 18947905 27 -
0 2L 88543298 1623 + 2R 35843847 2516 + 3R 152881659 3174 - 2R 18749113 105 -
0 2L 88579159 1073 + 2R 35891961 1097 + 3R 152829281 1088 - 2R 18713276 181 -
0 2L 88619311 2141 + 2R 35946689 2154 + 3R 152773859 1995 - 2R 18672816 57 -
0 2L 88623271 1278 + 2R 35949903 2072 + 3R 152763719 8934 - 2R 18668146 254 -
0 2L 88643921 781 + 2R 35976488 2202 + 3R 152747545 909 - 2R 18647806 574 -
0 2L 89033164 882 + 2R 46430635 1203 - 3R 181998239 963 - 2R 29213570 108 -
0 2L 89034219 3511 + 2R 46426560 3626 - 3R 181994780 2556 - 2R 29208895 26 -
0 2L 89254906 10967 + X 15654657 10865 - X 290994 8276 - X 10373442 29 +
0 2L 89291223 2437 + 2R 50891596 4895 - 3R 138415902 2514 - 2R 25408464 51 -
0 2L 89295421 2973 + 2R 50887945 2747 - 3R 138411014 2721 - 2R 25401331 819 -
0 2L 89537222 4721 + 2R 35367850 3082 - 3R 163174264 1605 + 2R 19151243 312 +
0 2L 89569474 4161 + 2R 35335399 7715 - 3R 163219051 4998 + 2R 19179779 150 +
0 2L 89992850 6659 + 2R 31479573 6581 + 3R 139869987 6518 + 2R 32076282 6512 -
0 2L 89999614 3162 + 2R 31487500 3254 + 3R 139877460 2935 + 2R 32071317 250 -
0 2L 90008886 389 + 2R 31496738 380 + 3R 139886115 1253 + 2R 32064411 380 -
0 2L 90024735 620 + 2R 31511948 1656 + 3R 139903295 603 + 2R 32046999 210 -
0 2L 90053744 5316 + 2R 31525820 25407 + 3R 139916921 18885 + 2R 32009055 59 -
0 2L 90069626 779 + 2R 31558213 5554 + 3R 139947049 5559 + 2R 31992419 186 -
0 2L 90071727 9648 + 2R 31565339 3151 + 3R 139954059 2985 + 2R 32678008 117 +
0 2L 90112514 1892 + 2R 31606822 779 + 3R 139994260 953 + 2R 31942869 779 -
0 2L 90116796 3277 + 2R 31610046 3762 + 3R 139998040 3052 + 2R 31936090 69 -
0 2L 90147610 914 + 2R 31644162 1869 + 3R 140030358 677 + 2R 31895189 803 -
0 2L 90340758 4048 + 2R 31840410 12330 + 3R 140243622 6075 + 2R 31653873 23 -
0 2L 90378348 2067 + 2R 31896201 3918 + 3R 140289056 2057 + 2R 31607088 1055 -
0 2L 90394803 3825 + 2R 31919044 4660 + 3R 140310091 4694 + 2R 31581896 2868 -
0 2L 90399471 1856 + 2R 31923987 2786 + 3R 140315700 2154 + 2R 31576400 55 -
0 2L 90401656 1780 + 3R 155261372 659 + 2R 45158825 1081 + X 12628468 16 -
0 2L 90403690 1070 + 2R 54436717 1515 - 3R 148734859 1581 + 2R 21505313 177 -
0 2L 90405348 1211 + 2R 54434703 1055 - 3R 148737015 1352 + 2R 21502580 1049 -
0 2L 90406724 2974 + 2R 54431444 3098 - 3R 148738707 2800 + 2R 21499440 136 -
0 2L 90410239 1461 + 2R 54428821 2205 - 3R 148742174 1967 + 2R 21498521 93 -
0 2L 90477836 801 + 2R 54513469 1453 + 3R 148654444 1001 - 2R 21579883 707 +
0 2L 90530827 974 + 2L 63132927 1019 + X 9099308 9398 + 2L 46473749 1007 +
0 2L 90842789 6761 + 2R 50555236 1268 + 3R 135234651 1165 - 2R 25032122 47 +
0 2L 90852499 2676 + 2R 50559403 752 + 3R 135230995 758 - 2R 25042166 755 +
0 2L 90889374 3130 + 2R 50580583 18792 + 3R 135196059 3085 - 2R 25085182 76 +
0 2L 90895090 705 + 2R 20112981 1674 - 3R 166290540 1664 + 2R 16548824 182 -
0 2L 90995020 1515 + 2R 20007624 3280 - 3R 166292446 161651 + 2R 16449975 197 -
0 2L 91056617 7907 + 2R 19932416 15964 - 3R 166536620 4010 + 2R 16376686 136 -
0 2L 91079788 1667 + 2R 19923426 1643 - 3R 166558271 1844 + 2R 16359077 1628 -
0 2L 91282559 1252 + 2R 21841501 1149 - 3R 179379181 1263 - 2R 19523474 903 +
0 2L 91289446 1388 + 2R 21833973 905 - 3R 179370706 1470 - 2R 19530962 902 +
0 2L 91291401 1351 + 2R 21831681 1546 - 3R 179368863 1521 - 2R 19532555 831 +
0 2L 91374593 6527 + 2R 31107545 4655 + 3R 166039040 5044 - 2R 32470674 95 -
0 2L 91638472 1403 + 2R 31392144 1401 + 3R 139781541 1466 + 2R 32184988 845 -
0 2L 91639942 1505 + 2R 31393699 1502 + 3R 139783107 1496 + 2R 32182939 1502 -
0 2L 91642036 1538 + 2R 31395521 3578 - 3R 139785892 2341 - 2R 32173585 396 +
0 2L 91661882 2522 + 2R 31420267 2527 + 3R 139808513 2494 + 2R 32148410 199 -
0 2L 91664577 1189 + 2R 31422973 1206 + 3R 139811359 7704 + 2R 32141551 164 -
0 2L 91671205 662 + 2R 31429981 941 + 3R 139824412 903 + 2R 32134148 650 -
0 2L 91703330 5467 + 2R 31464372 10871 + 3R 139859082 6071 + 2R 32096826 103 -
0 2L 91710691 773 + 2R 31475436 485 + 3R 139867332 1268 + 2R 32087658 980 -
0 2L 92271185 8444 + 2R 54232816 15759 + 3R 157819676 17177 - 2R 21333572 46 +
0 2L 92283002 2121 + 2R 54263148 1127 + 3R 157813723 1310 - 2R 21340243 847 +
0 2L 92285550 5097 + 2R 54264892 6489 + 3R 172411094 7240 + 2R 21341678 125 +
0 2L 92318036 1049 + 2R 54294500 1064 + 3R 172462467 14264 + 2R 21370657 1005 +
0 2L 92320955 9221 + 2R 54307329 7112 + 3R 172489500 11424 + 2R 21379792 34 +
0 2L 92332057 2917 + 2R 54317447 2815 + 3R 172504155 3751 + 2R 21392710 132 +
0 2L 92335253 7588 + 2R 54321040 10549 + 3R 172509762 11448 + 2R 21393825 363 +
0 2L 92393396 802 + 2R 54396058 2871 + 3R 172622194 774 + 2R 21466944 104 +
0 2L 92515771 5288 + 2R 17490910 5117 + 3R 170231296 986 - 2R 14020565 5189 +
0 2L 92547661 1673 + 2R 17517553 1707 + 3R 170195155 3372 - 2R 14049962 215 +
0 2L 93062081 6290 + 2R 50495464 12934 - 3R 155574349 12400 - 2R 24973545 20 -
0 2L 93095579 1235 + 3L 174999421 1253 - X 4983467 1816 + 3L 75487802 1277 +
0 2L 93994370 2261 + 2R 35501818 2192 - 3R 163046661 2189 + 2R 19029509 2198 +
0 2L 94035191 405 + 2R 20135788 1140 + 3R 166261028 1062 - 2R 16569839 456 +
0 2L 94066430 14848 + 2R 20172539 1858 + 3R 166212369 1962 - 2R 16608518 108 +
0 2L 94088597 7163 + 2R 20195838 8077 + 3R 166157612 25353 - 2R 16634211 69 +
0 2L 94097695 6136 + 2R 20206922 909 + 3R 166280902 2421 + 2R 16638577 1859 +
0 2L 94173887 7306 + 2R 20297050 2739 + 3R 145728246 8404 - 2R 16726894 109 +
0 2L 94199673 547 + 2R 20320741 1086 + 3R 145706717 635 - 2R 16744601 52 +
0 2L 94266526 3253 + 2R 20393126 1175 + 3R 145614301 1109 - 2R 16816640 295 +
0 2L 94271744 1694 + 2R 20398154 1712 + 3R 145544937 1715 + 2R 16820324 56 +
0 2L 94291109 1557 + 2R 20417474 2194 + 3R 145571133 1776 + 2R 16842658 116 +
0 2L 94293010 4708 + 2R 20420025 7429 + 3R 145573827 4785 + 2R 16843796 50 +
0 2L 94299980 3965 + 2R 20427692 4193 + 3R 145582910 3473 + 2R 16853231 105 +
0 2L 94304143 550 + 2R 37927542 1188 - 3R 145586818 500 + 2R 16855234 179 +
0 2L 94311811 403 + 2R 37919560 1005 - 3R 145596822 702 + 2R 16861141 123 +
0 2L 94327409 1441 + 2R 37903529 1357 - 3R 145537745 1251 - 2R 16891328 953 +
0 2L 94337122 6652 + 2R 37883711 6624 - 3R 145518124 10959 - 2R 16901967 584 +
0 2L 94377615 1487 + 2R 37841937 1493 - 3R 160470804 1490 + 2R 16948740 1493 +
0 2L 94460318 22338 + 2R 37733622 2968 - 3R 160587626 2843 + 2R 17052569 1295 +
0 2L 94483669 2736 + 2R 31477205 1960 + 3R 160594523 2131 + 2R 32085983 60 -
