alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB010695 e5 119780361 13716 -1 e5 164870723 16104 1 e5 198354545 13122 1
AALB003753 e5 102344927 6294 -1 e5 169294218 2104 1 e5 223129626 1629 -1
AALB008475 e5 125758373 7048 -1 e5 189874272 2562 -1 e5 209982033 2047 -1
AALB010831 e5 121934218 1542 1 e5 170606731 1775 -1 e5 221130030 1583 1
AALB009848 e5 105541079 1919 -1 e5 193656644 4128 1 e5 193015373 2189 -1
AALB010769 e5 121124551 1293 1 e5 180613202 1877 -1 e5 221241225 1484 -1
AALB009847 e5 105539388 1502 1 e5 193660051 6632 -1 e5 193013459 1375 1
AALB010124 e5 110412673 2411 -1 e5 177024763 2810 1 e5 224047147 3160 -1
AALB009763 e5 104693705 1142 1 e5 186369658 1404 1 e5 224626272 1513 1
AALB003844 e5 103556356 3741 1 e5 166842503 22632 -1 e5 217838807 3017 -1
AALB010300 e5 113544120 3840 1 e5 167592780 2078 1 e5 218784366 1941 1
AALB003828 e5 103183907 1512 1 e5 167311183 5516 -1 e5 218411980 1507 -1
AALB001257 e5 133301881 2694 -1 e5 197942003 2708 1 e5 200667062 2283 -1
AALB010837 e5 122057526 1883 1 e5 170478917 5037 -1 e5 221430053 823 1
AALB003725 e5 102046644 3572 1 e5 169675525 1075 -1 e5 222588202 1060 1
AALB007441 e5 128927721 3972 1 e5 172194618 3295 -1 e5 214871150 19754 -1
AALB009982 e5 107855365 3226 1 e5 185395672 4526 -1 e5 227467451 3327 1
AALB009781 e5 104830125 2040 1 e5 191185639 3453 1 e5 199698890 7111 -1
AALB015762 e5 130023751 46290 -1 e5 196992924 4751 -1 e5 188721231 65666 1
AALB010557 e5 117353637 4761 -1 e5 163691203 6544 -1 e5 198615497 16496 1
AALB009819 e5 105195826 897 1 e5 164336101 973 -1 e5 212903218 1001 1
AALB009977 e5 107817381 2091 -1 e5 181950916 2808 1 e5 228855388 2574 -1
AALB009830 e5 105391618 2570 1 e5 193974430 1797 -1 e5 196980868 1881 -1
AALB010018 e5 108255995 2922 1 e5 171332848 1328 1 e5 225700418 909 1
AALB007405 e5 129184606 1608 -1 e5 191969366 4636 1 e5 208751030 954 -1
AALB004060 e5 123106169 814 1 e5 175233919 1054 -1 e5 225799919 1061 1
AALB010375 e5 114648774 2077 1 e5 170152430 8888 1 e5 221889091 1855 -1
AALB007359 e5 130153261 595 1 e5 197086910 899 1 e5 188629872 917 -1
AALB009836 e5 105461288 1553 -1 e5 193879320 1532 1 e5 192822058 1514 -1
AALB010550 e5 117276882 394 -1 e5 181311942 802 -1 e5 196941595 497 -1
AALB010602 e5 118254380 1360 1 e5 178786586 1363 -1 e5 203703183 1337 -1
AALB010123 e5 110410107 2552 1 e5 177026930 3196 -1 e5 224044823 2247 1
AALB001836 e4 93095579 1235 1 e5 174832052 1253 -1 e1 4983467 1816 1
AALB015540 e5 102324186 944 -1 e5 169348222 1106 1 e5 223087424 985 -1
AALB010710 e5 119961347 2034 -1 e5 164705278 2545 1 e5 198065009 2475 1
AALB010484 e5 116224894 6425 1 e5 184303568 7721 1 e5 226010601 5964 1
AALB003872 e5 104573547 4804 1 e5 165604046 5290 -1 e5 215149558 4672 1
AALB010435 e5 115507242 5840 -1 e5 181459896 5514 1 e5 202425470 6524 1
AALB007003 e5 126889195 2644 1 e5 198342363 2869 -1 e5 189688383 9477 -1
AALB010746 e5 120538189 4004 -1 e5 174217360 15090 -1 e5 204624142 10431 -1
AALB007607 e5 131675301 2063 1 e5 196123433 2030 -1 e5 191657195 28469 1
AALB014398 e5 123253363 1037 1 e5 175070022 1010 -1 e5 225949366 794 1
AALB010285 e5 113167509 1586 1 e5 170064709 1502 -1 e5 222021085 1728 1
AALB010004 e5 108089201 1672 -1 e5 168596568 2323 -1 e3 88484985 2224 1
AALB010675 e5 119441360 884 1 e5 170755941 970 -1 e5 220886005 975 1
AALB004041 e5 123264958 1342 -1 e5 175059870 1293 1 e5 225958641 1196 -1
AALB010115 e5 110266891 5809 -1 e5 165582577 18660 -1 e5 215169721 7675 1
AALB010113 e5 110255746 2131 -1 e5 165570384 2362 -1 e5 215192822 2604 1
AALB008494 e5 125455126 402 1 e5 173663753 6532 -1 e5 219851642 797 1
AALB003897 e5 130428916 3251 -1 e5 197375931 5530 -1 e5 190657902 4165 -1
AALB010308 e5 113816215 2304 1 e5 167838638 20615 -1 e5 219215502 2162 -1
AALB010137 e5 110710072 2629 -1 e5 171563723 5379 1 e5 225144504 2093 -1
AALB006953 e5 126108037 1496 1 e5 197632237 1784 -1 e5 191888061 1286 -1
AALB010593 e5 118207709 2452 -1 e5 162406629 1995 -1 e5 207939413 1728 -1
AALB004049 e5 123217459 5647 1 e5 175108975 1948 -1 e5 225919596 5182 1
AALB010822 e5 121855593 1611 1 e5 170684428 1640 -1 e5 220988095 1362 1
AALB007435 e5 128943895 5063 -1 e5 172180467 7003 -1 e5 214834990 6067 -1
AALB003827 e5 103181687 1990 1 e5 167316954 1785 -1 e5 218413817 1711 -1
AALB010317 e5 113845067 1762 -1 e5 167885735 2694 -1 e5 219252219 2721 -1
AALB007620 e5 131880623 2160 1 e5 198057678 2328 -1 e5 200533062 2379 1
AALB010648 e5 119006413 857 -1 e5 187761910 1011 -1 e5 200290382 928 -1
AALB010207 e5 112108893 2554 1 e5 176245696 8903 1 e5 193750117 23961 1
AALB010612 e5 118531942 4627 -1 e5 187115355 12980 -1 e5 226367509 4154 -1
AALB007421 e5 129020665 6796 -1 e5 192161010 5891 1 e5 208539610 5215 -1
AALB010601 e5 118250618 3045 -1 e5 178789018 1758 1 e5 203700674 5868 1
AALB009948 e5 107312963 1937 1 e5 175801172 3420 1 e5 193296468 2232 1
AALB010758 e5 120865089 2957 1 e5 174597574 3584 1 e5 204963618 4882 1
AALB007004 e5 126894134 7503 -1 e5 198332552 9390 1 e5 189752182 1162 -1
AALB010434 e5 115498949 5856 -1 e5 181468163 12202 1 e5 223612401 2951 -1
AALB010624 e5 118687798 1049 -1 e5 187323861 7635 -1 e5 199855179 824 -1
AALB006981 e5 126411896 22892 -1 e5 195372159 1866 -1 e5 201445268 24596 -1
AALB010482 e5 116221116 1121 1 e5 184299611 2560 1 e5 226004374 1132 1
AALB008474 e5 125766946 673 1 e5 189880843 867 1 e5 209987777 838 1
AALB010045 e5 108878470 4985 1 e5 184503122 1328 -1 e5 213626752 521 -1
AALB003976 e5 124224119 1453 -1 e5 197663426 1164 1 e5 191900616 1120 1
AALB007048 e5 127852625 3386 -1 e5 179217407 9979 1 e5 206150462 4406 1
AALB010052 e5 109015511 8353 1 e5 184334012 5978 -1 e5 213373152 8487 -1
AALB001232 e5 133734135 2541 -1 e5 198614282 3700 1 e5 190277836 4721 -1
AALB010389 e5 114753628 2211 1 e5 186117705 2302 -1 e5 194425895 2202 1
AALB010735 e5 120279904 3543 -1 e5 173931403 3791 -1 e5 196037484 22132 1
AALB010641 e5 118873109 3101 1 e5 187583302 8834 1 e5 200099116 15457 1
AALB003754 e5 102352863 3634 -1 e5 169281341 12653 1 e5 223133705 12095 -1
AALB010495 e5 116759109 4109 -1 e5 189161944 4004 -1 e5 228251446 6409 1
AALB010786 e5 121304820 9259 -1 e5 187888992 7076 -1 e5 226669527 5289 -1
AALB010237 e5 112493598 1033 1 e5 176771859 1194 1 e5 194388351 918 -1
AALB010247 e5 112573273 5720 -1 e5 186215693 6061 1 e5 224380681 22960 1
AALB010269 e5 112804929 3808 -1 e5 170438322 5585 -1 e5 221488199 4687 1
AALB015651 e5 109403196 2527 1 e5 181103879 6096 -1 e5 227773476 2517 1
AALB003761 e5 102395722 2676 -1 e5 169238191 5642 1 e5 223209795 3938 -1
AALB010847 e5 122470672 8367 1 e5 163048291 6876 -1 e5 199402930 6231 1
AALB010667 e5 119373379 7287 -1 e5 170819817 6309 1 e5 224819185 9072 1
AALB008504 e5 125291809 2578 -1 e5 164279398 2177 -1 e5 212952066 1847 1
AALB003965 e5 124299888 1578 -1 e5 175329827 2387 -1 e5 211810488 1399 1
AALB009780 e5 104825714 3069 -1 e5 186559188 4573 -1 e5 224807924 3150 -1
AALB003962 e5 124323528 5129 1 e5 175346737 7463 1 e5 211784174 13760 -1
AALB007411 e5 129104716 1951 1 e5 192051037 5549 -1 e5 208654351 6655 1
AALB010186 e5 111782240 3380 1 e5 182617594 3491 -1 e5 227257721 2841 -1
AALB004027 e5 123512358 6867 -1 e5 194388278 7381 -1 e5 209412634 20477 -1
AALB010094 e5 109612509 6941 1 e5 180719977 14386 -1 e5 227988261 5964 1
AALB010118 e5 110315843 905 1 e5 176910097 1393 1 e5 224159424 908 -1
AALB003826 e5 103178920 2294 -1 e5 167319068 1602 1 e5 218415965 1627 1
AALB010412 e5 115252638 2407 1 e5 185440021 1398 -1 e5 195099919 823 1
AALB009969 e5 107651506 5338 -1 e5 182165786 3252 1 e5 228705979 2202 -1
AALB010583 e5 117809481 1462 -1 e5 161911627 2224 -1 e5 207434238 1538 -1
AALB001238 e5 133700385 6444 1 e5 198643957 5959 -1 e5 190219910 11227 1
AALB009878 e5 106001645 4461 -1 e5 182970663 5908 -1 e5 195600770 4132 -1
AALB010571 e5 117655679 6580 -1 e5 161740005 9721 -1 e5 207279376 5035 -1
AALB007608 e5 131690197 772 -1 e5 196113476 1083 1 e5 191701425 910 -1
AALB009900 e5 106254330 1182 -1 e5 183320575 1186 -1 e5 204265051 1264 1
AALB009898 e5 106241975 9273 -1 e5 183313388 4478 -1 e5 204268758 3233 1
AALB003862 e5 104386047 1488 1 e5 165843369 1476 -1 e5 216505465 1389 -1
AALB003508 e2 53354255 7161 -1 e5 170882660 4111 -1 e4 138151404 3276 1
AALB003994 e5 124059397 814 1 e5 197827410 1178 -1 e5 192138527 1217 -1
AALB010224 e5 112389251 2124 1 e5 176640074 1249 1 e5 194210648 1086 1
AALB003769 e5 102492324 10416 -1 e5 169111438 9423 1 e5 223391512 1927 -1
AALB009981 e5 107847227 3423 1 e5 185404965 4126 -1 e5 227457584 2924 1
AALB007591 e5 130974683 2001 -1 e5 194679264 2013 1 e5 191153168 2087 -1
AALB010185 e5 111779090 2824 -1 e5 182621968 3296 1 e5 227261216 2800 1
AALB003734 e5 102152341 2654 1 e5 169551358 2680 -1 e5 222765582 2731 1
AALB014641 e5 128629121 1973 1 e5 173085770 1915 1 e2 43288800 1401 1
AALB010354 e5 114476338 3270 1 e5 183772233 1566 1 e5 203743406 1382 -1
AALB006972 e5 126283851 2627 1 e5 195217251 2274 1 e5 201309817 1926 1
AALB010362 e5 114552028 1482 1 e5 173844878 1840 1 e5 219676401 1776 -1
AALB010038 e5 108602150 2399 -1 e5 184856831 3085 1 e5 214008728 3071 1
AALB010642 e5 118876601 904 -1 e5 187595082 917 -1 e5 200114643 1179 -1
AALB010119 e5 110319754 4027 -1 e5 176915928 3955 -1 e5 224152719 1530 1
AALB007032 e5 127756351 3384 1 e5 179332388 949 -1 e5 206259545 955 -1
AALB007616 e5 131784655 6143 1 e5 196013157 7698 -1 e5 191823714 5452 1
AALB003945 e5 124947165 2807 -1 e5 190524872 11451 1 e5 210662493 2666 1
AALB010251 e5 112622734 5069 -1 e5 170234392 884 -1 e5 221782256 1577 1
AALB003799 e5 102824211 2780 -1 e5 168700877 4866 1 e5 229902846 1928 -1
AALB003829 e5 103240481 359 -1 e5 167245389 359 1 e5 218323990 571 1
AALB010311 e5 113821273 542 -1 e5 167861119 728 -1 e5 219219778 523 -1
AALB005763 e3 163928533 1036 -1 e5 197602701 3497 1 e5 191865101 1204 1
AALB009954 e5 107466114 695 -1 e5 176021925 695 -1 e5 193526590 858 -1
AALB009797 e5 105008667 13857 -1 e5 191435431 39367 -1 e5 219449203 28440 1
AALB004013 e5 123686769 9439 -1 e5 189606106 27620 -1 e5 209650295 30979 -1
AALB010085 e5 109463139 1776 -1 e5 180987994 20072 1 e5 227809857 32895 -1
AALB003941 e5 125180379 1421 1 e5 190278553 2353 -1 e5 210387000 2002 -1
AALB010545 e5 117243185 5536 -1 e5 181267631 6887 -1 e5 196882508 7908 -1
AALB006974 e5 126296140 1013 1 e5 195219848 976 1 e5 201313406 1080 1
AALB010226 e5 112430683 2079 -1 e5 176686465 11595 -1 e5 194257471 8447 -1
AALB010299 e5 113540885 2033 -1 e5 167586220 2496 -1 e5 218778196 12909 -1
AALB010783 e5 121284602 7348 -1 e5 178831667 8352 -1 e5 205785552 8844 -1
AALB010002 e5 108063150 1829 -1 e5 168570651 17120 -1 e5 225442146 4654 -1
AALB007065 e5 128051119 3068 1 e5 178973037 6220 -1 e5 205941168 2785 1
AALB007019 e5 127087309 798 1 e5 167975748 1786 1 e4 152824308 695 -1
AALB006998 e5 126817017 1771 1 e5 198458347 23855 -1 e5 189578547 1831 1
AALB010352 e5 114466981 5588 1 e5 183764155 3396 1 e5 203754124 2952 -1
AALB003944 e5 125126811 1166 1 e5 190323023 681 -1 e5 210451806 858 -1
AALB010575 e5 117743795 635 1 e5 161864469 599 1 e5 207382280 605 1
AALB010699 e5 119823331 2563 -1 e5 164841184 2660 1 e5 198305634 1819 1
AALB007052 e5 127897131 2539 -1 e5 179151577 1209 1 e5 206105042 4735 1
AALB007429 e5 128993067 860 -1 e5 192197318 1540 1 e5 208503279 958 -1
