alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB005397 3L 159691695 4291 1 2L 74742916 13288 -1 2L 133838739 3949 1
AALB007385 3R 129387828 1537 1 3L 191747622 2285 -1 3L 209045522 1584 1
AALB003849 3R 103696970 1951 -1 3L 166683285 2027 1 3L 217658643 1948 1
AALB003798 3R 102811056 11102 1 3L 168709696 18263 -1 3L 229883335 14947 1
AALB004196 3L 141754558 1316 1 2L 86830498 1343 -1 2L 95747918 1344 1
AALB004584 3L 148332049 882 1 2L 83933181 861 1 2L 91302221 809 1
AALB005252 3L 157825140 1208 1 2L 83152837 1673 -1 2L 119677745 1536 1
AALB009910 3R 106424821 11016 -1 3L 178340352 15415 1 3L 203287224 13270 1
AALB010125 3R 110415335 1658 1 3L 177030336 1646 1 3L 224042848 1612 -1
AALB009680 2R 37525599 1503 -1 3R 117995421 1739 -1 2R 48102068 2070 1
AALB002933 2R 63235342 640 -1 2R 58795907 962 1 3R 186811896 754 -1
AALB002645 2R 23053865 1027 1 3R 121006607 3397 1 2R 72116793 1217 1
AALB007986 2L 66011329 1225 -1 2R 48836024 1465 -1 3R 136121879 1299 1
AALB002395 2R 26746668 7581 -1 3R 152853343 5861 -1 2R 50971858 29977 1
AALB009801 3R 105038628 2015 1 3L 164540843 1853 -1 3L 212687841 1778 1
AALB005000 3L 154557287 3476 1 2L 90982437 11953 1 2L 127514466 48679 -1
AALB005057 3L 155598288 1583 -1 2L 87322312 2196 -1 2L 120049660 1778 1
AALB010865 2R 61430269 2549 1 3R 141306523 61985 1 2R 65959010 27240 1
AALB001423 2L 100108076 653 1 2R 16714589 1687 1 3R 137337560 22845 -1
AALB015682 2R 57462976 972 -1 3R 150415519 996 1 2R 79758871 779 -1
AALB007888 2L 64721694 10451 -1 2R 59144630 13298 1 3R 186408081 12013 -1
AALB000480 2L 81114780 2506 1 2R 49669608 2598 -1 3R 154357445 3694 -1
AALB000259 2L 84952204 743 1 2R 33588475 746 -1 3R 155607607 743 1
AALB010711 3R 119963782 2207 1 3L 164703734 1273 -1 3L 198060434 1174 -1
AALB005786 3L 164308597 6534 1 2L 67813634 3122 1 2L 109607030 7219 -1
AALB010818 3R 121812584 6211 -1 3L 170724573 3529 1 3L 220924121 4767 -1
AALB002693 2R 22427007 8149 -1 3R 108500937 9303 -1 2R 27567686 3919 -1
AALB007953 2L 65577727 2745 1 2R 56106722 1610 -1 3R 183397071 1595 -1
AALB002135 2R 33657495 5070 1 3R 133068743 5985 1 2R 63779005 5672 1
AALB002115 2R 34205682 7069 1 3R 158081705 8133 1 2R 43822324 7008 1
AALB010056 3R 109107591 2764 1 3L 173212994 24609 1 3L 220301645 27275 -1
AALB003820 3R 103110548 1369 -1 3L 169728350 4538 1 3L 222516536 6756 -1
AALB003848 3R 103636742 5705 1 3L 166749921 19658 -1 3L 217729673 16200 -1
AALB009612 2R 36570689 3093 -1 3R 158493274 3803 -1 2R 57649232 3787 1
AALB006220 3L 169719101 2978 -1 2L 72773890 1427 -1 2L 133276351 1325 1
AALB015607 2R 34977904 697 1 3R 150199614 719 1 2R 75257962 629 1
AALB010489 3R 116276489 4346 -1 3L 163821846 5880 1 3L 226072336 5974 -1
AALB005520 3L 160981339 3853 1 2L 84724467 3741 -1 2L 130266387 3488 -1
AALB009101 2R 17652795 685 1 3R 122548066 590 -1 2R 54970864 949 -1
AALB005950 3L 166151635 10882 -1 2L 80268398 2399 -1 2L 128549396 2613 -1
AALB008987 2R 19362160 1733 -1 3R 113042610 1733 -1 2R 52675018 90447 1
AALB009750 3L 136639124 5031 -1 2R 61186233 14201 -1 2L 86919885 30369 1
AALB001346 2L 100887315 59994 1 2R 16849717 72366 1 3R 170915455 67644 -1
AALB005560 3L 161405422 3455 1 2L 78700851 3498 -1 2L 126018637 3421 1
AALB001571 2L 97933092 16013 1 2R 27699476 5189 -1 3R 178666593 1559 1
AALB006123 3L 168333575 849 -1 2L 63335983 1240 -1 2L 102200119 1269 1
AALB005761 3L 163925585 1076 1 2L 80066831 1067 1 2L 128328759 1821 1
AALB009146 2R 17092494 7641 1 3R 111487338 5451 -1 2R 30175072 5118 1
AALB003756 3R 102371213 11815 -1 3L 169263686 2234 1 3L 223178338 3577 -1
AALB003385 2R 54875164 2915 -1 3R 138082458 4972 -1 2R 61703921 3947 1
AALB010723 3R 120060734 4834 -1 3L 164596441 4309 1 3L 197800890 6089 1
AALB005980 3L 166550984 5960 1 2L 74135033 4712 1 2L 131830514 2074 -1
AALB001391 2L 100561856 10474 1 2R 16267355 10217 -1 3R 138096492 10310 1
AALB003417 2R 54553558 427 1 3R 120667658 453 -1 2R 54106056 1020 1
AALB000233 2L 85437369 1766 1 2R 47478929 4515 -1 3R 135180354 1560 -1
AALB001360 2L 100801676 2915 1 2R 16765961 3098 1 3R 137279564 3042 -1
AALB004568 3L 148192409 1158 1 2L 66687531 1188 -1 2L 110956292 987 1
AALB001536 2L 98674361 3707 1 2R 21218808 13724 -1 3R 180283037 3850 -1
AALB010305 3R 113726417 8120 -1 2L 94198672 6252 1 X 7623631 7618 -1
AALB007315 3L 137082742 5241 -1 2L 90106628 2414 1 2L 92053015 2370 -1
AALB008174 2R 43232598 4506 1 3R 110907675 10073 1 2R 70574397 1206 -1
AALB010573 3R 117717090 8071 -1 3L 161828922 14753 -1 3L 207345217 8443 -1
AALB002477 2R 25852469 16752 -1 3R 156749699 10786 1 2R 30562267 16212 -1
AALB004586 3L 148336573 1588 -1 2L 83937244 2495 -1 2L 91311254 7286 -1
AALB006109 3L 168071851 4273 -1 2L 90732659 2558 1 2L 105845537 3358 1
AALB005973 3L 166416501 1289 -1 2L 73972140 1824 -1 2L 132039334 1956 1
AALB005779 3L 164122317 1309 1 2L 67611254 2559 1 2L 109846561 3815 -1
AALB005574 3L 161480677 440 1 2L 84310194 410 1 2L 129893703 4265 1
AALB002499 2R 25684756 1035 -1 3R 135609104 1033 1 2R 67404070 918 1
AALB002407 2R 26685173 9163 -1 3R 123055220 1987 1 2R 55488988 1637 1
AALB009850 3R 105548292 629 -1 3L 193652867 858 1 3L 193023935 824 -1
AALB007106 3R 128648033 9084 1 3L 173112505 7594 1 3L 220415639 1408 -1
AALB008320 2R 41091120 949 1 3R 160217956 5394 1 2R 82787128 518 1
AALB004157 3L 141318450 8216 -1 2L 92375881 29945 1 2L 104928058 54749 -1
AALB008005 2L 66380679 7817 1 2R 48245854 17975 -1 3R 135753314 21935 -1
AALB000917 2L 73729167 1595 1 2R 55137373 1852 1 3R 149430529 1589 -1
AALB007169 2R 29735311 2703 1 3R 106315363 1850 1 2R 46137404 1100 -1
AALB005892 3L 165392410 1740 -1 2L 86706956 2137 1 2L 95890614 2963 -1
AALB003718 3R 102022074 3290 1 3L 171128144 2288 1 3L 229652767 2145 1
AALB000550 2L 79633582 2967 -1 2R 45091406 2879 1 3R 158367397 4345 1
AALB003250 3L 139277272 2072 -1 2L 63401957 4999 -1 2L 114252061 3087 -1
AALB009059 2R 18424934 3605 1 3R 150865663 4477 1 2R 44538738 3907 1
AALB009966 3R 107638376 591 1 3L 182190179 8009 -1 3L 226952430 6623 -1
AALB009914 3R 106449308 20100 -1 3L 178305983 26158 1 3L 203258616 19240 1
AALB000501 2L 80722616 17019 -1 2R 53182067 13951 -1 3R 171214066 13491 1
AALB001142 2L 69118080 2166 -1 2R 20884957 29818 1 3R 179953752 1553 1
AALB001416 2L 100156294 2346 1 2R 16667006 1463 -1 3R 137400068 2640 1
AALB000731 2L 76579023 1040 1 2R 49080699 1737 -1 3R 171913338 719 -1
AALB007114 3R 128770377 857 -1 3L 164032624 5799 -1 3L 213208136 761 1
AALB000790 2L 75686624 3937 1 2R 28591266 4408 1 3R 177336181 3083 -1
AALB015793 2R 56888923 976 1 3R 139036532 2840 -1 2R 66557189 25262 -1
AALB005647 3L 162443526 3479 -1 2L 87611513 4645 -1 2L 129789168 3924 1
AALB001904 2L 91874424 6184 -1 2R 53786960 41518 -1 3R 136725739 112842 1
AALB007263 2R 28466389 13802 -1 3R 128432889 13912 -1 2R 71466386 15280 -1
AALB009131 2R 17260919 2208 1 3R 111312715 2443 -1 2R 30346138 2317 1
AALB003841 3R 103512924 8711 -1 3L 166865740 48460 1 3L 217870622 56973 1
AALB002152 2R 33417228 863 -1 3R 112243276 863 1 2R 74774479 893 1
AALB009100 2R 17697904 2177 1 3R 122453156 1961 -1 2R 54923268 1913 -1
AALB002513 2R 25536403 13665 -1 3R 135777666 16106 1 2R 67567157 11512 1
AALB001513 2L 98951865 1568 1 2R 40178069 1548 -1 3R 141018286 1540 -1
AALB001923 2L 91648212 7085 -1 2R 31403210 9173 -1 3R 139638887 8124 -1
AALB004869 3L 152982137 1068 1 2L 102648700 985 1 2L 98865538 792 -1
AALB015541 3R 102322874 1062 -1 3L 169349695 1201 1 3L 223086195 956 -1
AALB005489 3L 160701291 1289 -1 2L 85196179 4535 1 2L 130608676 28055 1
AALB004591 3L 148357262 1476 1 2L 86185975 1394 -1 2L 125587491 1134 -1
AALB003203 3L 138469940 845 1 2L 75921062 836 -1 2L 97194059 839 1
AALB005011 3L 154866759 3298 -1 2L 91338098 3022 -1 2L 127157834 2886 1
AALB004153 3L 141197369 2536 -1 2L 92515939 3475 1 2L 104786139 5439 -1
AALB015663 2R 25613926 696 1 3R 135692418 811 -1 2R 67495158 857 -1
AALB015743 3L 145741949 1803 1 2L 66513909 1820 1 2L 111145294 2210 -1
AALB010359 3R 114492362 336 -1 3L 162427211 18591 -1 3L 207962978 21863 -1
AALB003415 2R 54562486 376 1 3R 155129813 8265 1 2R 45031169 8660 1
AALB001109 2L 69694682 2925 1 2R 37275403 959 1 3R 150930963 1415 -1
AALB004137 3L 141081912 2005 1 2L 92844539 2503 1 2L 109356161 2353 1
AALB007295 3L 136783825 1466 1 2L 89153187 1498 1 2L 93242367 1428 -1
AALB000348 2L 83506940 9547 1 2R 35372390 21897 -1 3R 163001730 15552 1
AALB005898 3L 165453884 7023 -1 2L 86601337 10567 1 2L 99627644 12019 -1
AALB008515 2R 61160814 2883 1 3R 141042555 3079 1 2R 54331178 3094 -1
AALB003637 2R 51394641 3075 -1 3R 131164597 8013 1 2R 59868281 15190 1
AALB002878 2R 62378120 5897 1 3R 148852872 6753 1 2R 34845754 5658 1
AALB000491 2L 80894442 2422 -1 2R 53391436 2347 -1 3R 171011398 1621 1
AALB003140 2R 49792249 1695 1 3R 137011928 1612 -1 2R 67729018 1750 -1
AALB007356 3R 130155102 3078 1 3L 197088922 8628 1 3L 188602470 18953 -1
AALB001594 2L 97727784 20292 -1 2R 46841851 19621 -1 3R 182233886 26563 -1
AALB004388 3L 144549337 7720 1 2L 101039807 9007 -1 2L 99230137 9695 -1
AALB010440 3R 115558591 2172 1 3L 181385304 2675 -1 3L 202348046 1615 -1
AALB008818 2R 21580120 12051 1 3R 107640036 11003 1 2R 36232723 9437 1
AALB000622 2L 78281023 4254 -1 2R 22203083 10167 -1 3R 145701898 21960 -1
AALB005271 3L 158044084 1733 1 2L 82117722 2728 1 2L 123722001 1908 1
AALB001149 2L 69028126 657 -1 2R 20994785 969 1 3R 180051123 583 1
AALB007163 2R 29768021 8232 1 3R 106345374 10479 1 2R 57909436 11169 1
AALB005450 3L 160247990 5196 1 2L 73178951 22580 -1 2L 132862342 15858 1
AALB009436 2R 13515200 2543 -1 3R 106148822 2728 1 2R 46320933 2432 -1
AALB003728 3R 102059334 5640 1 3L 169656504 8853 -1 3L 222602499 11990 1
AALB006005 3L 166955646 12767 1 2L 93310276 1574 1 2L 108117481 1585 1
AALB007051 3R 127864966 634 -1 3L 179214098 1378 1 3L 206146590 1533 1
AALB004595 3L 148397631 3789 -1 2L 86117940 770 1 2L 102993708 1504 -1
AALB009367 2R 14492164 13602 -1 3R 104141136 16297 1 2R 25825152 12967 -1
AALB010099 3R 109683932 3961 1 3L 172834849 7100 1 3L 215917887 5643 -1
AALB002646 2R 23027981 7127 -1 3R 120982091 13761 -1 2R 72082150 6959 -1
AALB003123 2R 49591009 380 -1 3R 137226286 2276 1 2R 68009871 877 1
AALB014008 2L 87495083 6127 -1 2R 29915656 1379 1 3R 174030171 1333 -1
AALB001933 2L 91355869 1804 1 2R 31071968 16171 1 3R 165911224 18583 -1
AALB005569 3L 161466709 744 1 2L 84295470 751 1 2L 129876259 454 1
AALB001581 2L 97870499 7406 -1 2R 47405963 5104 -1 3R 155444727 1737 1
AALB008319 2R 41096363 692 -1 3R 160222577 698 -1 2R 82795397 695 -1
AALB010707 3R 119930515 2072 -1 3L 164727821 6090 1 3L 198158529 1625 1
AALB003237 3L 139160615 1577 1 2L 68935341 1577 1 2L 114123858 1592 1
AALB001992 2L 90603539 2118 -1 2R 22108337 3030 -1 3R 179549137 1834 -1
AALB004780 3L 151123497 3235 1 2L 77719266 3091 1 2L 108803384 20040 -1
AALB008835 2R 21449638 1387 -1 3R 107490502 2236 -1 2R 36076750 1003 -1
AALB005312 3L 158779222 2197 1 2L 61701894 2544 1 2L 124559494 2648 1
AALB000408 2L 82384082 3923 -1 2R 32754037 3109 -1 3R 147572200 1996 1
AALB003590 2R 52192162 1406 -1 3R 149640247 1259 -1 2R 55943641 105164 1
AALB002736 2R 57329455 3124 1 3R 147737373 554 1 2R 41586212 682 1
AALB002364 2R 27479015 11277 -1 3R 153739825 5122 -1 2R 64609622 6838 -1
AALB001626 2L 97089269 356 1 2R 18181349 17703 -1 3R 169073721 12483 1
AALB006232 3L 169874966 8419 -1 2L 72966569 20078 -1 2L 133074248 10156 1
AALB003346 2R 56065207 437 1 3R 142527656 643 -1 2R 72885884 671 1
AALB008613 2R 59820788 14426 1 3R 157228437 18914 -1 2R 42956295 17128 -1
AALB008849 2R 21298046 6719 1 3R 147140566 29037 -1 2R 40925109 11769 -1
AALB006225 3L 169745844 3095 -1 2L 72806244 2344 -1 2L 133233088 3731 1
AALB010683 3R 119652708 2112 1 3L 165005998 2144 -1 3L 198515630 4411 -1
AALB015619 2R 19268965 1777 1 3R 112949998 2211 1 2R 52745756 1726 -1
AALB010807 3R 121672373 15626 1 3L 163764113 23703 -1 3L 226116555 18920 1
AALB006003 3L 166887708 1090 1 2L 93229481 1467 1 2L 107997281 1404 -1
AALB009224 2R 15973802 2595 -1 3R 106068778 1801 -1 2R 46431552 1351 1
AALB010613 3R 118579518 4841 1 3L 187161326 9762 1 3L 226416844 3267 1
AALB015453 3L 168210901 2212 1 2L 90595880 2733 -1 2L 105706050 1970 -1
AALB008926 2R 19996715 644 -1 3R 115424480 644 1 2R 81049794 797 -1
AALB001815 2L 93240300 887 1 2R 50289314 1061 -1 3R 155126954 934 -1
AALB003506 2R 53372352 758 1 3R 116728461 854 -1 2R 49430334 793 -1
AALB008114 2R 44246865 3146 1 3R 114894997 3119 -1 2R 33494841 3272 -1
AALB000959 2L 72873909 853 1 2R 37426232 8717 1 3R 150694519 1192 -1
AALB002431 2R 26520502 717 1 3R 123279817 1249 -1 2R 33112597 1504 1
AALB010201 3R 111898762 1989 -1 3L 182461542 959 1 3L 227136049 888 1
AALB015665 2L 81931720 2185 1 2R 19673640 6135 1 3R 166796171 7795 -1
AALB004254 3L 142577790 1865 -1 2L 78296701 1958 1 2L 108225722 1898 -1
AALB005775 3L 164055811 1960 -1 2L 67538640 9731 -1 2L 109919936 8763 1
AALB010714 3R 120016943 1906 1 3L 164649454 29834 -1 3L 197984726 45397 -1
AALB002194 2R 32975055 2132 1 3R 154653723 5301 1 2R 37489047 2901 -1
AALB009259 2R 15606249 8377 1 3R 135234886 9788 1 2R 29595656 9467 1
AALB010403 3R 115018568 5898 1 3L 185747559 11306 -1 3L 194748435 5447 1
AALB010323 3R 113915683 5373 1 3L 167959649 4769 1 3L 219337614 1994 1
AALB003856 3R 103892419 2414 -1 3L 166433728 2952 1 3L 217365513 3057 1
AALB009829 3R 105368220 1553 1 3L 194005743 1986 -1 3L 197015815 1778 -1
AALB005425 3L 159977876 2924 -1 2L 72626310 3007 1 2L 134452873 2852 1
AALB010498 3R 116848265 476 -1 3L 189298736 704 -1 3L 228176626 472 1
AALB007251 2R 28698770 5401 1 3R 128726074 2342 1 2R 71721408 2347 1
AALB000603 2L 78414660 5481 1 2R 22353573 13348 1 3R 145804241 43217 1
AALB001466 2L 99436100 5145 -1 2R 25938852 5414 1 3R 144592094 4899 1
AALB000654 2L 77740843 6995 1 2R 40680249 8472 1 3R 152803546 8893 -1
AALB003459 2R 53833525 21421 1 3R 140718893 18239 1 2R 68824344 9086 -1
AALB001045 2L 71078525 5176 1 2R 27327043 13756 -1 3R 165065562 11473 -1
AALB003791 3R 102763256 1615 -1 3L 168787624 2076 1 3L 229308041 1698 -1
AALB003659 2R 51062519 6048 -1 3R 132978578 9810 -1 2R 52906191 11760 -1
AALB004578 3L 148274927 739 -1 2L 66600391 2332 1 2L 111054964 2705 -1
AALB008397 2R 39747890 1650 1 3R 145021916 2183 -1 2R 76441896 2168 -1
AALB007434 3R 128952548 949 1 3L 192250707 1939 -1 3L 208448745 461 1
AALB004307 3L 143599387 16449 1 2L 99953774 16050 -1 2L 89957191 11508 -1
AALB002750 2R 57138763 2364 1 3R 155239043 2215 -1 2R 45134810 2478 -1
AALB002718 2R 22209372 6050 -1 3R 108289034 16521 1 2R 36946961 24793 1
AALB001146 2L 69031582 1910 1 2R 20986062 2089 -1 3R 180046068 1644 -1
AALB000485 2L 80988818 3096 -1 2R 22716995 3260 1 3R 141430729 3273 1
AALB010370 3R 114613950 1157 1 3L 170119202 1031 1 3L 221949571 5032 -1
AALB005507 3L 160812970 1085 1 2L 85050426 1274 -1 2L 130509403 884 -1
AALB008924 2R 20003410 3011 -1 3R 115415150 6826 1 2R 57635392 2780 1
AALB010183 3R 111756788 3483 -1 3L 182649452 4835 1 3L 227283669 3979 1
AALB010619 3R 118667511 2097 1 3L 187299070 2481 1 3L 226525343 2083 1
AALB015862 2R 17023086 6267 -1 3R 111559301 7078 1 2R 30087103 5831 -1
AALB004399 3L 144670403 1480 1 2L 100892498 2841 -1 2L 99063240 2252 -1
AALB009307 2R 15079963 2428 -1 3R 103529117 1818 1 2R 24600945 2999 1
AALB007618 3R 131800407 9194 -1 3L 198118411 14021 1 3L 200445623 10087 -1
AALB002717 2R 22231138 3836 1 3R 108277455 5114 -1 2R 36938856 5846 -1
AALB001089 2L 70229394 5314 -1 2R 36699345 2901 1 3R 151734100 2511 -1
AALB003839 3R 103486824 3621 -1 3L 166919869 2024 1 3L 217951600 3617 1
AALB007952 2L 65577471 703 -1 2R 56108948 852 1 3R 183399114 844 1
AALB015485 2R 25576829 12403 1 3R 135719854 5239 -1 2R 67529054 11754 -1
AALB004690 3L 149760957 1235 -1 2L 65273009 1491 -1 2L 121941560 1226 -1
AALB003160 2R 50117417 888 -1 3R 136625086 2600 1 2R 80645744 6829 1
AALB005263 3L 157982326 13629 -1 2L 82048425 18678 -1 2L 123643060 13817 -1
AALB003013 2R 47465006 7199 -1 3R 134514006 5394 -1 2R 27826176 5675 1
AALB008747 2R 57601207 39058 -1 3R 129738755 28260 1 2R 31822663 39036 1
AALB002216 2R 32624836 775 -1 3R 106675032 964 1 2R 35124273 987 1
AALB010135 3R 110701068 2999 -1 3L 171574850 3373 1 3L 225132873 3171 -1
AALB010461 3R 115954424 9553 1 3L 194286583 15864 -1 3L 209315990 13642 -1
AALB009532 2R 12394202 2044 -1 3R 124889421 2129 -1 2R 58304638 1884 1
AALB005920 3L 165778650 2430 1 2L 94094079 2424 1 2L 116070549 1482 -1
AALB010828 3R 121917244 3194 -1 3L 170623020 4037 1 3L 221078573 3917 -1
AALB010187 3R 111785777 4842 -1 3L 182608618 8667 1 3L 227256268 1159 1
AALB002452 2R 26184914 459 1 3R 147472587 55757 -1 2R 41176595 156780 -1
AALB003003 2R 47157699 2767 -1 3R 134086106 5652 -1 2R 28094483 39771 1
AALB010091 3R 109546572 1435 1 3L 180841367 2228 -1 3L 227925259 1222 1
AALB002824 2R 61837912 566 1 3R 156336931 1668 1 2R 62219623 1490 -1
AALB010284 3R 113156787 10391 1 3L 170066713 10639 -1 3L 222012713 10652 1
AALB009479 2R 13055582 981 1 3R 125964654 958 1 2R 53406548 950 1
AALB005392 3L 159626592 3127 -1 2L 74812292 3552 1 2L 133763875 3119 -1
AALB000569 2L 79155187 14704 -1 2R 43491787 16713 -1 3R 172644961 11987 -1
AALB005561 3L 161409347 12756 -1 2L 78682834 17971 1 2L 126022503 5594 -1
AALB001074 2L 70486414 1307 1 2R 34798378 2104 1 3R 159799303 1352 -1
AALB010523 3R 117058174 2410 -1 3L 162874701 2251 1 3L 199679194 2397 -1
AALB000441 2L 81648110 1721 -1 2R 21572434 1775 -1 3R 178942766 1510 -1
AALB007224 2R 29032625 4758 -1 3R 155398489 9420 -1 2R 63312475 5753 1
AALB008758 2R 57497349 587 1 3R 152069572 563 -1 2R 70619840 733 1
AALB001464 2L 99468476 9876 -1 2R 38683862 14320 -1 3R 165724873 9296 1
AALB006993 3R 126685893 1824 -1 3L 195619722 3795 -1 3L 201798420 1863 -1
AALB005108 3L 156182155 3194 -1 2L 73949794 5192 1 2L 132064760 3169 -1
AALB004664 3L 149441703 8660 1 2L 64918903 9605 1 2L 103602177 11221 -1
AALB002053 2R 35560409 861 1 3R 120709078 3514 -1 2R 31082169 3879 -1
AALB015842 2L 64294797 4036 1 2R 58236216 3058 1 3R 185706289 4154 1
AALB002179 2R 33179149 608 1 3R 108886079 1064 -1 2R 37272064 1108 -1
AALB005444 3L 160142719 1745 1 2L 73301307 1771 -1 2L 132750830 1765 1
AALB001388 2L 100585149 3423 1 2R 16254751 3845 -1 3R 138113348 1572 1
AALB000879 2L 74456109 5119 -1 2R 55552678 5188 -1 3R 182815805 2800 -1
AALB001603 2L 97620397 2018 -1 2R 17672863 1868 1 3R 169824891 1670 -1
AALB005766 3L 164005171 10483 1 2L 80156105 1220 1 2L 128423364 24614 1
AALB009016 2R 18950385 3772 -1 3R 143479999 3367 -1 2R 78392193 2860 1
AALB000353 2L 83459807 16804 1 2R 35418302 22975 -1 3R 162927791 40164 1
AALB001138 2L 69312666 4882 -1 2R 20736442 11793 1 3R 179765363 2121 1
AALB009203 2R 16349614 34281 1 3R 105469188 7617 1 2R 26720654 2445 1
AALB002561 2R 24825251 647 1 3R 126973936 1945 -1 2R 68516877 1049 1
AALB009606 2R 36532547 2232 1 3R 158536793 3650 -1 2R 81098812 2561 -1
AALB000467 2L 81242355 5668 1 2R 49517822 2778 -1 3R 154158490 3338 -1
AALB004784 3L 151197441 5835 1 2L 77799748 8037 1 2L 108727864 4877 -1
AALB008133 2R 43888084 1232 1 3R 146721506 2280 1 2R 40475060 1742 1
AALB007307 3L 136930212 1994 -1 2L 69842769 1247 -1 2L 91703209 1250 -1
AALB002406 2R 26694716 419 1 3R 123052816 2080 -1 2R 55487135 1483 -1
AALB007208 2R 29293531 3667 -1 3R 155688270 1629 -1 2R 62994724 1334 1
AALB007273 2R 28328122 1403 -1 3R 128284621 7678 -1 2R 57377153 2226 1
AALB003632 2R 51564181 839 -1 3R 131003885 482 1 2R 59688392 553 1
AALB009983 3R 107858952 9032 -1 3L 185391167 4539 1 3L 227472447 7061 -1
AALB001035 2L 71274944 13898 -1 2R 27120010 12730 1 3R 164863945 14464 1
AALB003406 2R 54660342 1682 -1 3R 132704907 1682 1 2R 30886125 1974 -1
AALB010438 3R 115532130 1184 -1 3L 181423784 1262 1 3L 202384090 1244 1
AALB009605 2R 36523178 8608 -1 3R 158540853 2130 1 2R 81101812 1970 1
AALB005314 3L 158810598 5280 1 2L 61734161 6685 1 2L 124596746 5904 1
AALB007492 3R 134487560 3599 1 2R 60070088 7623 -1 2L 88332917 7324 -1
AALB000168 2L 86674645 15014 1 2R 23953042 8876 1 3R 142539572 114837 1
AALB002604 2R 23749384 1650 -1 3R 121925208 35318 -1 2R 40038240 18625 -1
AALB008682 2R 58564473 927 -1 3R 116648559 2270 1 2R 49514365 1661 -1
AALB001843 2L 92991770 1810 1 2R 22865625 2293 -1 3R 141563252 410 -1
AALB001905 2L 91857524 14743 1 2R 53746306 23497 1 3R 136840465 15910 -1
AALB015539 3L 148680024 4090 1 2L 85747928 5139 -1 2L 103432709 4345 1
AALB010687 3R 119724459 5125 1 3L 164936203 15412 -1 3L 198425832 6504 -1
AALB009574 2R 36076450 4753 1 3R 119430907 2175 1 2R 46753019 1241 -1
AALB001782 2L 93684510 2603 -1 2R 22689390 2654 1 3R 171846345 2639 -1
AALB007257 2R 28642263 2073 -1 3R 128654776 1349 -1 2R 71656225 1224 -1
AALB010393 3R 114803680 1104 -1 3L 186026496 1340 1 3L 194506699 1102 -1
AALB005273 3L 158104467 1057 -1 2L 82180978 999 -1 2L 123789419 1101 -1
AALB009521 2R 12597625 3041 1 3R 125279489 922 1 2R 58626007 1509 1
AALB004033 3R 123358841 4399 -1 3L 174947054 5688 1 3L 205280769 5208 1
AALB005204 3L 157244932 595 1 2L 70151078 12453 -1 2L 117402627 123857 -1
AALB000115 2L 88063862 7944 -1 2R 29181396 41946 1 3R 176673541 4493 -1
AALB002721 2R 22163839 1907 -1 3R 108348430 1871 1 2R 37021016 1523 1
AALB010307 3R 113745099 4129 -1 3L 167785612 11928 -1 3L 219062827 19311 -1
AALB007117 3R 128821709 2929 -1 X 9686795 1265 -1 X 8090847 3288 1
