# genome1: genome1
# genome2: genome2
# genome3: genome3
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign
0 e5 105548292 629 + e5 193652867 858 - e5 193023935 824 +
0 e5 105943455 1501 + e5 193134875 1509 - e5 200898256 1453 -
0 e5 105958415 626 + e5 182914245 1040 + e5 195359400 1301 +
0 e5 106001645 4461 + e5 182970663 5908 + e5 195600770 4132 +
0 e5 106043674 3510 + e5 183017283 46218 + e5 195796790 11961 +
0 e5 106241975 9273 + e5 183313388 4478 + e5 204268758 3233 -
0 e5 106254330 1182 + e5 183320575 1186 + e5 204265051 1264 -
0 e5 106424821 11016 + e5 178340352 15415 - e5 203287224 13270 -
0 e5 106449308 20100 + e5 178305983 26158 - e5 203258616 19240 -
0 e5 106937246 833 + e5 177729021 8443 - e5 202720900 815 -
0 e5 107049411 6869 + e5 177571211 8525 - e5 202585763 6929 -
0 e5 107128475 1961 + e5 177475754 2140 - e5 202441802 1818 -
0 e5 107131408 3032 + e5 177467843 7291 - e5 202435542 5506 -
0 e5 107138941 5982 + e5 177457648 7103 - e5 223625786 6573 +
0 e5 107162139 6093 + e5 177428445 3350 - e5 223661373 3053 +
0 e5 107175255 14826 + e5 177412268 2407 - e5 223677223 2131 +
0 e5 107279756 887 + e5 177283382 890 - e5 223816654 887 +
0 e5 107282269 5410 + e5 177275002 6507 - e5 223829562 2037 +
0 e5 107296003 1892 + e5 175780410 518 + e5 193274325 1474 +
0 e5 107312963 1937 + e5 175801172 3420 + e5 193296468 2232 +
0 e5 107466114 695 + e5 176021925 695 + e5 193526590 858 +
0 e5 107480774 1729 + e5 182438173 3922 - e5 227120082 1665 -
0 e5 107515550 2962 + e5 182372492 21426 - e5 227084307 2071 -
0 e5 107638376 591 + e5 182190179 8009 - e5 226952430 6623 -
0 e5 107692745 785 + e5 182118949 746 - e5 228743910 692 +
0 e5 107725003 5762 + e5 182073037 10297 - e5 228773454 4843 +
0 e5 107811894 2345 + e5 181958425 6402 - e5 228849332 2536 +
0 e5 107817381 2091 + e5 181950916 2808 - e5 228855388 2574 +
0 e5 107847227 3423 + e5 185404965 4126 - e5 227457584 2924 +
0 e5 107884984 1818 + e5 185358867 2212 - e5 227501579 1005 +
0 e5 107927080 10934 + e5 168471582 22609 + e5 211977320 11411 -
0 e5 107966009 4079 + e5 168515422 2374 + e5 211910876 2942 -
0 e5 108051914 5720 + e5 168561216 5577 - e5 225415948 2962 -
0 e5 108089201 1672 + e5 168596568 2323 + e3 88484985 2224 -
0 e5 108116025 17235 + e5 168630565 18232 + e5 225522802 14717 +
0 e5 108136316 4117 + e5 168649042 4766 + e5 225556270 452 +
0 e5 108162660 1533 + e5 171242770 1562 + e5 225590799 1827 +
0 e5 108255995 2922 + e5 171332848 1328 + e5 225700418 909 +
0 e5 108319104 2423 + e5 180058778 2576 - e5 214363558 2195 -
0 e5 108602150 2399 + e5 184856831 3085 - e5 214008728 3071 -
0 e5 108878470 4985 + e5 184503122 1328 - e5 213626752 521 -
0 e5 108962409 8245 + e5 184404586 39875 - e5 213503928 6676 -
0 e5 108999173 1041 + e5 184369268 785 - e5 213421488 515 -
0 e5 109015511 8353 + e5 184334012 5978 - e5 213373152 8487 -
0 e5 109107591 2764 + e5 173212994 24609 + e5 220301645 27275 -
0 e5 109241159 3277 + e5 173410058 39942 + e5 220091969 5297 -
0 e5 109389269 5491 + e5 181120423 6866 - e5 227759357 5450 +
0 e5 109403196 2527 + e5 181103879 6096 - e5 227773476 2517 +
0 e5 109463139 1776 + e5 180987994 20072 - e5 227809857 32895 +
0 e5 109524840 2229 + e5 180866145 19532 - e5 227903986 1791 +
0 e5 109546572 1435 + e5 180841367 2228 - e5 227925259 1222 +
0 e5 109570407 1468 + e5 180777850 2451 - e5 227950474 1270 +
0 e5 109612509 6941 + e5 180719977 14386 - e5 227988261 5964 +
0 e5 109683932 3961 + e5 172834849 7100 + e5 215917887 5643 -
0 e5 109703744 3543 + e5 172861819 9577 + e5 215894947 10843 -
0 e5 109726162 3132 + e5 172896038 3614 + e5 215870068 3019 -
0 e5 109814212 1685 + e5 173047532 2055 + e5 215754547 7659 -
0 e5 109831413 2931 + e5 173065402 10278 + e5 215732404 703 -
0 e5 109983635 1008 + e5 165213956 54993 + e5 215513577 263 -
0 e5 110255746 2131 + e5 165570384 2362 + e5 215192822 2604 -
0 e5 110266891 5809 + e5 165582577 18660 + e5 215169721 7675 -
0 e5 110315843 905 + e5 176910097 1393 + e5 224159424 908 -
0 e5 110319754 4027 + e5 176915928 3955 + e5 224152719 1530 -
0 e5 110333676 1868 + e5 176930627 8386 + e5 224135781 16472 -
0 e5 110415335 1658 + e5 177030336 1646 + e5 224042848 1612 -
0 e5 110512603 3875 + e5 171791801 6955 - e5 224897800 3862 +
0 e5 110690426 616 + e5 171580526 11588 - e5 225111227 10803 +
0 e5 110701068 2999 + e5 171574850 3373 - e5 225132873 3171 +
0 e5 110704604 4817 + e5 171569493 4897 - e5 225139346 1361 +
0 e5 110710072 2629 + e5 171563723 5379 - e5 225144504 2093 +
0 e5 110741662 12143 + e5 171518329 37775 - e5 225173899 26248 +
0 e5 110802716 2868 + e5 171456003 3558 - e5 225292210 3424 +
0 e5 110975943 7300 + e5 171923771 7058 + e5 214584536 8059 +
0 e5 111136995 2436 + e5 172167930 4042 + e5 214822118 2685 +
0 e5 111147024 28151 + e5 192469455 32713 + e5 197748727 29161 -
0 e5 111188232 27906 + e5 192542444 5250 + e5 197694031 4175 -
0 e5 111365287 13756 + e5 192765509 31273 + e5 197303245 33326 -
0 e5 111459821 5628 + e5 192901306 8745 + e5 197101483 9840 -
0 e5 111468419 2120 + e5 192913837 2795 + e5 197093294 2171 -
0 e5 111568411 8688 + e5 193115220 2423 + e5 200861579 2492 +
0 e5 111676347 16951 + e5 182741469 21855 - e5 227369083 2083 -
0 e5 111756788 3483 + e5 182649452 4835 - e5 227283669 3979 -
0 e5 111776864 1964 + e5 185995361 683 + e5 194530957 689 -
0 e5 111779090 2824 + e5 182621968 3296 - e5 227261216 2800 -
0 e5 111782240 3380 + e5 182617594 3491 - e5 227257721 2841 -
0 e5 111785777 4842 + e5 182608618 8667 - e5 227256268 1159 -
0 e5 111898762 1989 + e5 182461542 959 - e5 227136049 888 -
0 e5 111902357 6886 + e5 176023229 10053 + e5 193528059 11626 +
0 e5 111952827 1925 + e5 176084800 4984 + e5 193596904 1066 +
0 e5 112108893 2554 + e5 176245696 8903 + e5 193750117 23961 +
0 e5 112116318 668 + e5 176267233 1132 + e5 193780790 1076 +
0 e5 112122526 8072 + e5 176275358 29773 + e5 193788275 45148 +
0 e5 112455912 3031 + e5 176738805 4062 + e5 194282207 23592 +
0 e5 112462504 852 + e5 176743397 1928 + e5 194328971 1484 +
0 e5 112464036 4372 + e5 176745562 4641 + e5 194318420 4545 -
0 e5 112488858 4526 + e5 176767254 2781 + e5 194392501 3004 -
0 e5 112493598 1033 + e5 176771859 1194 + e5 194388351 918 -
0 e5 112573273 5720 + e5 186215693 6061 - e5 224380681 22960 -
0 e5 112622734 5069 + e5 170234392 884 + e5 221782256 1577 -
0 e5 112672618 2336 + e5 170287015 2036 + e5 221707840 1747 -
0 e5 112701328 1044 + e5 170323782 1397 + e5 221663223 1255 -
0 e5 112804929 3808 + e5 170438322 5585 + e5 221488199 4687 -
0 e5 112829384 3009 + e5 170462105 3044 + e5 221456461 4268 -
0 e5 112909619 1389 + e5 181152627 1485 - e5 196712652 1423 -
0 e5 112928260 5769 + e5 183661702 7042 - e5 203785244 2448 +
0 e5 113120794 1510 + e5 183419330 3477 - e5 204096229 1423 +
0 e5 113189043 836 + e5 170044313 1106 - e5 222059217 1110 +
0 e5 113314453 906 + e5 169941300 803 - e5 222234612 606 +
0 e5 113364175 9094 + e5 167403928 8153 + e5 218530636 4410 +
0 e5 113416651 3417 + e5 167461080 11632 + e5 218613952 15747 +
0 e5 113533861 4585 + e5 167579174 6251 + e5 218770309 3894 +
0 e5 113694097 4928 + e5 167736406 6834 + e5 218990847 4338 +
0 e5 113699614 2759 + e5 167743878 2591 + e5 219002248 3322 +
0 e5 113736624 869 + e5 167776397 912 + e5 219049500 883 +
0 e5 113745099 4129 + e5 167785612 11928 + e5 219062827 19311 +
0 e5 113821273 542 + e5 167861119 728 + e5 219219778 523 +
0 e5 113823163 2434 + e5 167863474 2415 + e5 219222453 2221 +
0 e5 113845067 1762 + e5 167885735 2694 + e5 219252219 2721 +
0 e5 113903270 1784 + e5 167944596 1589 + e5 219319623 2891 +
0 e5 113915683 5373 + e5 167959649 4769 + e5 219337614 1994 +
0 e5 113945363 15103 + e5 167994574 26999 + e5 219373292 6858 +
0 e5 113998001 6476 + e5 168048049 9816 + e5 212645763 25722 -
0 e5 114036977 549 + e5 168078221 23669 + e5 212581760 21274 -
0 e5 114101463 889 + e5 168158728 1121 + e5 212437597 840 -
0 e5 114149366 8246 + e5 168206339 13281 + e5 212337702 24233 -
0 e5 114199060 758 + e5 168260048 923 + e5 212296344 734 -
0 e5 114277695 434 + e5 168342589 3875 + e5 212180034 491 -
0 e5 114466981 5588 + e5 183764155 3396 + e5 203754124 2952 -
0 e5 114476338 3270 + e5 183772233 1566 + e5 203743406 1382 -
0 e5 114481646 543 + e5 162413563 1975 + e5 207947918 6363 +
0 e5 114485694 2031 + e5 162419629 3088 + e5 207956336 2304 +
0 e5 114488064 2135 + e5 162422927 2740 + e5 207959065 2521 +
0 e5 114492362 336 + e5 162427211 18591 + e5 207962978 21863 +
0 e5 114552028 1482 + e5 173844878 1840 + e5 219676401 1776 -
0 e5 114554692 11477 + e5 173847714 13652 + e5 219652243 22052 -
0 e5 114572331 3702 + e5 170728895 4346 - e5 220916832 3290 +
0 e5 114576556 766 + e5 170077697 1682 + e5 222005439 1004 -
0 e5 114613950 1157 + e5 170119202 1031 + e5 221949571 5032 -
0 e5 114617842 2803 + e5 170124515 1295 + e5 221941310 1352 -
0 e5 114648774 2077 + e5 170152430 8888 + e5 221889091 1855 -
0 e5 114664881 6619 + e5 170187315 4045 + e5 221841646 5496 -
0 e5 114673318 19823 + e5 170200703 4441 + e5 221825162 2786 -
0 e5 114753628 2211 + e5 186117705 2302 - e5 194425895 2202 +
0 e5 114756388 2698 + e5 186083167 2604 - e5 194433888 2519 +
0 e5 114803680 1104 + e5 186026496 1340 - e5 194506699 1102 +
0 e5 114809248 4456 + e5 186019711 2455 - e5 194512645 1865 +
0 e5 114814990 1691 + e5 186013491 1715 - e5 194520086 2081 +
0 e5 114821934 920 + e5 185996130 3474 - e5 194528185 790 +
0 e5 114826834 1023 + e5 185992523 1667 - e5 194536443 1021 +
0 e5 115018568 5898 + e5 185747559 11306 - e5 194748435 5447 +
0 e5 115169264 715 + e5 181692055 646 - e5 229018951 747 +
0 e5 115216658 2054 + e5 185521525 12672 - e5 195025204 2651 +
0 e5 115252638 2407 + e5 185440021 1398 - e5 195099919 823 +
0 e5 115262482 2311 + e5 185427729 3092 - e5 195112209 2254 +
0 e5 115427934 10614 + e5 181577609 3550 - e5 229030391 2882 +
0 e5 115450852 735 + e5 181555047 1073 - e5 229060009 1064 +
0 e5 115451831 2810 + e5 181552358 2604 - e5 229061584 2099 +
0 e5 115476898 6784 + e5 181502588 20628 - e5 223572462 5333 +
0 e5 115507242 5840 + e5 181459896 5514 - e5 202425470 6524 -
0 e5 115517241 12080 + e5 181442922 9187 - e5 202409344 1981 -
0 e5 115532130 1184 + e5 181423784 1262 - e5 202384090 1244 -
0 e5 115558591 2172 + e5 181385304 2675 - e5 202348046 1615 -
0 e5 115591497 2482 + e5 181350562 4685 - e5 202307641 2423 -
0 e5 115595109 1703 + e5 163653797 1815 - e5 198667016 3408 +
0 e5 115780764 5361 + e5 163453495 5157 - e5 198960533 6061 +
0 e5 115954424 9553 + e5 194286583 15864 - e5 209315990 13642 -
0 e5 115965032 1483 + e5 180673411 2679 + e5 228022370 1244 -
0 e5 116015820 1871 + e5 174834190 3841 - e5 205184296 3457 -
0 e5 116018536 1685 + e5 174828318 1828 - e5 205182053 1951 -
0 e5 116041351 849 + e5 174778811 28918 - e5 205149259 24124 -
0 e5 116187763 419 + e5 174625384 440 - e5 204993634 23046 -
0 e5 116199672 1110 + e5 174608563 3977 - e5 204977769 1139 -
0 e5 116221116 1121 + e5 184299611 2560 + e5 226004374 1132 +
0 e5 116224894 6425 + e5 184303568 7721 + e5 226010601 5964 +
0 e5 116237558 10298 + e5 184317330 14291 + e5 226029764 6128 +
0 e5 116276489 4346 + e5 163821846 5880 - e5 226072336 5974 +
0 e5 116522681 1322 + e5 188712013 8305 + e5 228464899 1206 -
0 e5 116645040 1749 + e5 188967041 2056 + e5 228369027 1727 -
0 e5 116759109 4109 + e5 189161944 4004 + e5 228251446 6409 -
0 e5 116844813 3419 + e5 189296247 675 + e5 228178876 653 -
0 e5 116848265 476 + e5 189298736 704 + e5 228176626 472 -
0 e5 116856852 1010 + e5 189309470 880 + e5 228168679 892 -
0 e5 116902219 664 + e5 180422854 3158 + e5 228128097 477 -
0 e5 116920659 6967 + e5 180448621 5959 + e5 228083924 23312 -
0 e5 117026596 3037 + e5 180615585 17039 + e5 221245581 3686 +
0 e5 117058174 2410 + e5 162874701 2251 - e5 199679194 2397 +
0 e5 117111376 3167 + e5 162824737 29533 + e5 196236647 10855 -
0 e5 117133263 1824 + e5 162780178 2112 - e5 208427221 1435 -
0 e5 117174677 5509 + e5 162721125 18719 - e5 208365922 12462 -
0 e5 117249466 260 + e5 181274871 1301 + e5 196893311 3245 +
0 e5 117353637 4761 + e5 163691203 6544 + e5 198615497 16496 -
0 e5 117406864 8690 + e5 165022005 8744 - e5 198545201 9044 -
0 e5 117644242 1542 + e5 161725656 5426 + e5 207261445 6728 +
0 e5 117655679 6580 + e5 161740005 9721 + e5 207279376 5035 +
0 e5 117717090 8071 + e5 161828922 14753 + e5 207345217 8443 +
0 e5 117739116 4422 + e5 161858687 4182 + e5 207374349 2644 +
0 e5 117743795 635 + e5 161864469 599 + e5 207382280 605 +
0 e5 117754719 2362 + e5 161876360 2871 + e5 207395232 2261 +
0 e5 117762064 1518 + e5 161885334 2448 + e5 207405444 1804 +
0 e5 117791162 10313 + e5 161892488 3053 + e5 207413123 10787 +
0 e5 117809481 1462 + e5 161911627 2224 + e5 207434238 1538 +
0 e5 117813785 4466 + e5 161915432 5100 + e5 207436269 6179 +
0 e5 118179345 7422 + e5 162375489 8244 + e5 207897404 9148 +
0 e5 118269434 3203 + e5 178764634 4308 - e5 203685562 2857 -
0 e5 118427290 3099 + e5 178568809 3350 - e5 203471441 745 -
0 e5 118531942 4627 + e5 187115355 12980 + e5 226367509 4154 +
0 e5 118579518 4841 + e5 187161326 9762 + e5 226416844 3267 +
0 e5 118626645 9731 + e5 187224783 7146 + e5 226481140 6493 +
0 e5 118667511 2097 + e5 187299070 2481 + e5 226525343 2083 +
0 e5 118670544 1058 + e5 187302590 1315 + e5 199831682 1149 +
0 e5 118687798 1049 + e5 187323861 7635 + e5 199855179 824 +
0 e5 118760877 4525 + e5 187433903 3174 + e5 199952827 3625 +
0 e5 118771394 3861 + e5 187448949 3875 + e5 199971931 3711 +
0 e5 118794435 14555 + e5 187485487 9312 + e5 200008689 8605 +
0 e5 118811728 15707 + e5 187518369 7531 + e5 200054020 3729 +
0 e5 118829219 6025 + e5 187527883 7769 + e5 200062110 5584 +
0 e5 118873109 3101 + e5 187583302 8834 + e5 200099116 15457 +
0 e5 118876601 904 + e5 187595082 917 + e5 200114643 1179 +
0 e5 118982045 7386 + e5 187728666 15774 + e5 200250355 14358 +
0 e5 119006413 857 + e5 187761910 1011 + e5 200290382 928 +
0 e5 119007794 7099 + e5 175559480 5858 + e5 211548707 7401 -
0 e5 119224009 1538 + e5 177255259 11480 - e5 223840383 8824 +
0 e5 119231811 785 + e5 177243585 1056 - e5 223855610 2871 +
0 e5 119253952 1325 + e5 177221079 1412 - e5 223882489 1427 +
0 e5 119344015 919 + e5 177130525 2769 - e5 223962057 1023 +
0 e5 119373379 7287 + e5 170819817 6309 - e5 224819185 9072 -
0 e5 119441360 884 + e5 170755941 970 - e5 220886005 975 +
0 e5 119442407 11661 + e5 170742249 11813 - e5 220889637 5244 +
0 e5 119557591 6351 + e5 161431835 14940 + e5 206921456 18129 +
0 e5 119652708 2112 + e5 165005998 2144 - e5 198515630 4411 -
0 e5 119724459 5125 + e5 164936203 15412 - e5 198425832 6504 -
0 e5 119823331 2563 + e5 164841184 2660 - e5 198305634 1819 -
0 e5 119826944 2881 + e5 164837251 2863 - e5 198297743 3307 -
0 e5 119930515 2072 + e5 164727821 6090 - e5 198158529 1625 -
0 e5 119961347 2034 + e5 164705278 2545 - e5 198065009 2475 -
0 e5 119963782 2207 + e5 164703734 1273 - e5 198060434 1174 -
0 e5 120016943 1906 + e5 164649454 29834 - e5 197984726 45397 -
0 e5 120047283 3275 + e5 164607688 7543 - e5 197832068 2651 -
0 e5 120060734 4834 + e5 164596441 4309 - e5 197800890 6089 -
0 e5 120076383 1520 + e5 164584575 1792 - e5 196297392 1290 +
0 e5 120104916 10444 + e5 164543540 7408 - e5 196352680 5584 +
0 e5 120334118 30773 + e5 174025890 4389 + e5 195903128 17177 -
0 e5 120368572 1180 + e5 174034789 1428 + e5 195896216 1369 -
0 e5 120538189 4004 + e5 174217360 15090 + e5 204624142 10431 +
0 e5 120614291 1481 + e5 174320482 1400 + e5 204707845 1019 +
0 e5 120805087 6716 + e5 174533820 3506 + e5 204899423 792 +
0 e5 120819098 2024 + e5 174546345 1970 + e5 204913903 1796 +
0 e5 120852364 3005 + e5 174577836 9110 + e5 204949517 1626 +
0 e5 120857719 859 + e5 174587191 4310 + e5 204954567 4021 +
0 e5 120865089 2957 + e5 174597574 3584 + e5 204963618 4882 +
0 e5 120900289 2853 + e5 184258846 3817 - e5 225966613 4338 -
0 e5 120906248 800 + e5 184254182 1287 - e5 225962285 1233 -
0 e5 120907700 1535 + e5 184252119 1597 - e5 205389054 1172 +
0 e5 121124551 1293 + e5 180613202 1877 - e5 221241225 1484 -
0 e5 121154751 1749 + e5 183963984 1666 - e5 205645311 1563 +
0 e5 121159287 3349 + e5 183953919 3089 - e5 205651624 3720 +
0 e5 121207121 924 + e5 183896380 5353 - e5 205702006 32583 +
0 e5 121247880 1385 + e5 183845378 8901 - e5 205745405 1409 +
0 e5 121249983 1882 + e5 183819301 2703 - e5 205749051 587 +
0 e5 121284602 7348 + e5 178831667 8352 + e5 205785552 8844 +
0 e5 121397860 3343 + e5 188023049 7428 + e5 226753328 3719 +
0 e5 121581716 5161 + e5 188279588 4093 + e5 226923415 5094 +
0 e5 121627411 3207 + e5 188333675 3673 + e5 228670173 2473 -
0 e5 121640697 6872 + e5 163812488 7134 - e5 226082643 6852 +
0 e5 121672373 15626 + e5 163764113 23703 - e5 226116555 18920 +
0 e5 121737985 12651 + e5 186923231 18673 + e5 226180791 14674 +
0 e5 121812584 6211 + e5 170724573 3529 - e5 220924121 4767 +
0 e5 121821415 2444 + e5 170717913 2249 - e5 220938619 1043 +
0 e5 121826369 16990 + e5 170712099 3543 - e5 220948830 1280 +
0 e5 121882631 4936 + e5 170656094 4828 - e5 221030286 4682 +
0 e5 121913253 2033 + e5 170628676 2011 - e5 221073293 1906 +
0 e5 121917244 3194 + e5 170623020 4037 - e5 221078573 3917 +
0 e5 121922227 11780 + e5 170609673 12960 - e5 221121360 3913 +
0 e5 121934218 1542 + e5 170606731 1775 - e5 221130030 1583 +
0 e5 121954718 1180 + e5 170574925 6408 - e5 221160431 5373 +
0 e5 122057526 1883 + e5 170478917 5037 - e5 221430053 823 +
0 e5 122094693 7873 + e5 162666350 7015 - e5 208210296 4769 -
0 e5 122279755 3544 + e5 163245463 24478 - e5 199203361 16169 +
0 e5 122369849 7597 + e5 163177278 8631 - e5 199293904 2602 +
0 e5 122470672 8367 + e5 163048291 6876 - e5 199402930 6231 +
0 e5 122619794 2481 + e5 162926134 4294 - e5 199611809 1456 +
0 e5 122662377 1478 + e5 180649416 4498 + e5 221305424 4261 +
0 e5 122681748 4832 + e5 172770125 8490 - e5 215972951 9999 +
0 e5 122964068 8480 + e5 172344444 11561 - e5 216333638 7848 +
0 e5 123074767 6060 + e5 172232553 8401 - e5 214912849 6381 -
