# genome1: genome1
# genome2: genome2
# genome3: genome3
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign
42 e5 115507242 86737 1 e5 181350562 114848 -1 e5 202307641 124353 -1
43 e5 116015820 184962 1 e5 174608563 229468 -1 e5 204977769 209984 -1
44 e5 116221116 26740 1 e5 184299611 32010 1 e5 226004374 31518 1
45 e5 116844813 13049 1 e5 189296247 14103 1 e5 228168679 10850 -1
46 e5 116902219 25407 1 e5 180422854 31726 1 e5 228083924 44650 -1
47 e5 117133263 46923 1 e5 162721125 61165 -1 e5 208365922 62734 -1
48 e5 117644242 174009 1 e5 161725656 194876 1 e5 207261445 181003 1
49 e5 118531942 137666 1 e5 187115355 186196 1 e5 226367509 159917 1
50 e5 118670544 336726 1 e5 187302590 460331 1 e5 199831682 459628 1
51 e5 119224009 120925 1 e5 177130525 136214 -1 e5 223840383 122697 1
52 e5 119441360 12708 1 e5 170742249 14662 -1 e5 220886005 8876 1
53 e5 119652708 412860 1 e5 164596441 411701 -1 e5 197800890 719151 -1
54 e5 120076383 38977 1 e5 164543540 42827 -1 e5 196297392 60872 1
55 e5 120334118 35634 1 e5 174025890 10327 1 e5 195896216 24089 -1
56 e5 120538189 329857 1 e5 174217360 383798 1 e5 204624142 344358 1
57 e5 120900289 6759 1 e5 184254182 8481 -1 e5 225962285 8666 -1
58 e5 121154751 97114 1 e5 183819301 146349 -1 e5 205645311 104327 1
59 e5 121640697 47302 1 e5 163764113 55509 -1 e5 226082643 52832 1
60 e5 121812584 143314 1 e5 170574925 153177 -1 e5 220924121 241683 1
61 e5 122279755 97691 1 e5 163177278 92663 -1 e5 199203361 93145 1
62 e5 123074767 15929 1 e5 172224527 16427 -1 e5 214901285 17945 -1
63 e5 123106169 160131 1 e5 175059870 175103 -1 e5 225799919 159918 1
64 e5 123295126 113123 1 e5 174893621 119950 -1 e5 205238192 113292 -1
65 e5 123512358 41176 1 e5 194388278 48187 1 e5 209412634 59083 1
66 e5 123631278 64930 1 e5 189539020 94706 1 e5 209574046 107228 1
67 e5 124024447 205965 1 e5 197654081 223949 -1 e5 191895162 299292 -1
68 e5 124242689 7365 1 e5 175243884 8589 1 e5 225787397 4467 -1
69 e5 124299888 28769 1 e5 175329827 24373 1 e5 211784174 27713 -1
70 e5 125126811 54989 1 e5 190278553 45151 -1 e5 210387000 65664 -1
71 e5 125247717 76486 1 e5 164195146 123427 1 e5 212921543 86854 -1
72 e5 125324614 15934 1 e5 173828836 15599 -1 e5 219678723 18910 1
73 e5 125684986 362883 1 e5 189786130 395010 1 e5 209871544 405543 1
74 e5 126108037 60283 1 e5 197568568 65453 -1 e5 191832099 57248 -1
75 e5 126233013 34821 1 e5 195170458 29762 1 e5 200318364 53832 -1
76 e5 126283851 341325 1 e5 195217251 346777 1 e5 201309817 388434 1
77 e5 126889195 12442 1 e5 198332552 12680 -1 e5 189688383 64961 1
78 e5 127039809 60395 1 e5 191653980 18534 -1 e5 196567952 21758 -1
79 e5 127756351 191894 1 e5 179102912 230425 -1 e5 206050981 209519 -1
80 e5 128051119 4448 1 e5 178968179 11078 -1 e5 205941168 4004 1
81 e5 128927721 21237 1 e5 172180467 17446 -1 e5 214834990 55914 -1
82 e5 128952548 325246 1 e5 191859958 392688 -1 e5 208448745 452550 1
83 e5 130023751 134429 1 e5 196992924 104626 1 e5 188602470 184427 -1
84 e5 130428916 16077 1 e5 197375931 33039 1 e5 190657902 16197 1
85 e5 130632799 13323 1 e5 197546781 16228 1 e5 190971720 7953 -1
86 e5 130648662 50993 1 e5 195010227 89246 -1 e5 190881395 86309 -1
87 e5 130947471 18029 1 e5 194694307 34090 -1 e5 191112502 28647 1
88 e5 131675301 115497 1 e5 196013157 112306 -1 e5 191657195 171971 1
89 e5 131800407 111878 1 e5 198024207 108225 -1 e5 200445623 126325 1
90 e5 133612904 123772 1 e5 198614282 126562 -1 e5 190128490 154067 1
