"ensembl_gene_id" "chromosome_name" "start_position" "end_position" "strand" "chromosome_name.1" "start_position.1" "end_position.1" "strand.1"
"AALB004946" "e3" 81620257 1378 1 "e3" 102825078 862 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 129468449 871 1
"AALB004946" "e3" 81620257 1378 1 "e3" 102821882 845 1
"AALB004946" "e3" 81620257 1378 1 "e3" 129470783 882 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 102825078 862 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 129468449 871 1
"AALB004946" "e3" 81620257 1378 1 "e3" 102821882 845 1
"AALB004946" "e3" 81620257 1378 1 "e3" 129470783 882 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 102825078 862 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 129468449 871 1
"AALB004946" "e3" 81620257 1378 1 "e3" 102821882 845 1
"AALB004946" "e3" 81620257 1378 1 "e3" 129470783 882 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 102825078 862 -1
"AALB004946" "e3" 81620257 1378 1 "e3" 129468449 871 1
"AALB006081" "e3" 95364162 2566 -1 "e3" 95020693 2766 1
"AALB004958" "e3" 81716208 4128 -1 "e3" 100315836 4838 -1
"AALB006080" "e3" 95360825 2566 -1 "e3" 95025002 4340 1
"AALB005112" "e3" 83847075 2928 -1 "e3" 132474042 1247 -1
"AALB003216" "e3" 66560885 17551 -1 "e3" 98115874 70011 -1
"AALB003216" "e3" 66560885 17551 -1 "e3" 98115874 70011 -1
"AALB005567" "e3" 89065916 1394 1 "e3" 130231039 1855 1
"AALB004484" "e3" 74333618 7684 -1 "e3" 134981738 19016 -1
"AALB003281" "e3" 67502854 3568 -1 "e3" 115395235 5065 -1
"AALB007889" "e4" 98537533 752 -1 "e3" 113801306 940 1
"AALB004212" "e3" 69483906 1212 1 "e3" 102846937 6485 1
"AALB004273" "e3" 70656481 914 -1 "e3" 110450643 951 -1
"AALB005907" "e3" 93139849 2445 1 "e3" 100127677 1501 -1
"AALB005907" "e3" 93139849 2445 1 "e3" 100121135 1421 -1
"AALB004858" "e3" 80441234 3427 1 "e3" 90084048 3350 -1
"AALB005257" "e3" 85459940 9563 1 "e3" 120076941 10758 1
"AALB005335" "e3" 86587336 12253 -1 "e3" 100579713 1740 -1
"AALB004699" "e3" 77494556 4472 1 "e3" 126129830 3200 1
"AALB004699" "e3" 77494556 4472 1 "e3" 126138566 2469 1
"AALB004699" "e3" 77494556 4472 1 "e3" 126126021 2724 -1
"AALB004699" "e3" 77494556 4472 1 "e3" 126129830 3200 1
"AALB004699" "e3" 77494556 4472 1 "e3" 126138566 2469 1
"AALB004699" "e3" 77494556 4472 1 "e3" 126126021 2724 -1
"AALB008994" "e2" 19356827 545 1 "e3" 132286477 484 1
"AALB004884" "e3" 80826735 758 1 "e3" 109054747 758 -1
"AALB005183" "e3" 84497567 1917 -1 "e3" 118240766 4678 1
"AALB007314" "e3" 64675646 8153 1 "e3" 92395516 13373 1
"AALB005781" "e3" 91733940 10181 1 "e3" 110190711 10038 -1
"AALB004372" "e3" 72014140 1241 1 "e3" 99788488 1226 -1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125180558 1473 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125184377 3596 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125178790 1535 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125182383 1617 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125180558 1473 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125184377 3596 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125178790 1535 1
"AALB015693" "e3" 91004277 1469 -1 "e3" 125182383 1617 1
"AALB015828" "e3" 97294202 1206 1 "e3" 133673098 1263 -1
"AALB007499" "e5" 168211005 1745 1 "e3" 88790305 10196 -1
"AALB005167" "e3" 84307862 5179 -1 "e3" 133005097 6053 -1
"AALB005184" "e3" 84501834 934 -1 "e3" 118224665 1251 1
"AALB006248" "e3" 97630466 6345 -1 "e3" 134463116 8803 -1
"AALB004412" "e3" 72962318 2951 -1 "e3" 122288803 1545 -1
"AALB005794" "e3" 91959910 1145 -1 "e3" 109914279 1405 1
"AALB005568" "e3" 89067400 4061 -1 "e3" 130232578 4215 -1
"AALB005313" "e3" 86403011 2409 1 "e3" 124944046 2775 1
"AALB004645" "e3" 76579804 774 1 "e3" 105748834 881 1
"AALB015826" "e3" 93825541 1044 -1 "e3" 102479559 1147 1
"AALB005125" "e3" 83941841 1279 -1 "e3" 132586291 1154 -1
"AALB004263" "e3" 70613650 8202 1 "e3" 109014281 7818 1
"AALB004930" "e3" 81504562 3158 -1 "e3" 112955048 5739 1
"AALB006253" "e3" 97673545 1747 -1 "e3" 134561227 3381 -1
"AALB005023" "e3" 82754514 2112 1 "e3" 127157015 21248 -1
"AALB005857" "e3" 92677576 8316 -1 "e3" 129429005 1891 1
"AALB004468" "e3" 73888988 2695 1 "e3" 107062246 2402 -1
"AALB006164" "e3" 96530247 753 -1 "e3" 123907895 2326 1
"AALB005449" "e3" 87832518 13116 1 "e3" 133202983 9997 1
"AALB005398" "e3" 87302683 4099 -1 "e3" 134205605 3856 -1
"AALB006188" "e3" 96866203 4608 -1 "e3" 123339865 146230 -1
"AALB005015" "e3" 82546987 1649 1 "e3" 127433919 2264 -1
"AALB004815" "e3" 79196142 8251 1 "e3" 100782995 5249 -1
"AALB005229" "e3" 85155987 1397 -1 "e3" 119695524 6647 -1
"AALB005752" "e3" 91470959 3395 -1 "e3" 132095726 1628 1
"AALB007350" "e3" 65518609 4001 1 "e3" 95768661 43149 1
"AALB005332" "e3" 86561854 1887 -1 "e3" 125154853 2211 -1
"AALB004375" "e3" 72047850 5837 1 "e3" 99686410 42385 -1
"AALB004964" "e3" 81735218 4426 1 "e3" 126050081 2203 -1
"AALB004918" "e3" 81406587 746 -1 "e3" 125931881 14277 -1
"AALB004918" "e3" 81406587 746 -1 "e3" 125931881 14277 -1
"AALB004350" "e3" 71857770 6767 1 "e3" 98418593 9691 -1
"AALB004919" "e3" 81408622 6735 1 "e3" 103290604 2682 -1
"AALB004342" "e3" 71748942 6832 -1 "e3" 98574231 3551 1
"AALB004279" "e3" 70711208 6556 -1 "e3" 110505422 534 -1
"AALB004599" "e3" 76162806 3018 -1 "e3" 103618970 1752 -1
"AALB003189" "e3" 65597514 2134 1 "e3" 96777515 1999 1
"AALB005878" "e3" 92907400 1309 1 "e3" 96121536 1254 1
"AALB005188" "e3" 84581004 4354 1 "e3" 118128408 3947 -1
"AALB004494" "e3" 74680247 5201 -1 "e3" 131574488 5434 -1
"AALB005999" "e3" 94448223 4661 -1 "e3" 108297050 7604 -1
"AALB004602" "e3" 76202554 226 -1 "e3" 103672084 757 -1
"AALB004602" "e3" 76202554 226 -1 "e3" 103670981 1018 1
"AALB005024" "e3" 82764165 2046 -1 "e3" 127161967 1886 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110172500 609 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110174475 577 -1
"AALB005782" "e3" 91757692 898 -1 "e3" 110175800 514 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110170939 611 -1
"AALB005782" "e3" 91757692 898 -1 "e3" 110172500 609 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110174475 577 -1
"AALB005782" "e3" 91757692 898 -1 "e3" 110175800 514 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110170939 611 -1
"AALB005782" "e3" 91757692 898 -1 "e3" 110172500 609 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110174475 577 -1
"AALB005782" "e3" 91757692 898 -1 "e3" 110175800 514 1
"AALB005782" "e3" 91757692 898 -1 "e3" 110170939 611 -1
"AALB004776" "e3" 78654935 1158 1 "e3" 109252212 1366 -1
"AALB004436" "e3" 73344287 1945 1 "e3" 111509918 2065 -1
"AALB005764" "e3" 91534805 6438 1 "e3" 128695151 3977 1
"AALB005439" "e3" 87708549 3552 1 "e3" 134667201 18136 1
"AALB005888" "e3" 92978335 4162 -1 "e3" 96217210 5868 -1
"AALB005243" "e3" 85339432 7978 1 "e3" 119936563 9184 1
"AALB006172" "e3" 96635982 6130 1 "e3" 123752079 3089 -1
"AALB004676" "e3" 77103517 2118 1 "e3" 114415381 2219 -1
"AALB004382" "e3" 72095619 2966 -1 "e3" 99675349 1663 1
"AALB007458" "e5" 168876708 5150 1 "e3" 87796333 38985 -1
"AALB005853" "e3" 92665434 3560 1 "e3" 129446551 1279 -1
"AALB005516" "e3" 88556117 1617 -1 "e3" 130671008 1544 1
"AALB004131" "e3" 68517851 20245 -1 "e3" 122474943 20139 1
"AALB004757" "e3" 78365241 2672 1 "e3" 89785074 2438 -1
"AALB005819" "e3" 92125794 6521 -1 "e3" 102748159 1999 -1
"AALB005491" "e3" 88318802 1105 1 "e3" 130982879 950 -1
"AALB005676" "e3" 90524969 5386 1 "e3" 112830109 35042 -1
"AALB005827" "e3" 92301588 1722 1 "e3" 104234773 118002 -1
"AALB004101" "e3" 67894781 4557 -1 "e3" 115963062 5067 1
"AALB004101" "e3" 67894781 4557 -1 "e3" 115997631 24658 -1
"AALB005502" "e3" 88404106 1786 1 "e3" 130873152 1650 1
"AALB007705" "e1" 9470716 310 -1 "e3" 134342841 248 -1
"AALB004882" "e3" 80791598 3370 1 "e3" 96521263 82688 -1
"AALB005105" "e3" 83768680 2210 -1 "e3" 102158218 2302 -1
"AALB004480" "e3" 74280066 1664 1 "e3" 106584053 755 -1
"AALB005357" "e3" 86760371 860 -1 "e3" 122550896 1003 -1
"AALB006004" "e3" 94553179 1504 -1 "e3" 108466607 1304 -1
"AALB004960" "e3" 81721262 2630 -1 "e3" 126065428 2615 1
"AALB005723" "e3" 91030108 5535 -1 "e3" 100507390 4942 1
"AALB005207" "e3" 84898488 3028 1 "e3" 101991296 9433 -1
"AALB005207" "e3" 84898488 3028 1 "e3" 101956301 1736 -1
"AALB004936" "e3" 81551859 855 1 "e3" 113023557 824 1
"AALB005843" "e3" 92459710 3152 1 "e3" 113341488 3214 -1
"AALB005843" "e3" 92459710 3152 1 "e3" 113341488 3214 -1
"AALB006128" "e3" 95969204 7447 1 "e3" 104163687 7224 1
"AALB003197" "e3" 65831437 2568 -1 "e3" 97154206 50508 -1
"AALB005276" "e3" 85869694 739 -1 "e3" 124323288 762 -1
"AALB005771" "e3" 91638272 2144 -1 "e3" 110316060 1621 1
"AALB004549" "e3" 75268335 10204 -1 "e3" 128546169 7642 1
"AALB005930" "e3" 93477713 1327 -1 "e3" 106415942 3505 1
"AALB005795" "e3" 91963691 5022 -1 "e3" 109905038 5904 1
"AALB005773" "e3" 91642357 10241 1 "e3" 110301079 12240 -1
"AALB015714" "e3" 75912740 1632 -1 "e3" 90362002 1896 1
"AALB004220" "e3" 69540462 13458 1 "e3" 102939784 12054 1
"AALB004458" "e3" 73565309 2574 -1 "e3" 107406596 8610 1
"AALB004722" "e3" 77814315 12996 -1 "e3" 118550903 14151 -1
"AALB004861" "e3" 80480429 6962 1 "e3" 90029689 11351 -1
"AALB004915" "e3" 81369288 5269 1 "e3" 125895463 5117 1
"AALB004726" "e3" 77900880 16655 1 "e3" 118638521 44441 1
"AALB006058" "e3" 95108564 3312 -1 "e3" 112517331 2336 1
"AALB005883" "e3" 92953699 4736 -1 "e3" 96179155 1283 -1
"AALB004669" "e3" 77079877 2057 1 "e3" 126922179 1939 1
"AALB005367" "e3" 86958467 1898 -1 "e3" 122820239 1887 -1
"AALB005790" "e3" 91950292 1965 1 "e3" 109924973 1065 -1
"AALB005688" "e3" 90705848 4647 -1 "e3" 134729971 1457 -1
"AALB004941" "e3" 81588747 11053 -1 "e3" 113056533 414 -1
"AALB004941" "e3" 81588747 11053 -1 "e3" 129450385 412 -1
"AALB003198" "e3" 65862462 2448 -1 "e3" 97207520 8610 -1
"AALB005858" "e3" 92688178 1782 -1 "e3" 132472528 1440 1
"AALB000042" "e4" 123072894 4229 -1 "e3" 93235619 1281 -1
"AALB000042" "e4" 123072894 4229 -1 "e3" 93241541 1268 1
"AALB004195" "e3" 69356013 3270 -1 "e3" 96104508 3681 -1
"AALB004707" "e3" 77679101 3424 1 "e3" 109528116 11367 1
"AALB005945" "e3" 93695487 1152 1 "e3" 116896482 782 -1
"AALB004491" "e3" 74666821 8605 1 "e3" 131560946 6890 1
"AALB006190" "e3" 96970307 3568 1 "e3" 123495694 5890 1
"AALB005400" "e3" 87308363 2462 -1 "e3" 134211290 3035 -1
"AALB005301" "e3" 86229885 1164 -1 "e3" 124726728 1334 -1
"AALB004906" "e3" 81196288 1653 1 "e3" 125679668 2462 1
"AALB005757" "e3" 91495100 3631 1 "e3" 131954062 2965 1
"AALB004260" "e3" 70604029 1525 -1 "e3" 109002796 1561 -1
"AALB005549" "e3" 88949151 3712 -1 "e3" 126304394 5908 -1
"AALB003199" "e3" 65874878 5853 -1 "e3" 97237972 6750 -1
"AALB004878" "e3" 80684420 4988 1 "e3" 96643718 2048 -1
"AALB004914" "e3" 81347258 714 -1 "e3" 125865720 1200 -1
"AALB004502" "e3" 74742992 2142 -1 "e3" 121536644 2071 -1
"AALB005681" "e3" 90589991 1412 1 "e3" 109698972 1394 -1
"AALB009449" "e2" 13582446 5269 -1 "e3" 86688926 188 -1
"AALB004792" "e3" 78872732 10157 -1 "e3" 96408900 4341 1
"AALB014111" "e4" 102672281 1749 1 "e3" 101941303 1094 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 99817798 1290 1
"AALB014111" "e4" 102672281 1749 1 "e3" 101939929 1017 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 96024353 13316 1
"AALB014111" "e4" 102672281 1749 1 "e3" 101947167 973 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 122651639 1816 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 96065727 2150 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 101944598 1112 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 101943341 910 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 101941303 1094 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 99817798 1290 1
"AALB014111" "e4" 102672281 1749 1 "e3" 101939929 1017 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 96024353 13316 1
"AALB014111" "e4" 102672281 1749 1 "e3" 101947167 973 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 122651639 1816 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 96065727 2150 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 101944598 1112 -1
"AALB014111" "e4" 102672281 1749 1 "e3" 101943341 910 -1
"AALB004460" "e3" 73631425 5495 -1 "e3" 107269089 84398 1
"AALB004596" "e3" 76054303 11150 1 "e3" 103465283 11681 1
"AALB015538" "e3" 76293467 607 1 "e3" 103802795 728 1
"AALB003262" "e3" 67026608 1181 -1 "e3" 114952349 1340 1
"AALB004982" "e3" 81891478 7439 -1 "e3" 91991014 1519 1
"AALB005884" "e3" 92968218 2342 -1 "e3" 96201774 4499 -1
"AALB004180" "e3" 69197502 1060 -1 "e3" 95848053 46090 -1
"AALB005383" "e3" 87151951 499 1 "e3" 123103167 336 1
"AALB007349" "e3" 65500631 2257 1 "e3" 95745070 2232 1
"AALB005477" "e3" 88119873 1409 1 "e3" 131215021 718 -1
"AALB004100" "e3" 67876436 887 -1 "e3" 115846111 1341 -1
"AALB004400" "e3" 72279364 11539 -1 "e3" 99402332 9733 1
"AALB005387" "e3" 87198202 6702 1 "e3" 123165974 2041 1
"AALB004343" "e3" 71756352 1488 1 "e3" 98562703 4430 -1
"AALB003708" "e5" 135693706 569 1 "e3" 135146718 1843 1
"AALB003215" "e3" 66537248 5721 1 "e3" 98092304 857 1
"AALB004264" "e3" 70630758 4799 1 "e3" 109034575 6576 1
"AALB004455" "e3" 73479575 4733 1 "e3" 107490216 2931 -1
"AALB005696" "e3" 90818834 2159 -1 "e3" 125439051 2334 1
"AALB004205" "e3" 69458519 954 -1 "e3" 130375301 1243 -1
"AALB004794" "e3" 78921942 7266 1 "e3" 96347166 18107 -1
"AALB006055" "e3" 95087960 4379 -1 "e3" 112521354 30746 1
"AALB007518" "e5" 168013544 6326 1 "e3" 89508454 7080 -1
"AALB005652" "e3" 90125170 476 1 "e3" 130062199 482 -1
"AALB005644" "e3" 90033112 11405 -1 "e3" 118700122 9637 1
"AALB005441" "e3" 87733556 3220 1 "e3" 134699836 11493 1
"AALB004775" "e3" 78612244 2022 -1 "e3" 109228968 70862 1
"AALB006234" "e3" 97496059 7026 1 "e3" 133419664 5800 -1
"AALB005748" "e3" 91417598 803 -1 "e3" 132150299 1642 1
"AALB005110" "e3" 83839876 2042 1 "e3" 132464999 2168 1
"AALB005988" "e3" 94193570 3965 -1 "e3" 107961722 2299 -1
"AALB004984" "e3" 81902071 1354 1 "e3" 91980098 3552 -1
"AALB003194" "e3" 65774293 5514 1 "e3" 97056241 4428 1
"AALB003194" "e3" 65774293 5514 1 "e3" 97061844 1380 1
"AALB005286" "e3" 86073267 4330 -1 "e3" 124540808 4575 -1
"AALB006142" "e3" 96181591 6920 -1 "e3" 113805312 201324 -1
"AALB004629" "e3" 76393739 1170 1 "e3" 126898251 1173 -1
"AALB004346" "e3" 71787745 2935 1 "e3" 98520897 1878 -1
"AALB000085" "e4" 122301284 1251 1 "e3" 132618122 1592 -1
"AALB004192" "e3" 69337378 9322 1 "e3" 96077616 20611 1
"AALB004448" "e3" 73448463 3809 -1 "e3" 109507996 3682 -1
"AALB005404" "e3" 87326386 12115 -1 "e3" 134232618 17910 -1
"AALB003282" "e3" 67511632 845 -1 "e3" 115404135 1294 -1
"AALB004296" "e3" 71013575 1124 1 "e3" 128417723 12548 -1
"AALB004115" "e3" 68334244 2720 -1 "e3" 128978361 3042 1
"AALB006179" "e3" 96746603 3226 1 "e3" 123597168 4983 1
"AALB004653" "e3" 76813457 7316 -1 "e3" 117133972 28629 1
"AALB005154" "e3" 84169330 9555 1 "e3" 132843751 9240 1
"AALB005947" "e3" 93705751 1470 1 "e3" 128827807 7136 1
"AALB015818" "e3" 91957345 2379 1 "e3" 109915733 2222 -1
"AALB005633" "e3" 89898700 1034 1 "e3" 118893104 13025 -1
"AALB005655" "e3" 90192129 2540 -1 "e3" 129951673 1377 1
"AALB005296" "e3" 86163085 1258 1 "e3" 124648429 439 1
"AALB003248" "e3" 66855210 6904 -1 "e3" 114578842 31681 -1
"AALB004582" "e3" 75919348 7218 1 "e3" 91641798 9003 1
"AALB005742" "e3" 91385457 648 -1 "e3" 107919779 1555 -1
"AALB005195" "e3" 84633831 2661 -1 "e3" 118006748 48917 1
"AALB004921" "e3" 81443070 1655 1 "e3" 103241469 1636 -1
"AALB007643" "e1" 8797066 1385 1 "e3" 88838297 1492 1
"AALB005321" "e3" 86465910 748 1 "e3" 125021363 528 1
"AALB005442" "e3" 87743123 1961 1 "e3" 134718313 1790 1
"AALB007310" "e3" 64565852 1921 -1 "e3" 92095196 2346 -1
"AALB004742" "e3" 78167319 4572 -1 "e3" 90818722 4434 -1
"AALB004816" "e3" 79206372 2461 -1 "e3" 100775382 4110 1
"AALB005149" "e3" 84128693 3095 -1 "e3" 132795514 3458 -1
"AALB005282" "e3" 85985172 653 -1 "e3" 124451658 821 -1
"AALB005058" "e3" 83206398 1847 -1 "e3" 120408014 1623 1
"AALB005591" "e3" 89290792 2740 -1 "e3" 120622708 1254 1
"AALB005832" "e3" 92336776 4555 1 "e3" 113517307 2945 1
"AALB005719" "e3" 91016469 1443 1 "e3" 100528582 1402 -1
"AALB004186" "e3" 69314929 1161 1 "e3" 95986430 1130 1
"AALB004623" "e3" 76336941 8188 1 "e3" 103829114 40858 1
"AALB004162" "e3" 69043224 4049 1 "e3" 105412693 24700 1
"AALB006148" "e3" 96381240 713 -1 "e3" 114081841 801 -1
"AALB006148" "e3" 96381240 713 -1 "e3" 114081841 801 -1
"AALB004913" "e3" 81343427 1973 1 "e3" 125861534 1447 1
"AALB005594" "e3" 89298618 3059 1 "e3" 120613372 3178 -1
"AALB015738" "e3" 83726173 2011 -1 "e3" 102078211 1905 -1
"AALB004585" "e3" 75940283 410 1 "e3" 91671145 428 1
"AALB005166" "e3" 84303498 4668 1 "e3" 133000102 1841 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132597442 1199 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132604284 1220 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132607924 1165 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132589142 1202 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132600340 1205 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132591360 1202 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132593542 1202 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132602465 1220 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132606105 1220 1
"AALB005128" "e3" 83948938 1401 1 "e3" 132609735 1220 1
"AALB005675" "e3" 90484025 7572 1 "e3" 112866457 9373 -1
"AALB006087" "e3" 95519071 3289 1 "e3" 94757815 1483 -1
"AALB007471" "e5" 168535725 5489 1 "e3" 89063848 2564 -1
"AALB006192" "e3" 96985629 13682 1 "e3" 123545658 19640 -1
"AALB006183" "e3" 96808093 4027 1 "e3" 134093292 3878 1
"AALB015816" "e3" 89076576 2103 1 "e3" 130249006 2039 1
"AALB004536" "e3" 75111601 9882 1 "e3" 132030815 11963 -1
"AALB005664" "e3" 90431322 1886 -1 "e3" 129687540 3739 1
"AALB005260" "e3" 85495131 8039 -1 "e3" 105937135 6269 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101941303 1094 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 99817798 1290 1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101939929 1017 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 96024353 13316 1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101947167 973 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 122651639 1816 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 96065727 2150 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101944598 1112 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101943341 910 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101941303 1094 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 99817798 1290 1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101939929 1017 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 96024353 13316 1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101947167 973 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 122651639 1816 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 96065727 2150 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101944598 1112 -1
"AALB014114" "e4" 102655849 1371 -1 "e3" 101943341 910 -1
"AALB005084" "e3" 83584672 15834 -1 "e3" 117591380 6454 -1
"AALB004611" "e3" 76245347 2434 -1 "e3" 103734480 2737 -1
"AALB004223" "e3" 69593446 6460 -1 "e3" 102971215 145765 -1
"AALB005479" "e3" 88126475 2515 1 "e3" 131192847 7280 -1
"AALB004413" "e3" 72964667 1136 1 "e3" 122290865 1315 1
"AALB005576" "e3" 89096764 784 -1 "e3" 129482173 1052 -1
"AALB005729" "e3" 91148895 3056 1 "e3" 126069266 2011 1
"AALB004613" "e3" 76251502 1404 -1 "e3" 103745463 1609 -1
"AALB005415" "e3" 87493175 4613 1 "e3" 93677652 4227 1
"AALB004311" "e3" 71261178 3655 -1 "e3" 90266025 6477 1
"AALB014497" "e3" 87543481 3599 1 "e3" 134863044 4494 -1
"AALB005791" "e3" 91952501 1254 -1 "e3" 109923169 1349 1
"AALB004301" "e3" 71154453 7720 1 "e3" 134748587 8127 1
"AALB004845" "e3" 80214577 863 -1 "e3" 112941382 802 -1
"AALB005034" "e3" 82924314 905 1 "e3" 112561319 1568 1
"AALB004508" "e3" 74884425 7296 1 "e3" 131702542 39528 1
"AALB004508" "e3" 74884425 7296 1 "e3" 131702542 39528 1
"AALB005565" "e3" 89042644 1150 -1 "e3" 130200929 12310 -1
"AALB005815" "e3" 92105739 1365 -1 "e3" 108502584 1977 1
"AALB005951" "e3" 93767249 13980 1 "e3" 102540667 13289 -1
"AALB004692" "e3" 77372913 4853 -1 "e3" 112759616 5047 1
"AALB005227" "e3" 85129111 869 -1 "e3" 119656438 35970 -1
"AALB004874" "e3" 80659440 2939 -1 "e3" 96681654 5136 1
"AALB003239" "e3" 66770688 763 1 "e3" 114490431 531 1
