"ensembl_gene_id" "chromosome_name" "start_position" "end_position" "strand" "chromosome_name.1" "start_position.1" "end_position.1" "strand.1" "chromosome_name.2" "start_position.2" "end_position.2" "strand.2"
"AALB009862" "e5" 139542956 2167 -1 "e5" 168052754 2813 1 "e5" 201565850 2306 1
"AALB010413" "e5" 149018338 4325 -1 "e5" 171793911 4692 1 "e5" 195520824 5639 -1
"AALB015500" "e5" 162422583 50376 1 "e5" 191592080 10436 1 "e5" 213717065 4450 -1
"AALB009915" "e5" 140605509 4301 1 "e5" 186943507 4465 -1 "e5" 203249545 2844 -1
"AALB015550" "e5" 136230643 5612 -1 "e5" 196813031 6765 1 "e5" 223774948 6456 -1
"AALB010637" "e5" 152599279 4095 1 "e5" 173899852 4661 1 "e5" 200488628 1326 1
"AALB010637" "e5" 152599279 4095 1 "e5" 173899852 4661 1 "e5" 200497300 1924 1
"AALB010607" "e5" 152069464 2740 1 "e5" 187818874 4992 -1 "e5" 204046690 1222 -1
"AALB010114" "e5" 144023719 3172 1 "e5" 193251733 1234 1 "e5" 215597317 1195 -1
"AALB007598" "e5" 164847746 16964 -1 "e5" 164753238 20534 1 "e5" 191687853 16576 -1
"AALB009805" "e5" 138821195 1181 1 "e5" 192192211 1209 -1 "e5" 213129358 1252 1
"AALB010003" "e5" 141843350 4655 -1 "e5" 196261779 7345 -1 "e5" 225877158 3350 -1
"AALB006783" "e1" 2044939 1941 -1 "e5" 168368473 1838 -1 "e1" 18801785 1600 1
"AALB010764" "e5" 154670976 5005 -1 "e5" 179559576 5050 1 "e5" 205807526 5746 -1
"AALB009825" "e5" 139079771 22598 -1 "e5" 168734585 8851 1 "e5" 209510887 9500 1
"AALB010040" "e5" 142571937 3188 1 "e5" 179896893 21656 -1 "e5" 214158531 2078 -1
"AALB007050" "e5" 161624289 891 1 "e5" 188325764 1265 -1 "e5" 206563784 886 -1
"AALB010399" "e5" 148579850 1595 1 "e5" 172362104 1633 -1 "e5" 194939951 1440 1
"AALB009874" "e5" 139720214 1033 -1 "e5" 178228330 2403 -1 "e5" 195776383 2122 -1
"AALB010692" "e5" 153533251 2476 1 "e5" 192564582 2927 -1 "e5" 198789321 1868 -1
"AALB015543" "e5" 136088264 1152 -1 "e5" 196990778 1437 1 "e5" 223509874 951 -1
"AALB009921" "e5" 140840005 691 -1 "e5" 186653224 867 1 "e5" 202961109 1047 1
"AALB003893" "e5" 164114302 3128 -1 "e5" 163256182 3841 -1 "e5" 190986783 23277 -1
"AALB010376" "e5" 148411993 1268 1 "e5" 197835644 2067 1 "e5" 222299831 2637 -1
"AALB007397" "e5" 163000829 7297 -1 "e5" 166585042 13002 1 "e5" 209257871 14007 -1
"AALB003943" "e5" 158892043 1591 1 "e5" 170104033 681 -1 "e5" 210867239 858 -1
"AALB010727" "e5" 153840398 7647 -1 "e5" 192252809 3208 1 "e5" 196716772 3100 -1
"AALB010588" "e5" 151719497 8722 -1 "e5" 189782289 5310 -1 "e5" 208012667 5791 -1
"AALB010588" "e5" 151719497 8722 -1 "e5" 189760399 1539 -1 "e5" 208012667 5791 -1
"AALB010585" "e5" 151580141 1090 1 "e5" 189596908 1085 1 "e5" 207858482 1386 1
"AALB015563" "e5" 159072257 3820 1 "e5" 191969084 4213 1 "e5" 213346942 3942 -1
"AALB006956" "e5" 159874037 44566 1 "e5" 163532277 23349 -1 "e5" 192264410 32290 -1
"AALB005415" "e3" 87493175 4613 1 "e5" 195638408 10469 -1 "e3" 93677652 4227 1
"AALB001226" "e5" 167513983 12298 -1 "e5" 161775343 1700 1 "e5" 190749775 4449 -1
"AALB009769" "e5" 138466743 1199 -1 "e5" 172749460 1536 -1 "e5" 225063343 1200 -1
"AALB009955" "e5" 141227926 11763 1 "e5" 177758124 15485 -1 "e5" 227538202 8769 -1
"AALB003779" "e5" 136346648 3936 -1 "e5" 196670796 1637 1 "e5" 223960653 1237 -1
"AALB007614" "e5" 165540043 963 1 "e5" 164192461 1285 -1 "e5" 192233360 1100 1
"AALB004062" "e5" 156862209 1602 1 "e5" 181331730 2168 -1 "e5" 215298106 615 -1
"AALB010603" "e5" 152024293 5216 1 "e5" 187879436 10615 -1 "e5" 204106333 3068 -1
"AALB010580" "e5" 151546324 5081 1 "e5" 189558420 2448 1 "e5" 207820877 1804 1
"AALB010761" "e5" 154664038 2652 1 "e5" 179568610 2879 -1 "e5" 226379755 1793 -1
"AALB009820" "e5" 138958499 626 -1 "e5" 192007952 623 1 "e5" 213321355 620 -1
"AALB010346" "e5" 148140576 799 -1 "e5" 196121734 710 -1 "e5" 212432859 716 1
"AALB003819" "e5" 136868763 1846 1 "e5" 197405969 2537 -1 "e5" 222731394 199162 1
"AALB010804" "e5" 155397743 1194 -1 "e5" 174706332 1411 -1 "e5" 229077866 1246 1
"AALB009778" "e5" 138573114 512 -1 "e5" 172907927 563 -1 "e5" 225208863 1014 -1
"AALB010065" "e5" 143031340 1354 -1 "e5" 182592913 7353 -1 "e5" 220461987 1697 1
"AALB014386" "e5" 157977510 1470 -1 "e5" 163625768 569 1 "e5" 192325112 518 1
"AALB010250" "e5" 146376603 6746 1 "e5" 197900721 6705 1 "e5" 222199449 7020 -1
"AALB010589" "e5" 151871776 5404 1 "e5" 189949192 6145 1 "e5" 208185858 7197 1
"AALB006982" "e5" 160197284 2464 1 "e5" 165807535 2696 1 "e5" 201892407 1275 1
"AALB010821" "e5" 155605107 9815 -1 "e5" 198359838 12455 1 "e5" 221389196 12685 -1
"AALB007399" "e5" 162985930 5075 1 "e5" 166603280 11571 -1 "e5" 209215015 7731 1
"AALB007105" "e5" 162391275 3931 -1 "e5" 182198092 2531 -1 "e5" 220870412 2054 1
"AALB009864" "e5" 139564169 467 -1 "e5" 168019965 11144 1 "e5" 201532999 2196 1
"AALB010394" "e5" 148565749 3706 1 "e5" 172384413 3961 -1 "e5" 194923775 3486 1
"AALB003835" "e5" 137136880 3602 1 "e5" 194747572 8506 -1 "e5" 218519248 3329 -1
"AALB010173" "e5" 145338877 1579 1 "e5" 178218228 1459 -1 "e5" 195731323 1312 -1
"AALB010129" "e5" 144218932 5366 -1 "e5" 198501797 17282 -1 "e5" 225251932 587 -1
"AALB015494" "e5" 140018043 22446 1 "e5" 178636820 27834 1 "e5" 204616627 22123 -1
"AALB007442" "e5" 162686769 1232 -1 "e5" 184347781 1187 1 "e5" 226211980 1214 -1
"AALB003810" "e5" 136657020 7473 -1 "e5" 198845111 4233 1 "e5" 230183523 2464 -1
"AALB007115" "e5" 162540965 636 1 "e5" 176980549 746 1 "e5" 229428765 628 -1
"AALB007115" "e5" 162540965 636 1 "e5" 176980549 746 1 "e5" 229411090 632 -1
"AALB007115" "e5" 162540965 636 1 "e5" 176980549 746 1 "e5" 229425954 630 -1
"AALB007115" "e5" 162540965 636 1 "e5" 176980549 746 1 "e5" 229413691 626 -1
"AALB007115" "e5" 162540965 636 1 "e5" 176980549 746 1 "e5" 229420019 626 -1
"AALB003845" "e5" 137320818 734 -1 "e5" 194512445 716 1 "e5" 218246853 817 1
"AALB005280" "e3" 85979769 2042 -1 "e5" 168654353 2131 1 "e3" 124444943 2036 -1
"AALB009891" "e5" 139964357 3171 1 "e5" 178563674 3642 1 "e5" 204743945 4276 -1
"AALB009891" "e5" 139964357 3171 1 "e5" 166145857 892 -1 "e5" 204743945 4276 -1
"AALB008490" "e5" 159368699 3048 -1 "e5" 182611057 1002 1 "e5" 220443573 829 -1
"AALB007423" "e5" 162775685 5086 -1 "e5" 166851597 3390 1 "e5" 208949577 734 -1
"AALB007423" "e5" 162775685 5086 -1 "e5" 166851597 3390 1 "e5" 208947871 1283 -1
"AALB003858" "e5" 137722426 8100 1 "e5" 194019176 2313 -1 "e5" 217654120 21020 -1
"AALB007073" "e5" 161922294 602 -1 "e5" 174248329 374 1 "e5" 227053468 711 1
"AALB007073" "e5" 161922294 602 -1 "e5" 174248329 374 1 "e5" 227079068 700 1
"AALB007073" "e5" 161922294 602 -1 "e5" 174248329 374 1 "e5" 227031081 577 1
"AALB010706" "e5" 153655823 15501 1 "e5" 192429170 6445 -1 "e5" 198599236 3549 -1
"AALB010706" "e5" 153655823 15501 1 "e5" 192427630 671 -1 "e5" 198599236 3549 -1
"AALB003800" "e5" 136589206 676 1 "e5" 196371994 1489 -1 "e5" 230203524 764 -1
"AALB007637" "e1" 8762006 1477 1 "e5" 186190326 1254 1 "e5" 210354491 1093 -1
"AALB007637" "e1" 8762006 1477 1 "e5" 186190326 1254 1 "e1" 9597283 2436 1
"AALB003747" "e5" 136015258 5214 -1 "e5" 197074983 34331 1 "e5" 223354355 65893 -1
"AALB009876" "e5" 139724334 4354 -1 "e5" 178233366 6073 -1 "e5" 195793634 4539 -1
"AALB003733" "e5" 135847682 1217 -1 "e5" 197303708 1980 1 "e5" 223047625 1532 1
"AALB010812" "e5" 155531370 6708 1 "e5" 173319909 7334 1 "e5" 226628582 6419 1
"AALB009873" "e5" 139716974 1346 -1 "e5" 178225075 1744 -1 "e5" 195737651 1610 -1
"AALB010518" "e5" 150810228 782 1 "e5" 175950812 868 1 "e5" 221705419 636 1
"AALB001248" "e5" 167321373 9507 1 "e5" 161969350 2411 -1 "e5" 190512690 2331 1
"AALB010275" "e5" 146675392 1478 1 "e5" 179006962 2808 -1 "e5" 204182888 1125 1
"AALB010590" "e5" 151930259 6405 1 "e5" 190038059 7786 1 "e5" 208299754 8215 1
"AALB007028" "e5" 161217228 4124 -1 "e5" 188703821 5384 1 "e5" 206930166 4043 1
"AALB009953" "e5" 141224696 1393 -1 "e5" 185125611 6403 -1 "e5" 193921751 15082 -1
"AALB010297" "e5" 147290653 3607 1 "e5" 195243284 8944 1 "e5" 219163979 2297 1
"AALB007094" "e5" 162248139 11197 1 "e5" 173077920 7578 1 "e5" 221040138 57496 -1
"AALB009867" "e5" 139594544 569 -1 "e5" 167967393 37333 1 "e5" 201468964 14234 1
