"ensembl_gene_id" "chromosome_name" "start_position" "end_position" "strand" "chromosome_name.1" "start_position.1" "end_position.1" "strand.1"
"AALB007659" "e1" 8948621 6103 -1 "e1" 14325021 18017 1
"AALB006614" "e1" 4436845 8352 -1 "e1" 1550317 7714 -1
"AALB006391" "e1" 7139814 6327 -1 "e1" 10111155 1197 -1
"AALB007101" "e5" 162297325 2290 1 "e1" 17125043 9267 -1
"AALB006937" "e1" 235829 7953 -1 "e1" 11508185 12507 -1
"AALB006937" "e1" 235829 7953 -1 "e1" 11508185 12507 -1
"AALB006937" "e1" 235829 7953 -1 "e1" 11508185 12507 -1
"AALB007705" "e1" 9470716 310 -1 "e1" 11840406 679 -1
"AALB006833" "e1" 1581981 3596 -1 "e1" 10167830 6755 -1
"AALB006395" "e1" 7080488 3310 1 "e1" 17997200 12412 1
"AALB006314" "e1" 8153102 15186 -1 "e1" 7444787 30385 -1
"AALB006792" "e1" 1995580 7645 1 "e1" 4937232 15391 1
"AALB006537" "e1" 5312259 1945 -1 "e1" 10929172 172256 1
"AALB001574" "e4" 131684718 380 -1 "e1" 5417553 4402 1
"AALB001574" "e4" 131684718 380 -1 "e1" 5417553 4402 1
"AALB006362" "e1" 7545606 504 1 "e1" 14439438 522 -1
"AALB006365" "e1" 7495844 7549 -1 "e1" 20009765 7485 1
"AALB006365" "e1" 7495844 7549 -1 "e1" 20009765 7485 1
"AALB006408" "e1" 6605636 4195 1 "e1" 5983741 12757 1
"AALB015533" "e1" 10064441 1615 1 "e1" 9489777 1718 1
"AALB007584" "e5" 164665908 1431 -1 "e1" 7822793 1341 -1
"AALB006358" "e1" 7572657 2359 1 "e1" 3430195 22129 -1
"AALB006412" "e1" 6549733 2991 1 "e1" 5115540 3492 -1
"AALB007767" "e1" 10890101 1508 -1 "e1" 9095144 1660 1
"AALB006474" "e1" 6030660 7530 -1 "e1" 17572688 11478 -1
"AALB006564" "e1" 4913281 1752 -1 "e1" 2485052 1817 1
"AALB006815" "e1" 1716663 6337 1 "e1" 11683504 3061 -1
"AALB006753" "e1" 2549875 3564 -1 "e1" 9631418 3435 -1
"AALB000042" "e4" 123072894 4229 -1 "e1" 15430356 4628 1
"AALB003283" "e1" 9966374 2498 -1 "e1" 15240572 2292 -1
"AALB006880" "e1" 1000698 10046 -1 "e1" 3227256 31078 1
"AALB014111" "e4" 102672281 1749 1 "e1" 22364083 1148 1
"AALB014111" "e4" 102672281 1749 1 "e1" 22364083 1148 1
"AALB006475" "e1" 6027173 2506 1 "e1" 11191463 5407 -1
"AALB007695" "e1" 9355123 2791 -1 "e1" 2057361 3851 -1
"AALB007631" "e1" 8696560 3146 1 "e1" 18406758 3487 1
"AALB007629" "e1" 8685413 2367 1 "e1" 127704 7052 -1
"AALB006692" "e1" 3369184 3412 -1 "e1" 18328709 1757 1
"AALB006426" "e1" 6431001 492 1 "e1" 5035248 852 -1
"AALB006498" "e1" 5843921 1124 1 "e1" 11597718 1570 -1
"AALB006873" "e1" 1152233 4827 -1 "e1" 23370755 4120 -1
"AALB006873" "e1" 1152233 4827 -1 "e1" 3335581 324 1
"AALB006510" "e1" 5696092 5631 1 "e1" 4379330 4719 -1
"AALB006646" "e1" 4078959 1637 1 "e1" 1060754 1296 -1
"AALB007537" "e5" 167849770 1897 -1 "e1" 21755596 7066 -1
"AALB006320" "e1" 8058588 2256 1 "e1" 5424051 845 -1
"AALB006838" "e1" 1538909 5789 -1 "e1" 7157708 10110 -1
"AALB007708" "e1" 9509441 2956 -1 "e1" 8487286 22247 -1
"AALB006594" "e1" 4576459 1602 -1 "e1" 17155341 1469 1
"AALB007691" "e1" 9338504 5957 -1 "e1" 2120272 19282 1
"AALB007691" "e1" 9338504 5957 -1 "e1" 2120272 19282 1
"AALB006848" "e1" 1356824 1215 -1 "e1" 14560430 16879 1
"AALB006779" "e1" 2069106 5751 -1 "e1" 2180446 5214 -1
"AALB003707" "e1" 12000237 29551 -1 "e1" 5789782 24055 -1
"AALB006542" "e1" 5243791 3383 -1 "e1" 15336218 3288 -1
"AALB006505" "e1" 5738303 1364 1 "e1" 4270081 57006 -1
"AALB006309" "e1" 8233139 3804 -1 "e1" 18641005 7207 -1
"AALB006677" "e1" 3487401 2894 1 "e1" 22496341 66990 1
"AALB007762" "e1" 10920103 3807 -1 "e1" 320064 3404 -1
"AALB006514" "e1" 5658014 3255 -1 "e1" 4414895 15130 1
"AALB007626" "e1" 8637184 1845 -1 "e1" 15833868 2521 -1
"AALB006783" "e1" 2044939 1941 -1 "e1" 18801785 1600 1
"AALB006300" "e1" 8382150 3243 -1 "e1" 12548888 7963 1
"AALB006746" "e1" 2735823 1180 1 "e1" 10410448 67487 1
"AALB014114" "e4" 102655849 1371 -1 "e1" 22364083 1148 1
"AALB014114" "e4" 102655849 1371 -1 "e1" 22364083 1148 1
"AALB006931" "e1" 324455 6437 1 "e1" 5698848 13006 1
"AALB006495" "e1" 5875606 1691 -1 "e1" 6873929 2147 -1
"AALB006853" "e1" 1303976 692 -1 "e1" 14756843 1460 1
"AALB006528" "e1" 5494720 374 1 "e1" 10699414 1035 -1
"AALB006635" "e1" 4228436 3590 -1 "e1" 1207398 2955 -1
"AALB007652" "e1" 8888755 12729 1 "e1" 8735647 16263 1
"AALB006600" "e1" 4522758 1384 1 "e1" 7764447 1588 1
"AALB006592" "e1" 4579067 2222 -1 "e1" 11233957 2573 1
"AALB007650" "e1" 8882418 1385 -1 "e1" 12622062 1670 -1
"AALB006855" "e1" 1288346 1366 1 "e1" 14803452 22528 -1
"AALB006822" "e1" 1676174 574 1 "e1" 10083304 753 1
"AALB006825" "e1" 1657374 7190 -1 "e1" 2018689 7796 -1
"AALB007409" "e5" 162869714 1342 -1 "e1" 6766782 1436 -1
"AALB006295" "e1" 8401624 4703 1 "e1" 3070951 9205 1
"AALB006816" "e1" 1709789 3512 -1 "e1" 15861007 7261 -1
"AALB006950" "e1" 10139 1196 1 "e1" 12443351 1317 -1
"AALB006917" "e1" 466059 831 -1 "e1" 8293985 65898 1
"AALB006794" "e1" 1989878 2599 1 "e1" 7701644 4891 -1
"AALB006663" "e1" 3753318 4985 -1 "e1" 16431518 3683 1
"AALB006803" "e1" 1947837 3206 -1 "e1" 7325613 5816 -1
"AALB006806" "e1" 1928664 4276 -1 "e1" 7288292 3424 -1
"AALB006927" "e1" 350991 1005 -1 "e1" 5748669 1071 1
"AALB006810" "e1" 1907827 2011 1 "e1" 15536995 2153 1
"AALB006862" "e1" 1219333 381 1 "e1" 5327170 10312 1
"AALB007769" "e1" 10885440 1683 -1 "e1" 13159187 1558 -1
"AALB007637" "e1" 8762006 1477 1 "e1" 9597283 2436 1
"AALB006627" "e1" 4282601 1883 1 "e1" 4572839 1865 1
"AALB007706" "e1" 9471616 6558 1 "e1" 8442607 8723 1
"AALB007773" "e1" 10831497 2228 -1 "e1" 13067590 5936 -1
"AALB006552" "e1" 5129787 9953 1 "e1" 5511709 11082 -1
"AALB007739" "e1" 9767802 1634 1 "e1" 20951119 2194 1
"AALB006562" "e1" 4916798 2488 -1 "e1" 11692557 3162 1
"AALB006562" "e1" 4916798 2488 -1 "e1" 11692557 3162 1
"AALB006417" "e1" 6527727 2732 -1 "e1" 14915762 2867 1
"AALB007729" "e1" 9694361 15104 1 "e1" 19923244 6276 -1
"AALB006901" "e1" 634634 4948 1 "e1" 4900441 5099 -1
"AALB006874" "e1" 1125658 3654 1 "e1" 3120259 37792 1
"AALB007737" "e1" 9759458 1474 1 "e1" 18978097 1295 1
"AALB007785" "e1" 10660951 2469 1 "e1" 13423329 5261 -1
"AALB007785" "e1" 10660951 2469 1 "e1" 13423329 5261 -1
"AALB006649" "e1" 3978130 6714 -1 "e1" 9215504 51028 1
"AALB006706" "e1" 3235870 24241 1 "e1" 1798381 37551 1
"AALB006292" "e1" 8412789 3264 -1 "e1" 9455267 847 1
"AALB006292" "e1" 8412789 3264 -1 "e1" 9455267 847 1
"AALB006392" "e1" 7130489 7075 1 "e1" 14937287 13688 1
"AALB001165" "e4" 102658236 907 1 "e1" 22364083 1148 1
"AALB001165" "e4" 102658236 907 1 "e1" 22364083 1148 1
"AALB006411" "e1" 6554606 3699 1 "e1" 7545011 5449 1
"AALB006653" "e1" 3936807 1699 -1 "e1" 7231460 1218 -1
"AALB006662" "e1" 3888235 5082 1 "e1" 6905029 23878 -1
"AALB007658" "e1" 8939570 3969 1 "e1" 14351163 3558 -1
"AALB009186" "e2" 16690557 468 -1 "e1" 14238573 841 1
"AALB009186" "e2" 16690557 468 -1 "e1" 14238573 841 1
"AALB006688" "e1" 3404104 4977 1 "e1" 19092108 3020 1
"AALB006278" "e1" 8479010 13226 -1 "e1" 2943798 7115 1
"AALB006744" "e1" 2755365 2715 1 "e1" 10498796 2100 1
"AALB006637" "e1" 4182720 6865 -1 "e1" 1160877 4316 -1
"AALB015759" "e1" 6082575 10045 1 "e1" 13656841 11175 -1
"AALB014591" "e1" 3937854 1443 1 "e1" 18319986 961 1
"AALB003307" "e1" 10190029 1589 1 "e1" 11369793 3130 1
"AALB006793" "e1" 2000571 1301 -1 "e1" 4953414 1323 -1
"AALB006910" "e1" 556774 5004 1 "e1" 9555155 10216 1
"AALB006502" "e1" 5791499 1418 1 "e1" 4180964 57483 -1
"AALB006551" "e1" 5145018 3288 1 "e1" 5495763 8103 -1
"AALB014112" "e4" 102661568 1369 1 "e1" 22364083 1148 1
"AALB014112" "e4" 102661568 1369 1 "e1" 22364083 1148 1
"AALB003332" "e1" 10455512 738 -1 "e1" 14838271 1724 1
"AALB007776" "e1" 10758352 11706 1 "e1" 610531 5325 1
"AALB006557" "e1" 5040886 2382 -1 "e1" 16896937 45637 -1
"AALB007721" "e1" 9610093 1943 -1 "e1" 9524563 1964 1
"AALB006310" "e1" 8225712 2648 1 "e1" 18632743 3480 1
"AALB007765" "e1" 10893552 16320 -1 "e1" 2780430 36064 1
"AALB006889" "e1" 747610 2098 1 "e1" 494371 2161 1
"AALB006446" "e1" 6320483 7652 -1 "e1" 9662048 8433 1
"AALB006336" "e1" 7851954 16674 1 "e1" 97670 16351 -1
"AALB006423" "e1" 6446722 7479 -1 "e1" 4997982 7880 1
"AALB006423" "e1" 6446722 7479 -1 "e1" 4997982 7880 1
"AALB006265" "e1" 8608532 1369 -1 "e1" 15790708 1685 -1
"AALB006481" "e1" 5988112 584 -1 "e1" 20161491 1187 1
"AALB006526" "e1" 5498700 2640 1 "e1" 4510139 9912 -1
"AALB007787" "e1" 10655172 1286 1 "e1" 11207345 2106 -1
"AALB007787" "e1" 10655172 1286 1 "e1" 11207345 2106 -1
"AALB003313" "e1" 10227590 2111 -1 "e1" 19742305 4087 -1
"AALB003313" "e1" 10227590 2111 -1 "e1" 19742305 4087 -1
"AALB006366" "e1" 7491218 3974 -1 "e1" 16089585 3865 1
"AALB006863" "e1" 1211852 919 1 "e1" 5324597 867 1
"AALB006863" "e1" 1211852 919 1 "e1" 5324597 867 1
"AALB006795" "e1" 1985168 3846 -1 "e1" 13856868 2547 -1
"AALB006839" "e1" 1533871 4408 1 "e1" 13057051 9943 1
"AALB006850" "e1" 1316702 30000 1 "e1" 14618213 83859 -1
"AALB006850" "e1" 1316702 30000 1 "e1" 14618213 83859 -1
"AALB006361" "e1" 7543745 8184 -1 "e1" 14419729 15808 1
"AALB006464" "e1" 6146876 947 1 "e1" 13559147 1001 -1
"AALB006696" "e1" 3350607 3116 -1 "e1" 7193219 2665 1
"AALB006805" "e1" 1935535 8131 -1 "e1" 7310219 8644 1
"AALB006450" "e1" 6269631 2085 -1 "e1" 154424 865 -1
"AALB006802" "e1" 1959525 5844 1 "e1" 7356912 12420 1
"AALB006312" "e1" 8183144 7980 -1 "e1" 18582514 2760 -1
"AALB006658" "e1" 3912611 2139 -1 "e1" 15343949 1925 -1
"AALB014118" "e4" 102648980 672 1 "e1" 22364083 1148 1
"AALB014118" "e4" 102648980 672 1 "e1" 22364083 1148 1
"AALB006577" "e1" 4790543 19929 -1 "e1" 7860156 11569 -1
"AALB007778" "e1" 10707811 4928 -1 "e1" 512138 5537 -1
"AALB015532" "e1" 10066616 3018 1 "e1" 13437823 2766 -1
"AALB006643" "e1" 4097654 1659 -1 "e1" 1035905 1250 1
"AALB006801" "e1" 1968882 3046 -1 "e1" 20424066 3836 1
"AALB006617" "e1" 4428769 1233 -1 "e1" 1532552 2314 -1
"AALB006697" "e1" 3348536 674 1 "e1" 7190193 1342 1
"AALB007696" "e1" 9362324 2445 1 "e1" 2108015 2804 -1
"AALB007127" "e2" 30658348 368 1 "e1" 7613848 2180 -1
"AALB007127" "e2" 30658348 368 1 "e1" 7613848 2180 -1
"AALB006532" "e1" 5429805 614 -1 "e1" 10822501 1202 1
"AALB007723" "e1" 9628761 6988 1 "e1" 4524427 4307 -1
"AALB007760" "e1" 10936768 2648 1 "e1" 1937074 1353 -1
"AALB007731" "e1" 9719794 3555 1 "e1" 3032330 13522 -1
"AALB001468" "e4" 133192580 1353 -1 "e1" 20172573 1709 1
"AALB007784" "e1" 10665565 3508 -1 "e1" 13412128 1673 1
"AALB001116" "e4" 103379993 1418 -1 "e1" 17661067 1529 1
"AALB006719" "e1" 3033081 6913 1 "e1" 16961686 15812 -1
"AALB001403" "e4" 134130770 3532 1 "e1" 19765604 4047 1
"AALB006398" "e1" 6805053 25464 1 "e1" 4133151 30498 1
"AALB006588" "e1" 4602789 4730 1 "e1" 3480446 2258 1
"AALB008403" "e2" 39644725 1912 1 "e1" 8221968 3414 1
"AALB008403" "e2" 39644725 1912 1 "e1" 8221968 3414 1
"AALB007662" "e1" 8964514 1505 1 "e1" 7768368 1378 1
"AALB006407" "e1" 6642417 9157 -1 "e1" 6063203 3631 -1
"AALB006410" "e1" 6569682 1577 1 "e1" 5934317 1879 1
"AALB009707" "e2" 38055420 2712 1 "e1" 11804663 3948 1
"AALB009707" "e2" 38055420 2712 1 "e1" 11804663 3948 1
"AALB006283" "e1" 8455890 1932 1 "e1" 2992904 4107 -1
"AALB010881" "e2" 61301379 3777 -1 "e1" 12128805 1439 -1
"AALB006346" "e1" 7778482 10408 -1 "e1" 1609322 11399 1
"AALB006434" "e1" 6396199 1458 -1 "e1" 15378924 4378 1
"AALB006689" "e1" 3380067 10221 -1 "e1" 19057427 3594 -1
"AALB006629" "e1" 4272163 5207 -1 "e1" 1264727 2050 -1
"AALB006546" "e1" 5201906 14562 1 "e1" 408841 16232 1
"AALB006439" "e1" 6372716 4453 -1 "e1" 9839687 4183 -1
"AALB006303" "e1" 8341967 6601 -1 "e1" 12597182 13201 1
"AALB006650" "e1" 3958286 9155 -1 "e1" 9291162 5953 1
"AALB005772" "e3" 91640640 1167 1 "e1" 7617893 1467 -1
"AALB006788" "e1" 2023073 9470 1 "e1" 9946097 17171 1
"AALB006659" "e1" 3903973 6773 -1 "e1" 8075013 12476 1
"AALB006659" "e1" 3903973 6773 -1 "e1" 8075013 12476 1
"AALB006575" "e1" 4822555 6601 -1 "e1" 7904010 9800 -1
"AALB003316" "e1" 10247043 7350 1 "e1" 7206188 7575 -1
"AALB006470" "e1" 6060861 5124 -1 "e1" 7638218 6515 1
"AALB006344" "e1" 7796254 3908 -1 "e1" 1574720 1585 1
"AALB007714" "e1" 9556133 9246 1 "e1" 8024673 11182 1
"AALB006780" "e1" 2064684 4652 1 "e1" 2170814 7151 1
"AALB006618" "e1" 4417685 6755 1 "e1" 1521813 5436 1
"AALB005475" "e3" 88112881 2374 1 "e1" 7185243 2807 -1
"AALB005475" "e3" 88112881 2374 1 "e1" 7185243 2807 -1
"AALB006928" "e1" 348133 2644 1 "e1" 5751978 3557 -1
"AALB006545" "e1" 5222909 4400 1 "e1" 432496 7175 1
"AALB006757" "e1" 2526639 5256 -1 "e1" 7772090 8366 1
"AALB000050" "e4" 123015540 10967 -1 "e1" 290994 8276 1
"AALB006506" "e1" 5731141 1588 -1 "e1" 4332624 1310 1
"AALB015507" "e1" 9292799 1624 1 "e1" 1459302 1657 1
"AALB006726" "e1" 2948972 1226 -1 "e1" 13489256 1484 -1
"AALB007717" "e1" 9586016 2561 1 "e1" 13845732 7121 -1
"AALB006327" "e1" 7981046 3377 -1 "e1" 13371220 6093 -1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14355393 5750 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14362710 3304 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14355393 5750 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14362710 3304 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14355393 5750 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14362710 3304 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14355393 5750 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14362710 3304 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14355393 5750 1
"AALB007657" "e1" 8936858 2595 -1 "e1" 14362710 3304 1
"AALB007749" "e1" 11173693 3568 -1 "e1" 894175 4595 1
"AALB006419" "e1" 6499976 15767 1 "e1" 2001189 12976 1
"AALB003325" "e1" 10399048 4405 -1 "e1" 18244403 6864 -1
"AALB006616" "e1" 4431495 2190 1 "e1" 1537681 1534 1
"AALB006490" "e1" 5926091 2377 -1 "e1" 13765206 1757 1
"AALB006454" "e1" 6239963 3983 -1 "e1" 9483283 4732 -1
"AALB006720" "e1" 3020286 3987 -1 "e1" 5898219 1258 -1
"AALB006405" "e1" 6700866 1849 -1 "e1" 6135743 3540 -1
"AALB006903" "e1" 624886 1653 1 "e1" 7554571 7286 -1
"AALB006903" "e1" 624886 1653 1 "e1" 7554571 7286 -1
"AALB006790" "e1" 2015256 3433 -1 "e1" 4978232 3468 -1
"AALB006560" "e1" 4929513 9154 -1 "e1" 16803740 8585 -1
"AALB003698" "e1" 11855992 2544 1 "e1" 16712626 2474 -1
"AALB007699" "e1" 9372739 2390 -1 "e1" 4601136 3536 -1
"AALB006626" "e1" 4280153 6403 -1 "e1" 4570338 15886 -1
"AALB004073" "e5" 156719301 3081 -1 "e1" 4606870 3028 1
"AALB003285" "e1" 10005646 1086 -1 "e1" 15282061 1326 -1
"AALB006718" "e1" 3041921 2366 -1 "e1" 16954635 1955 1
"AALB007700" "e1" 9375829 2731 1 "e1" 19938332 3070 -1
"AALB006319" "e1" 8061089 7304 -1 "e1" 5433339 11497 -1
"AALB007734" "e1" 9744070 8683 1 "e1" 11240599 12185 1
"AALB006530" "e1" 5484319 740 1 "e1" 10719350 790 -1
"AALB006819" "e1" 1699822 4829 -1 "e1" 3084792 6159 1
"AALB004896" "e3" 80997903 1316 -1 "e1" 8960239 1521 1
"AALB006737" "e1" 2852042 5536 -1 "e1" 13740179 8244 1
"AALB007783" "e1" 10669915 2975 1 "e1" 2338747 7625 1
"AALB005048" "e3" 83093834 3886 -1 "e1" 10113259 18950 -1
"AALB015831" "e1" 5896693 1535 -1 "e1" 5468373 1267 1
"AALB006494" "e1" 5880466 6294 1 "e1" 9846923 7273 1
"AALB006591" "e1" 4581772 1992 1 "e1" 11229218 2185 -1
"AALB006288" "e1" 8431799 6362 -1 "e1" 3012698 9086 1
"AALB006360" "e1" 7557946 3015 1 "e1" 11847967 5473 -1
"AALB006893" "e1" 707975 10089 -1 "e1" 12682362 15819 1
"AALB006639" "e1" 4138772 2567 1 "e1" 1091287 5736 1
"AALB006387" "e1" 7319980 6172 -1 "e1" 12767186 1952 1
"AALB006381" "e1" 7361367 1877 -1 "e1" 18569272 1515 -1
"AALB003609" "e2" 51890684 2067 1 "e1" 1423897 2612 -1
"AALB006318" "e1" 8071090 950 1 "e1" 5401645 4021 1
"AALB006331" "e1" 7892914 1166 -1 "e1" 16762946 1605 -1
"AALB007777" "e1" 10719638 7101 -1 "e1" 528363 5903 -1
"AALB007777" "e1" 10719638 7101 -1 "e1" 528363 5903 -1
"AALB003521" "e2" 53258816 1598 1 "e1" 6869814 3171 1
"AALB006878" "e1" 1039633 8059 -1 "e1" 3190903 9880 1
"AALB005269" "e3" 85631341 1607 1 "e1" 9680497 3317 1
"AALB005269" "e3" 85631341 1607 1 "e1" 9680497 3317 1
"AALB006664" "e1" 3681608 10041 -1 "e1" 16526579 8468 1
"AALB006664" "e1" 3681608 10041 -1 "e1" 16526579 8468 1
"AALB007383" "e5" 163158308 2613 1 "e1" 7243064 2639 -1
"AALB007780" "e1" 10692394 1357 -1 "e1" 752557 2076 -1
"AALB006691" "e1" 3375254 446 -1 "e1" 18996231 1186 -1
"AALB006424" "e1" 6439822 7818 1 "e1" 5008876 11706 -1
"AALB006799" "e1" 1974780 1791 1 "e1" 20392220 23656 -1
"AALB006415" "e1" 6533155 9499 -1 "e1" 5045651 23184 -1
"AALB006710" "e1" 3214722 4935 -1 "e1" 1754563 4549 -1
"AALB006636" "e1" 4226412 1288 1 "e1" 1205360 1274 1
"AALB009856" "e5" 139423295 1093 1 "e1" 14912127 1102 -1
"AALB006286" "e1" 8442489 2288 1 "e1" 3006198 2181 -1
"AALB002439" "e2" 26588938 995 -1 "e1" 19935927 1737 1
"AALB006554" "e1" 5122975 674 -1 "e1" 5542940 1696 1
"AALB007757" "e1" 10974207 12579 1 "e1" 11733475 13812 -1
"AALB006740" "e1" 2815603 5137 -1 "e1" 17099581 7944 1
"AALB006657" "e1" 3915452 12275 1 "e1" 15355731 9011 1
"AALB006702" "e1" 3325752 1483 -1 "e1" 8681589 628 -1
"AALB006363" "e1" 7543683 1439 1 "e1" 14441808 2369 -1
"AALB006602" "e1" 4515852 912 1 "e1" 8105206 4946 1
"AALB006946" "e1" 21033 2625 1 "e1" 12430903 856 -1
"AALB006568" "e1" 4866835 3398 -1 "e1" 19832541 2412 -1
"AALB006831" "e1" 1592944 10907 -1 "e1" 10043203 27867 1
"AALB006906" "e1" 582193 19212 1 "e1" 212901 20784 1
"AALB015525" "e1" 1060668 2349 -1 "e1" 3181145 3385 1
"AALB006352" "e1" 7674892 3860 -1 "e1" 954969 6908 1
"AALB006349" "e1" 7755641 2161 1 "e1" 1646371 1463 -1
"AALB006781" "e1" 2053462 9589 -1 "e1" 2158496 7898 -1
"AALB003699" "e1" 11903592 6999 1 "e1" 779762 8100 -1
"AALB006843" "e1" 1436220 1553 -1 "e1" 16635818 1163 1
"AALB001117" "e4" 103377319 1793 -1 "e1" 17495741 3126 -1
"AALB006539" "e1" 5262123 2711 -1 "e1" 7083142 13257 -1
"AALB006539" "e1" 5262123 2711 -1 "e1" 7083142 13257 -1
"AALB006444" "e1" 6347011 3706 1 "e1" 9649892 3898 -1
"AALB006651" "e1" 3953643 3493 1 "e1" 6807763 5559 -1
"AALB006651" "e1" 3953643 3493 1 "e1" 6807763 5559 -1
"AALB006914" "e1" 492800 5403 1 "e1" 14447354 8793 1
"AALB006935" "e1" 283340 3626 1 "e1" 18918716 5718 1
"AALB007704" "e1" 9462008 7998 1 "e1" 11832305 5646 1
"AALB006416" "e1" 6531655 951 1 "e1" 5447851 2038 1
"AALB006386" "e1" 7326346 1931 1 "e1" 12762561 1973 -1
"AALB006354" "e1" 7656280 2099 1 "e1" 980089 3172 -1
"AALB006900" "e1" 640140 5618 -1 "e1" 4895939 2774 1
"AALB006707" "e1" 3239081 9264 -1 "e1" 1805859 10218 -1
"AALB006925" "e1" 355869 935 -1 "e1" 5732642 1947 1
"AALB003324" "e1" 10354055 6126 -1 "e1" 18135303 104319 -1
"AALB002494" "e2" 25821523 1325 1 "e1" 11651485 1919 -1
"AALB001899" "e4" 125746214 848 1 "e1" 2095444 4584 1
"AALB001899" "e4" 125746214 848 1 "e1" 2090480 863 -1
"AALB003328" "e1" 10419350 6028 -1 "e1" 18285704 7962 -1
"AALB006332" "e1" 7890253 540 1 "e1" 16748348 9653 1
"AALB006685" "e1" 3414147 9135 1 "e1" 12160909 8773 -1
"AALB006842" "e1" 1450400 1863 1 "e1" 16619141 2128 -1
"AALB015556" "e1" 8548051 1038 -1 "e1" 13784275 1168 -1
"AALB010149" "e5" 144660082 1769 1 "e1" 16768557 4379 1
"AALB006404" "e1" 6705413 5819 -1 "e1" 6141381 12619 -1
"AALB006652" "e1" 3939493 1327 -1 "e1" 18322896 1461 -1
