"ensembl_gene_id" "chromosome_name" "start_position" "end_position" "strand" "chromosome_name.1" "start_position.1" "end_position.1" "strand.1"
"AALB009390" "e2" 14229167 1146 1 "e2" 25564933 1627 1
"AALB009160" "e2" 17076637 2602 -1 "e2" 30133059 2192 -1
"AALB008333" "e2" 41073227 1827 -1 "e2" 82765170 16145 -1
"AALB002490" "e2" 25831303 1483 1 "e2" 67505636 1554 -1
"AALB008928" "e2" 20109866 7324 -1 "e2" 81177057 2862 -1
"AALB009382" "e2" 14317486 1388 1 "e2" 25661423 1373 1
"AALB007123" "e2" 30679798 4703 -1 "e2" 56807666 1268 -1
"AALB003655" "e2" 51217014 2378 -1 "e2" 60367306 2448 1
"AALB002671" "e2" 22735989 1142 1 "e2" 37232079 2328 1
"AALB002270" "e2" 31648272 5454 -1 "e2" 63840289 1379 1
"AALB002734" "e2" 57473656 675 1 "e2" 41736597 768 1
"AALB002436" "e2" 26594729 1027 1 "e2" 33197934 1540 1
"AALB009354" "e2" 14675416 2078 1 "e2" 26030779 2072 1
"AALB009141" "e2" 17317335 8961 1 "e2" 30415219 10163 1
"AALB003778" "e5" 136341928 4365 1 "e2" 24472106 3437 1
"AALB008536" "e2" 61075525 1396 -1 "e2" 73917122 1308 -1
"AALB008907" "e2" 20311475 2296 -1 "e2" 61591510 694 -1
"AALB009518" "e2" 12736304 1549 1 "e2" 58785822 2265 1
"AALB008425" "e2" 39356835 4678 1 "e2" 77929303 28038 -1
"AALB009426" "e2" 13705720 878 1 "e2" 24986013 1452 1
"AALB009091" "e2" 17940567 2801 1 "e2" 54905955 3366 -1
"AALB003682" "e2" 50971980 7652 -1 "e2" 62939851 10283 -1
"AALB002685" "e2" 22616559 2917 1 "e2" 27773269 1777 1
"AALB009538" "e2" 12487182 2377 1 "e2" 58397627 3807 1
"AALB007249" "e2" 28833414 1705 -1 "e2" 71872060 1509 -1
"AALB008891" "e2" 20441896 3492 1 "e2" 52236788 3607 -1
"AALB002495" "e2" 25814652 5101 1 "e2" 67519284 5905 -1
"AALB003097" "e2" 49081134 777 1 "e2" 48060372 707 -1
"AALB002965" "e2" 46813923 2826 -1 "e2" 52288877 3114 1
"AALB002523" "e2" 25566512 2101 1 "e2" 63734814 7410 1
"AALB009496" "e2" 12965003 2508 1 "e2" 59194496 2645 1
"AALB003919" "e2" 38486826 4036 -1 "e2" 30628607 3857 -1
"AALB008733" "e2" 58113904 2451 -1 "e2" 57957766 4487 -1
"AALB002204" "e2" 33007401 2542 -1 "e2" 35008761 3052 1
"AALB009012" "e2" 19104749 4682 1 "e2" 78478560 34843 -1
"AALB003163" "e2" 50259930 1325 -1 "e2" 80755938 1525 1
"AALB008149" "e2" 43668981 5973 1 "e2" 54658152 27858 1
"AALB002156" "e2" 33472068 803 -1 "e2" 74985058 1768 1
"AALB002405" "e2" 26818863 1296 -1 "e2" 55621571 1998 1
"AALB009164" "e2" 16971361 767 -1 "e2" 46712334 988 1
"AALB008839" "e2" 21532950 13550 -1 "e2" 36171138 13886 -1
"AALB009432" "e2" 13671656 1091 -1 "e2" 26473478 1754 1
"AALB008169" "e2" 43409304 2599 -1 "e2" 70646362 2662 1
"AALB002320" "e2" 28162088 22556 -1 "e2" 52449932 7853 1
"AALB008180" "e2" 43304618 12811 1 "e2" 38442092 16696 -1
"AALB009193" "e2" 16663033 10052 1 "e2" 27019778 16035 1
"AALB009572" "e2" 36150671 991 -1 "e2" 46944243 1041 1
"AALB003051" "e2" 48300547 491 -1 "e2" 53328978 860 -1
"AALB003432" "e2" 54427871 2887 1 "e2" 57346255 3052 -1
"AALB009168" "e2" 16943712 536 1 "e2" 46744707 1222 -1
"AALB008856" "e2" 21246418 3628 -1 "e2" 41283287 4623 1
"AALB002393" "e2" 26939254 1241 -1 "e2" 51065589 1248 1
"AALB002130" "e2" 33995068 719 1 "e2" 81463227 685 1
"AALB009638" "e2" 36878530 1161 1 "e2" 69106647 1267 1
"AALB008714" "e2" 58398952 6292 1 "e2" 69960859 27459 1
"AALB015616" "e2" 31688340 2103 1 "e2" 45438656 1812 1
"AALB007128" "e2" 30632171 1777 1 "e2" 38352522 10241 1
"AALB002142" "e2" 33668131 20174 -1 "e2" 74662917 37790 1
"AALB003107" "e2" 49429681 5905 1 "e2" 69288805 13153 -1
"AALB003409" "e2" 54704837 2000 1 "e2" 41589470 2864 -1
"AALB002160" "e2" 33426618 4822 1 "e2" 75036773 21438 -1
"AALB008091" "e2" 44884733 8454 -1 "e2" 77870180 8266 1
"AALB014252" "e2" 23197648 6648 1 "e2" 72271472 1453 1
"AALB007270" "e2" 28454145 6501 -1 "e2" 57500816 9188 1
"AALB007252" "e2" 28822972 1345 -1 "e2" 71860435 2288 -1
"AALB008665" "e2" 59069186 1796 1 "e2" 50008903 2290 1
"AALB008081" "e2" 44985330 12382 -1 "e2" 77721432 38089 1
"AALB002703" "e2" 22442124 3316 1 "e2" 37193224 6019 1
"AALB002446" "e2" 26488507 7964 1 "e2" 33104186 4867 1
"AALB002895" "e2" 62622799 921 -1 "e2" 83944083 1278 -1
"AALB003548" "e2" 52786804 1681 -1 "e2" 81722189 2180 -1
"AALB003185" "e2" 50713660 11839 1 "e2" 65718519 11035 1
"AALB009385" "e2" 14295836 7051 1 "e2" 25640011 6302 1
"AALB009215" "e2" 16187550 17549 1 "e2" 26531547 4561 1
"AALB002791" "e2" 56853993 6123 1 "e2" 70006573 9999 1
"AALB009737" "e2" 38350277 1431 1 "e2" 42853677 25805 1
"AALB009682" "e2" 37651385 1225 1 "e2" 48232739 1510 -1
"AALB008370" "e2" 40612008 10038 1 "e2" 49164131 8404 1
"AALB003074" "e2" 48696238 1777 -1 "e2" 34703932 19466 1
"AALB015567" "e2" 23353072 1427 -1 "e2" 65086320 1150 1
"AALB015567" "e2" 23353072 1427 -1 "e2" 65083815 1364 1
"AALB015567" "e2" 23353072 1427 -1 "e2" 65086320 1150 1
"AALB015567" "e2" 23353072 1427 -1 "e2" 65083815 1364 1
"AALB002835" "e2" 62046437 4337 1 "e2" 62157290 1797 -1
"AALB007229" "e2" 29117130 1210 1 "e2" 63497821 1654 -1
"AALB002979" "e2" 46948410 3839 1 "e2" 81914867 3217 -1
"AALB015855" "e2" 17407350 1728 1 "e2" 30513105 1343 1
"AALB002402" "e2" 26833585 6123 -1 "e2" 55617429 3847 -1
"AALB015847" "e2" 60273707 3078 -1 "e2" 33484442 2414 1
"AALB002985" "e2" 47006775 1214 1 "e2" 81856529 1415 -1
"AALB009635" "e2" 36862349 5192 1 "e2" 69089611 1872 1
"AALB003646" "e2" 51326784 1997 1 "e2" 60234379 3129 -1
"AALB002773" "e2" 57060539 2563 -1 "e2" 66607459 64637 1
"AALB002537" "e2" 25399567 6933 -1 "e2" 46310576 3534 1
"AALB015801" "e2" 50012442 1772 1 "e2" 81071950 1793 -1
"AALB008719" "e2" 58340097 2360 1 "e2" 69890516 3843 1
"AALB015872" "e2" 16075982 1325 -1 "e2" 30114798 1243 -1
"AALB008395" "e2" 39873438 4572 1 "e2" 76566104 3712 -1
"AALB002699" "e2" 22483335 638 1 "e2" 29657444 733 1
"AALB008369" "e2" 40649700 1486 1 "e2" 49202184 1440 1
"AALB002610" "e2" 23834761 3403 -1 "e2" 40133137 1645 -1
"AALB008662" "e2" 59097783 3085 -1 "e2" 50039381 2109 -1
"AALB009067" "e2" 18211912 9906 -1 "e2" 61512489 9300 -1
"AALB009449" "e2" 13582446 5269 -1 "e2" 76067380 4383 -1
"AALB009223" "e2" 16099651 1823 1 "e2" 46563292 3470 -1
"AALB003538" "e2" 53055760 9047 -1 "e2" 64201851 13326 -1
"AALB008844" "e2" 21456273 938 -1 "e2" 36081582 689 -1
"AALB009066" "e2" 18253074 12433 -1 "e2" 64798423 17686 -1
"AALB008822" "e2" 21683484 8356 -1 "e2" 36346921 7500 -1
"AALB009587" "e2" 36384738 6233 -1 "e2" 27390300 4396 -1
"AALB002313" "e2" 30792893 19718 -1 "e2" 27875118 11683 1
"AALB002111" "e2" 34631891 1546 1 "e2" 44281622 1418 1
"AALB002535" "e2" 25424780 5126 -1 "e2" 63593971 2216 -1
"AALB003103" "e2" 49414804 1259 -1 "e2" 54246249 1413 -1
"AALB009690" "e2" 37682530 560 1 "e2" 48072013 1725 1
"AALB002181" "e2" 33279661 5915 -1 "e2" 37411743 22080 1
"AALB002263" "e2" 31708469 3162 -1 "e2" 45463573 4993 -1
"AALB002496" "e2" 25813390 835 -1 "e2" 67525336 989 1
"AALB009665" "e2" 37241740 1565 -1 "e2" 42181888 2883 1
"AALB002665" "e2" 22855777 13068 -1 "e2" 37379780 1610 -1
"AALB009345" "e2" 14750048 836 1 "e2" 26054919 71519 1
"AALB003180" "e2" 50701779 1525 -1 "e2" 78551071 2448 1
"AALB008535" "e2" 61081499 1724 1 "e2" 78746391 2118 1
"AALB002598" "e2" 24075404 703 -1 "e2" 61284113 738 1
"AALB002170" "e2" 33340363 833 -1 "e2" 42620199 1297 -1
"AALB002324" "e2" 28145246 1025 -1 "e2" 52477307 1773 1
"AALB002428" "e2" 26650180 2506 1 "e2" 55817503 8712 -1
"AALB007146" "e2" 30070793 2902 1 "e2" 37797071 3077 1
"AALB009194" "e2" 16655384 2017 1 "e2" 27014898 2348 1
"AALB009625" "e2" 36765996 796 -1 "e2" 39047443 1311 1
"AALB002065" "e2" 35380788 5293 1 "e2" 45063978 4705 1
"AALB008912" "e2" 20290449 1250 -1 "e2" 61554729 860 -1
"AALB008690" "e2" 58657267 7039 -1 "e2" 80387983 9089 1
"AALB002666" "e2" 22852498 2392 1 "e2" 37362269 2144 1
"AALB009201" "e2" 16509565 3027 1 "e2" 26863449 3075 1
"AALB002527" "e2" 25443795 19826 -1 "e2" 63615305 10352 -1
"AALB009062" "e2" 18486906 2959 1 "e2" 44607992 3338 1
"AALB009431" "e2" 13686098 1057 1 "e2" 24961595 1766 1
"AALB002702" "e2" 22458983 4551 1 "e2" 37200554 19464 1
"AALB003470" "e2" 53844787 5521 1 "e2" 79995205 13663 -1
"AALB008327" "e2" 41112640 4221 -1 "e2" 82801931 16364 -1
"AALB009692" "e2" 37709387 7213 1 "e2" 64478282 4829 -1
"AALB009366" "e2" 14629216 2859 1 "e2" 25976479 4529 1
"AALB002363" "e2" 27614730 371 -1 "e2" 28597554 652 1
"AALB008541" "e2" 61052401 1033 -1 "e2" 77718570 1738 -1
"AALB003665" "e2" 51108875 3162 -1 "e2" 76320281 3904 1
"AALB002454" "e2" 26209726 876 -1 "e2" 30951233 770 -1
"AALB002357" "e2" 27628061 900 1 "e2" 28582983 1525 -1
"AALB008460" "e2" 38797832 9251 1 "e2" 79433808 10754 1
"AALB002438" "e2" 26590376 2249 1 "e2" 33193231 2322 1
"AALB009658" "e2" 37104980 7748 -1 "e2" 42336248 13892 1
"AALB002970" "e2" 46848699 9698 -1 "e2" 82005237 2652 1
"AALB009256" "e2" 15748469 5417 -1 "e2" 29755957 4957 -1
"AALB003135" "e2" 49782929 2905 -1 "e2" 68053423 1758 1
"AALB009545" "e2" 12390197 3281 -1 "e2" 58276434 1800 -1
"AALB002973" "e2" 46892853 1606 -1 "e2" 81978588 1647 1
"AALB008390" "e2" 40036132 614 1 "e2" 76392843 356 -1
"AALB002627" "e2" 23429126 921 -1 "e2" 64983275 866 1
"AALB009145" "e2" 17230258 3441 -1 "e2" 30327142 2921 -1
"AALB009161" "e2" 17075203 1120 -1 "e2" 46574289 1270 1
"AALB008730" "e2" 58124093 528 -1 "e2" 57969284 828 -1
"AALB014346" "e2" 52517207 571 -1 "e2" 33289699 442 -1
"AALB009620" "e2" 36724507 7645 1 "e2" 39085693 6996 -1
"AALB003680" "e2" 50996203 1931 -1 "e2" 62977308 2053 -1
"AALB008937" "e2" 20058031 4365 -1 "e2" 81116204 1219 -1
"AALB008899" "e2" 20391296 3822 1 "e2" 52293280 27620 -1
"AALB003113" "e2" 49639875 725 -1 "e2" 69460750 1334 -1
"AALB008265" "e2" 42164502 2615 1 "e2" 83208405 21966 1
"AALB015618" "e2" 19395996 1857 1 "e2" 52876273 1818 -1
"AALB003559" "e2" 52676980 1919 1 "e2" 81562211 2885 1
"AALB009568" "e2" 36046103 552 1 "e2" 47056668 786 -1
"AALB007141" "e2" 30395725 3041 1 "e2" 38120827 3237 1
"AALB002787" "e2" 56927850 766 -1 "e2" 79047560 611 1
"AALB002787" "e2" 56927850 766 -1 "e2" 79044724 614 1
"AALB003456" "e2" 54004478 6069 1 "e2" 34574343 27618 -1
"AALB009700" "e2" 37944373 1107 1 "e2" 82254983 26994 -1
"AALB003574" "e2" 52552992 4334 1 "e2" 31657769 5086 1
"AALB008344" "e2" 41000798 4085 1 "e2" 60698679 4052 1
"AALB002684" "e2" 22619646 3798 -1 "e2" 27775357 3814 -1
"AALB002999" "e2" 47162611 1332 -1 "e2" 28392211 1275 1
"AALB002068" "e2" 35346773 2180 -1 "e2" 56720893 1674 1
"AALB008660" "e2" 59112422 7070 -1 "e2" 50054773 2945 -1
"AALB002802" "e2" 61634410 1628 -1 "e2" 65955071 1745 1
"AALB008576" "e2" 60436442 2762 -1 "e2" 75148069 2481 -1
"AALB003024" "e2" 47777090 14517 1 "e2" 67117556 28826 1
"AALB008704" "e2" 58570394 4219 1 "e2" 73839547 12053 1
"AALB008293" "e2" 41739889 2046 -1 "e2" 29131783 2139 1
"AALB003021" "e2" 47712700 2658 1 "e2" 67051023 9279 1
"AALB002785" "e2" 56931345 1273 -1 "e2" 66825020 2202 1
"AALB007156" "e2" 29959465 1949 -1 "e2" 58135983 11342 -1
"AALB008921" "e2" 20137131 1844 -1 "e2" 57760208 935 1
"AALB009489" "e2" 13131109 361 -1 "e2" 53488101 492 -1
"AALB015519" "e2" 25682372 2132 1 "e2" 67691897 2077 -1
"AALB009647" "e2" 37001517 501 -1 "e2" 42483228 1422 -1
"AALB008310" "e2" 41336011 9733 1 "e2" 75097838 9423 -1
"AALB003017" "e2" 47692628 2421 1 "e2" 67028942 3203 1
"AALB003525" "e2" 53251692 1669 -1 "e2" 82654413 533 1
"AALB002728" "e2" 22075575 6719 -1 "e2" 36774715 5192 -1
"AALB002074" "e2" 35292639 335 1 "e2" 56785218 1022 -1
"AALB002309" "e2" 30930171 847 -1 "e2" 29453572 37936 1
"AALB003679" "e2" 51007776 1367 -1 "e2" 62990688 1864 -1
"AALB008936" "e2" 20060170 4078 1 "e2" 81120709 2191 1
"AALB003922" "e2" 38515585 5351 1 "e2" 33923295 3571 -1
"AALB008656" "e2" 59150604 699 -1 "e2" 31397348 780 -1
"AALB003608" "e2" 51893136 572 1 "e2" 74152429 663 -1
"AALB003458" "e2" 53980027 17512 -1 "e2" 34607156 14190 1
"AALB002102" "e2" 34701961 898 -1 "e2" 44365762 1038 -1
"AALB009657" "e2" 37097264 2442 1 "e2" 42356511 3045 -1
"AALB008353" "e2" 40865462 10895 1 "e2" 42689874 10377 -1
"AALB015566" "e2" 23357607 1270 -1 "e2" 65079717 1430 1
"AALB009310" "e2" 15146519 2529 -1 "e2" 24817840 2762 1
"AALB009274" "e2" 15627660 6615 1 "e2" 64905944 1216 -1
"AALB003568" "e2" 52604640 3573 1 "e2" 41968506 3434 -1
"AALB003568" "e2" 52604640 3573 1 "e2" 41980582 1958 -1
"AALB008560" "e2" 60652287 3188 -1 "e2" 77344078 2928 -1
"AALB002517" "e2" 25599734 824 1 "e2" 63781355 581 1
"AALB002539" "e2" 25381619 1197 -1 "e2" 46330659 16512 1
"AALB002796" "e2" 56835649 3290 1 "e2" 73658166 3068 1
"AALB008736" "e2" 58078350 1570 -1 "e2" 57903142 1700 -1
"AALB008736" "e2" 58078350 1570 -1 "e2" 57910452 1691 -1
"AALB002252" "e2" 31857800 6211 1 "e2" 40933754 10577 -1
"AALB009116" "e2" 17536654 1061 1 "e2" 55428881 1281 -1
"AALB009116" "e2" 17536654 1061 1 "e2" 55401391 1282 -1
"AALB002248" "e2" 31904939 21052 1 "e2" 40859993 20147 -1
"AALB007278" "e2" 28411937 15480 -1 "e2" 57550867 19822 1
"AALB015708" "e2" 25768376 2563 1 "e2" 67584091 2108 -1
"AALB002371" "e2" 27472803 1418 1 "e2" 54075708 1702 1
"AALB002279" "e2" 31622255 2108 -1 "e2" 51442560 2103 1
"AALB008057" "e2" 45876612 1613 1 "e2" 32131995 1439 -1
"AALB003918" "e2" 38480479 3987 1 "e2" 30606432 21176 1
"AALB003926" "e2" 38541224 4438 -1 "e2" 31203676 2817 1
"AALB009136" "e2" 17348816 2277 -1 "e2" 30448252 2191 -1
"AALB008996" "e2" 19335679 15775 1 "e2" 52936648 3550 -1
"AALB007158" "e2" 29956297 1891 -1 "e2" 58132331 2420 -1
"AALB007187" "e2" 29688753 3622 -1 "e2" 63847137 3886 1
"AALB002277" "e2" 31630944 335 -1 "e2" 51434431 335 1
"AALB008517" "e2" 61255663 860 -1 "e2" 54505480 1273 1
"AALB009412" "e2" 13774530 3537 -1 "e2" 25056809 1436 -1
