# genome1: genome1
# genome2: genome2
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign
0 "e5" 137136880 3602 + "e5" 194747572 8506 -
0 "e5" 137229046 5546 + "e5" 194610755 6560 -
0 "e5" 137240658 566 + "e5" 194602369 563 -
0 "e5" 137247458 3621 + "e5" 194592955 2024 -
0 "e5" 137273558 8711 + "e5" 194538826 48460 -
0 "e5" 137316990 3741 + "e5" 194515589 22632 -
0 "e5" 137320818 734 + "e5" 194512445 716 -
0 "e5" 137322973 770 + "e5" 194510259 848 -
0 "e5" 137397376 5705 + "e5" 194423007 19658 -
0 "e5" 137457604 1951 + "e5" 194356371 2027 -
0 "e5" 137462156 1984 + "e5" 194328197 25045 -
0 "e5" 137519969 7871 + "e5" 194262750 17155 -
0 "e5" 137602441 932 + "e5" 194144848 30299 -
0 "e5" 137653053 2414 + "e5" 194106814 2952 -
0 "e5" 137656538 776 + "e5" 194088839 16802 -
0 "e5" 137722426 8100 + "e5" 194019176 2313 -
0 "e5" 137955077 1088 + "e5" 193715856 18594 -
0 "e5" 138146681 1488 + "e5" 193516455 1476 -
0 "e5" 138196224 9214 + "e5" 193432830 4414 -
0 "e5" 138206765 6600 + "e5" 193425369 7128 -
0 "e5" 138223246 4296 + "e5" 193405823 15812 -
0 "e5" 138231618 15893 + "e5" 193395102 4982 -
0 "e5" 138247926 3000 + "e5" 193371611 6673 -
0 "e5" 138334181 4804 + "e5" 193277132 5290 -
0 "e5" 138356436 13701 + "e5" 172602684 20059 +
0 "e5" 138451590 1726 + "e5" 172728350 2862 +
0 "e5" 138454339 1142 + "e5" 172731821 1404 +
0 "e5" 138455571 1587 + "e5" 172733777 1106 +
0 "e5" 138457527 1734 + "e5" 172735413 2861 +
0 "e5" 138466743 1199 + "e5" 172749460 1536 +
0 "e5" 138468281 673 + "e5" 172751204 749 +
0 "e5" 138483955 4916 + "e5" 172771707 17988 +
0 "e5" 138506942 3502 + "e5" 172802122 2129 +
0 "e5" 138513468 1602 + "e5" 172811647 1488 +
0 "e5" 138527019 5371 + "e5" 172823936 7626 +
0 "e5" 138564912 4216 + "e5" 172896696 7128 +
0 "e5" 138570020 2797 + "e5" 172904155 2248 +
0 "e5" 138573114 512 + "e5" 172907927 563 +
0 "e5" 138575165 2373 + "e5" 172911209 1424 +
0 "e5" 138586348 3069 + "e5" 172921351 4573 +
0 "e5" 138590759 2040 + "e5" 170966649 3453 +
0 "e5" 138595647 8370 + "e5" 170972889 15565 +
0 "e5" 138625715 6649 + "e5" 171018101 3264 +
0 "e5" 138634047 627 + "e5" 171026464 1229 +
0 "e5" 138635115 1742 + "e5" 171033559 3758 +
0 "e5" 138647373 6763 + "e5" 171048440 7262 +
0 "e5" 138661064 1667 + "e5" 171073064 2265 +
0 "e5" 138666333 8792 + "e5" 171076540 12506 +
0 "e5" 138675491 4891 + "e5" 171089366 3583 +
0 "e5" 138684553 9682 + "e5" 171096691 10880 +
0 "e5" 138758534 1376 + "e5" 171202096 2113 +
0 "e5" 138769301 13857 + "e5" 171216441 39367 +
0 "e5" 138786318 5331 + "e5" 171259884 6510 +
0 "e5" 138792450 1102 + "e5" 171269354 3750 +
0 "e5" 138797369 1568 + "e5" 171277414 1472 +
0 "e5" 138799262 2015 + "e5" 192213929 1853 -
0 "e5" 138801892 12378 + "e5" 192197428 15771 -
0 "e5" 138821195 1181 + "e5" 192192211 1209 -
0 "e5" 138827812 11289 + "e5" 192179862 6238 -
0 "e5" 138839520 1225 + "e5" 192172212 1477 -
0 "e5" 138840852 8757 + "e5" 192158604 7894 -
0 "e5" 138880354 413 + "e5" 192122248 34612 -
0 "e5" 138896731 9665 + "e5" 192065959 37131 -
0 "e5" 138944703 2340 + "e5" 192020914 2372 -
0 "e5" 138956460 897 + "e5" 192009187 973 -
0 "e5" 138958499 626 + "e5" 192007952 623 -
0 "e5" 138962934 6296 + "e5" 191994294 7279 -
0 "e5" 139062987 12493 + "e5" 168756225 30919 -
0 "e5" 139103916 9873 + "e5" 168706542 2207 -
0 "e5" 139115753 2392 + "e5" 168702376 3349 -
0 "e5" 139128854 1553 + "e5" 168688645 1986 -
0 "e5" 139152252 2570 + "e5" 168657332 1797 -
0 "e5" 139161782 1750 + "e5" 168629063 1715 -
0 "e5" 139164290 2223 + "e5" 168623438 4999 -
0 "e5" 139169205 6574 + "e5" 168611671 10319 -
0 "e5" 139221922 1553 + "e5" 168562222 1532 -
0 "e5" 139246187 1075 + "e5" 168402023 1277 -
0 "e5" 139248100 3264 + "e5" 168398341 2611 -
0 "e5" 139252875 26040 + "e5" 168377861 17337 -
0 "e5" 139281539 3391 + "e5" 168370461 3797 -
0 "e5" 139285056 4592 + "e5" 168362722 3813 -
0 "e5" 139291129 2447 + "e5" 168357812 4601 -
0 "e5" 139294298 1671 + "e5" 168352630 3919 -
0 "e5" 139298452 1327 + "e5" 168351285 1316 -
0 "e5" 139303986 4514 + "e5" 188924371 2348 +
0 "e5" 139308926 629 + "e5" 168335769 858 -
0 "e5" 139415858 1466 + "e5" 168203432 10756 -
0 "e5" 139468845 4028 + "e5" 168134354 9288 -
0 "e5" 139482104 715 + "e5" 168130519 2440 -
0 "e5" 139542956 2167 + "e5" 168052754 2813 -
0 "e5" 139545317 5602 + "e5" 168046096 6502 -
0 "e5" 139564169 467 + "e5" 168019965 11144 -
0 "e5" 139686739 1199 + "e5" 167842523 1022 -
0 "e5" 139704089 1501 + "e5" 167817777 1509 -
0 "e5" 139706722 2275 + "e5" 167813879 2487 -
0 "e5" 139711863 2699 + "e5" 178220270 2297 +
0 "e5" 139716974 1346 + "e5" 178225075 1744 +
0 "e5" 139719049 626 + "e5" 178227217 1040 +
0 "e5" 139720214 1033 + "e5" 178228330 2403 +
0 "e5" 139724334 4354 + "e5" 178233366 6073 +
0 "e5" 139750732 756 + "e5" 178269108 11047 +
0 "e5" 139762279 4461 + "e5" 178283635 5908 +
0 "e5" 139769875 14058 + "e5" 178290598 21375 +
0 "e5" 139804308 3510 + "e5" 178330255 46218 +
0 "e5" 139837362 3721 + "e5" 178380265 6419 +
0 "e5" 139847272 4674 + "e5" 178392793 5982 +
0 "e5" 139856828 5702 + "e5" 178405948 6483 +
0 "e5" 139863033 4012 + "e5" 178415808 4182 +
0 "e5" 139867819 9035 + "e5" 178420694 9576 +
0 "e5" 139884880 4800 + "e5" 178432163 19160 +
0 "e5" 139891656 5748 + "e5" 178457527 29034 +
0 "e5" 139969141 9009 + "e5" 178572570 7596 +
0 "e5" 139979437 3419 + "e5" 178587592 3185 +
0 "e5" 140002609 9273 + "e5" 178626360 4478 +
0 "e5" 140013410 2736 + "e5" 178630923 3810 + # merged; repeat 32
0 "e5" 140018043 22446 + "e5" 178636820 27834 +
0 "e5" 140043781 5664 + "e5" 173345876 2216 +
0 "e5" 140086237 7234 + "e5" 173394326 2779 +
0 "e5" 140104094 4310 + "e5" 187574836 6527 -
0 "e5" 140209942 20100 + "e5" 187416308 26158 -
0 "e5" 140605509 4301 + "e5" 186943507 4465 -
0 "e5" 140697880 833 + "e5" 186839346 8443 -
0 "e5" 140725201 2837 + "e5" 186811216 2711 -
0 "e5" 140810045 6869 + "e5" 186681536 8525 -
0 "e5" 140826498 2405 + "e5" 186667626 1678 -
0 "e5" 140837868 2073 + "e5" 186654149 2324 -
0 "e5" 140840005 691 + "e5" 186653224 867 -
0 "e5" 140873360 1609 + "e5" 186603428 1586 -
0 "e5" 140878029 9678 + "e5" 186593137 1516 -
0 "e5" 140889109 1961 + "e5" 186586079 2140 -
0 "e5" 140892042 3032 + "e5" 186578168 7291 -
0 "e5" 140897134 1865 + "e5" 186575604 1835 -
0 "e5" 140899575 5982 + "e5" 186567973 7103 -
0 "e5" 140905676 7199 + "e5" 186558132 7839 -
0 "e5" 140913941 3573 + "e5" 186551961 3301 -
0 "e5" 140919284 1617 + "e5" 186547358 1614 -
0 "e5" 140921200 1253 + "e5" 186545787 1278 -
0 "e5" 140922773 6093 + "e5" 186538770 3350 -
0 "e5" 140930037 5260 + "e5" 186530787 6326 -
0 "e5" 140935889 14826 + "e5" 186522593 2407 -
0 "e5" 140955125 2673 + "e5" 186502633 3115 -
0 "e5" 141028707 1376 + "e5" 186417414 1387 +
0 "e5" 141040390 887 + "e5" 186393707 890 -
0 "e5" 141042903 5410 + "e5" 186385327 6507 -
0 "e5" 141056637 1892 + "e5" 184890735 518 +
0 "e5" 141073597 1937 + "e5" 184911497 3420 +
0 "e5" 141224696 1393 + "e5" 185125611 6403 +
0 "e5" 141226748 695 + "e5" 185132250 695 +
0 "e5" 141227926 11763 + "e5" 177758124 15485 -
0 "e5" 141254297 4723 + "e5" 177730679 7223 -
0 "e5" 141400461 8598 + "e5" 177485675 9489 -
0 "e5" 141417867 6027 + "e5" 177464462 9787 -
0 "e5" 141443467 572 + "e5" 177444051 551 -
0 "e5" 141453379 785 + "e5" 177431921 746 -
0 "e5" 141457567 19717 + "e5" 177406036 20640 -
0 "e5" 141572528 2345 + "e5" 177271397 6402 -
0 "e5" 141578015 2091 + "e5" 177263888 2808 -
0 "e5" 141585464 4846 + "e5" 177252947 7557 -
0 "e5" 141607861 3423 + "e5" 171767128 4126 -
0 "e5" 141630067 1455 + "e5" 171741944 5198 -
0 "e5" 141681542 1066 + "e5" 196138836 1794 +
0 "e5" 141687714 10934 + "e5" 196144668 22609 +
0 "e5" 141726643 4079 + "e5" 196188508 2374 +
0 "e5" 141795830 1546 + "e5" 196200566 1034 +
0 "e5" 141807940 1232 + "e5" 196231901 977 +
0 "e5" 141810156 904 + "e5" 196241371 994 -
0 "e5" 141812548 5720 + "e5" 196234302 5577 -
0 "e5" 141843350 4655 + "e5" 196261779 7345 +
0 "e5" 141849835 1672 + "e5" 196269654 2323 +
0 "e5" 141876659 17235 + "e5" 196303651 18232 +
0 "e5" 141894132 2223 + "e5" 168722435 2162 +
0 "e5" 141896950 4117 + "e5" 196322128 4766 +
0 "e5" 141912992 5587 + "e5" 196342097 5936 +
0 "e5" 141923294 1533 + "e5" 198915856 1562 +
0 "e5" 141935132 1364 + "e5" 198927992 1367 +
0 "e5" 141937110 1374 + "e5" 198929911 1702 +
0 "e5" 141952896 3289 + "e5" 198944740 13504 +
0 "e5" 142014456 2063 + "e5" 199004911 1018 +
0 "e5" 142016629 2922 + "e5" 199005934 1328 +
0 "e5" 142022866 5807 + "e5" 199015600 1499 +
0 "e5" 142067493 2167 + "e5" 180590746 3808 -
0 "e5" 142079738 2423 + "e5" 180571189 2576 -
0 "e5" 142170610 3413 + "e5" 180432464 4467 -
0 "e5" 142197784 3334 + "e5" 180400701 3871 -
0 "e5" 142204253 3272 + "e5" 180395261 1524 -
0 "e5" 142362784 2399 + "e5" 180169803 3085 -
0 "e5" 142551406 5262 + "e5" 179939460 5719 -
0 "e5" 142571937 3188 + "e5" 179896893 21656 -
0 "e5" 142599865 4125 + "e5" 179880319 2671 -
0 "e5" 142608972 1453 + "e5" 179873043 1829 -
0 "e5" 142639104 4985 + "e5" 179816094 1328 -
0 "e5" 142723043 8245 + "e5" 179717558 39875 -
0 "e5" 142740456 10931 + "e5" 179692352 14760 -
0 "e5" 142759807 1041 + "e5" 179682240 785 -
0 "e5" 142761581 12137 + "e5" 179674651 6326 - # merged; repeat 49
0 "e5" 142776145 8353 + "e5" 179646984 5978 -
0 "e5" 142810524 10244 + "e5" 182263577 2060 +
0 "e5" 142868225 2764 + "e5" 182323319 24609 +
0 "e5" 142879610 2058 + "e5" 182349950 2074 +
0 "e5" 143001793 3277 + "e5" 182520383 39942 +
0 "e5" 143031340 1354 + "e5" 182592913 7353 +
0 "e5" 143149903 5491 + "e5" 176433395 6866 -
0 "e5" 143163830 2527 + "e5" 176416851 6096 -
0 "e5" 143186689 3866 + "e5" 176342514 3974 -
0 "e5" 143223773 1776 + "e5" 176300966 20072 -
0 "e5" 143265134 2107 + "e5" 176216279 1327 -
0 "e5" 143269926 7020 + "e5" 176201248 10884 -
0 "e5" 143285474 2229 + "e5" 176179117 19532 -
0 "e5" 143307206 1435 + "e5" 176154339 2228 -
0 "e5" 143317027 13691 + "e5" 176095689 13039 -
0 "e5" 143331041 1468 + "e5" 176090822 2451 -
0 "e5" 143417539 2818 + "e5" 175973857 2299 -
0 "e5" 143421368 5788 + "e5" 181912500 4127 +
0 "e5" 143428252 3667 + "e5" 181917730 7816 +
0 "e5" 143444566 3961 + "e5" 181945174 7100 +
0 "e5" 143452141 3253 + "e5" 181958699 9311 +
0 "e5" 143464378 3543 + "e5" 181972144 9577 +
0 "e5" 143486796 3132 + "e5" 182006363 3614 +
0 "e5" 143512078 7953 + "e5" 182017858 52088 +
0 "e5" 143564587 2136 + "e5" 182147011 671 +
0 "e5" 143574846 1685 + "e5" 182157857 2055 +
0 "e5" 143592047 2931 + "e5" 182175727 10278 +
0 "e5" 143744269 1008 + "e5" 192887042 54993 +
0 "e5" 143945871 5264 + "e5" 193161092 8071 +
0 "e5" 144016380 2131 + "e5" 193243470 2362 +
0 "e5" 144023719 3172 + "e5" 193251733 1234 +
0 "e5" 144027525 5809 + "e5" 193255663 18660 +
0 "e5" 144036100 4280 + "e5" 185966781 5608 +
0 "e5" 144048224 13691 + "e5" 185993874 6125 +
0 "e5" 144076477 905 + "e5" 186020422 1393 +
0 "e5" 144080388 4027 + "e5" 186026253 3955 +
0 "e5" 144094310 1868 + "e5" 186040952 8386 +
0 "e5" 144110956 6796 + "e5" 186061925 17946 +
0 "e5" 144216779 1734 + "e5" 198499444 1908 +
0 "e5" 144218932 5366 + "e5" 198501797 17282 +
0 "e5" 144261687 6414 + "e5" 198541471 6834 +
0 "e5" 144273237 3875 + "e5" 199464887 6955 -
0 "e5" 144304413 5076 + "e5" 199425476 17424 -
0 "e5" 144451060 616 + "e5" 199253612 11588 -
0 "e5" 144461702 2999 + "e5" 199247936 3373 -
0 "e5" 144465238 4817 + "e5" 199242579 4897 -
0 "e5" 144470706 2629 + "e5" 199236809 5379 -
0 "e5" 144478148 2061 + "e5" 199230536 4002 -
0 "e5" 144502296 12143 + "e5" 199191415 37775 -
0 "e5" 144563350 2868 + "e5" 199129089 3558 -
0 "e5" 144598430 7246 + "e5" 199062746 8526 -
0 "e5" 144613125 1052 + "e5" 199054729 1391 -
0 "e5" 144736577 7300 + "e5" 181034096 7058 +
0 "e5" 144897629 2436 + "e5" 181278255 4042 +
0 "e5" 144903036 2227 + "e5" 181285094 2531 +
0 "e5" 144907658 28151 + "e5" 167152357 32713 +
0 "e5" 144948866 27906 + "e5" 167225346 5250 +
0 "e5" 145003891 760 + "e5" 167275739 8839 +
0 "e5" 145125921 13756 + "e5" 167448411 31273 +
0 "e5" 145211441 6727 + "e5" 167553252 25373 +
0 "e5" 145220455 5628 + "e5" 167584208 8745 +
0 "e5" 145229053 2120 + "e5" 167596739 2795 +
0 "e5" 145231573 2406 + "e5" 167599598 1899 +
0 "e5" 145235835 5105 + "e5" 167602728 10450 +
0 "e5" 145311818 13514 + "e5" 167768989 13752 +
0 "e5" 145329045 8688 + "e5" 167798122 2423 +
0 "e5" 145338877 1579 + "e5" 178218228 1459 -
0 "e5" 145427120 7069 + "e5" 178083642 6700 -
0 "e5" 145436981 16951 + "e5" 178054441 21855 -
0 "e5" 145517422 3483 + "e5" 177962424 4835 -
0 "e5" 145537498 1964 + "e5" 172357524 683 +
0 "e5" 145539724 2824 + "e5" 177934940 3296 -
0 "e5" 145542874 3380 + "e5" 177930566 3491 -
0 "e5" 145546411 4842 + "e5" 177921590 8667 - # merged; repeat 60
0 "e5" 145561334 17223 + "e5" 177900193 11338 -
0 "e5" 145585239 3313 + "e5" 177873509 3731 -
0 "e5" 145589984 1566 + "e5" 177870062 2954 -
0 "e5" 145592886 2047 + "e5" 177865014 4000 -
0 "e5" 145623636 5056 + "e5" 177812078 4851 -
0 "e5" 145659396 1989 + "e5" 177774514 959 -
0 "e5" 145662991 6886 + "e5" 185133554 10053 +
0 "e5" 145672409 3663 + "e5" 185146697 3056 +
0 "e5" 145689354 19619 + "e5" 185169141 19986 +
0 "e5" 145713461 1925 + "e5" 185195125 4984 +
0 "e5" 145741575 3777 + "e5" 185231137 3874 +
0 "e5" 145869527 2554 + "e5" 185356021 8903 +
0 "e5" 145927219 1672 + "e5" 185430957 26763 +
0 "e5" 145981784 6199 + "e5" 185534665 2324 +
0 "e5" 145992898 1074 + "e5" 185544341 1179 +
0 "e5" 146018931 7777 + "e5" 185572860 9038 +
0 "e5" 146110098 1259 + "e5" 185685736 1815 +
0 "e5" 146142391 2461 + "e5" 185733211 12522 +
0 "e5" 146199727 1899 + "e5" 185808616 1791 +
0 "e5" 146216546 3031 + "e5" 185849130 4062 +
0 "e5" 146223138 852 + "e5" 185853722 1928 +
0 "e5" 146224670 4372 + "e5" 185855887 4641 +
0 "e5" 146229109 4150 + "e5" 185860962 2623 +
0 "e5" 146233348 7893 + "e5" 185869541 4440 +
0 "e5" 146246911 1774 + "e5" 185874960 2157 +
0 "e5" 146249492 4526 + "e5" 185877579 2781 +
0 "e5" 146254232 1033 + "e5" 185882184 1194 +
0 "e5" 146259122 5817 + "e5" 185890855 863 +
0 "e5" 146284242 4256 + "e5" 185912981 4527 +
0 "e5" 146308506 1329 + "e5" 185938532 1678 +
0 "e5" 146310477 586 + "e5" 185940537 760 +
0 "e5" 146311223 642 + "e5" 185941308 795 +
0 "e5" 146314939 871 + "e5" 185942387 7594 +
0 "e5" 146320334 3232 + "e5" 185950150 4718 +
0 "e5" 146376603 6746 + "e5" 197900721 6705 +
0 "e5" 146391910 3735 + "e5" 197913113 8179 +
0 "e5" 146430499 741 + "e5" 197934251 23387 +
0 "e5" 146433252 2336 + "e5" 197960101 2036 +
0 "e5" 146461962 1044 + "e5" 197996868 1397 +
0 "e5" 146542788 2164 + "e5" 198074312 18233 +
0 "e5" 146565563 3808 + "e5" 198111408 5585 +
0 "e5" 146590018 3009 + "e5" 198135191 3044 +
0 "e5" 146629787 1962 + "e5" 176519208 614 -
0 "e5" 146670253 1389 + "e5" 176465599 1485 -
0 "e5" 146671743 2688 + "e5" 176462600 2983 -
0 "e5" 146688894 5769 + "e5" 178974674 7042 -
0 "e5" 146873786 311 + "e5" 178737479 8261 -
0 "e5" 146881428 1510 + "e5" 178732302 3477 -
0 "e5" 146917421 10391 + "e5" 197739799 10639 -
0 "e5" 146928143 1586 + "e5" 197737795 1502 -
0 "e5" 146949677 836 + "e5" 197717399 1106 -
0 "e5" 147124809 9094 + "e5" 195077014 8153 +
0 "e5" 147161203 15356 + "e5" 195116903 5647 +
0 "e5" 147177285 3417 + "e5" 195134166 11632 +
0 "e5" 147224897 2126 + "e5" 195148931 44009 +
0 "e5" 147290653 3607 + "e5" 195243284 8944 +
0 "e5" 147294495 4585 + "e5" 195252260 6251 +
0 "e5" 147301519 2033 + "e5" 195259306 2496 +
0 "e5" 147304754 3840 + "e5" 195265866 2078 +
0 "e5" 147454731 4928 + "e5" 195409492 6834 +
0 "e5" 147460248 2759 + "e5" 195416964 2591 +
0 "e5" 147465772 3385 + "e5" 195422409 20155 +
0 "e5" 147497258 869 + "e5" 195449483 912 +
0 "e5" 147505733 4129 + "e5" 195458698 11928 +
0 "e5" 147581907 542 + "e5" 195534205 728 +
0 "e5" 147592513 2402 + "e5" 195545355 7453 +
0 "e5" 147605701 1762 + "e5" 195558821 2694 +
0 "e5" 147663904 1784 + "e5" 195617682 1589 +
0 "e5" 147676317 5373 + "e5" 195632735 4769 +
0 "e5" 147705997 15103 + "e5" 195667660 26999 +
0 "e5" 147758635 6476 + "e5" 195721135 9816 +
0 "e5" 147797611 549 + "e5" 195751307 23669 +
0 "e5" 147820458 3913 + "e5" 195790965 1777 +
0 "e5" 147827260 1556 + "e5" 195796052 1490 +
0 "e5" 147850163 2829 + "e5" 195820129 2914 +
0 "e5" 147857900 3833 + "e5" 195826156 5093 +
0 "e5" 147862097 889 + "e5" 195831814 1121 +
0 "e5" 147863228 923 + "e5" 195833090 1102 +
0 "e5" 147898462 2046 + "e5" 195869056 5678 +
0 "e5" 147910000 8246 + "e5" 195879425 13281 +
0 "e5" 147959694 758 + "e5" 195933134 923 +
0 "e5" 148038329 434 + "e5" 196015675 3875 +
0 "e5" 148140576 799 + "e5" 196121734 710 +
0 "e5" 148184007 2000 + "e5" 171627922 1937 -
0 "e5" 148227615 5588 + "e5" 179077127 3396 +
0 "e5" 148234313 590 + "e5" 179082370 593 +
0 "e5" 148236972 3270 + "e5" 179085205 1566 +
0 "e5" 148242280 543 + "e5" 190086649 1975 +
0 "e5" 148246328 2031 + "e5" 190092715 3088 +
0 "e5" 148248698 2135 + "e5" 190096013 2740 +
0 "e5" 148252996 336 + "e5" 190100297 18591 +
0 "e5" 148300120 10167 + "e5" 190170351 10511 +
0 "e5" 148312662 1482 + "e5" 182955203 1840 +
0 "e5" 148315326 11477 + "e5" 182958039 13652 +
0 "e5" 148328465 3062 + "e5" 198408196 3177 -
0 "e5" 148332965 3702 + "e5" 198401981 4346 -
0 "e5" 148349053 3140 + "e5" 197763453 2970 +
0 "e5" 148374584 1157 + "e5" 197792288 1031 +
0 "e5" 148376557 1231 + "e5" 197794310 2671 +
0 "e5" 148378476 2803 + "e5" 197797601 1295 +
0 "e5" 148381355 676 + "e5" 197799016 1304 +
