# genome1: genome1
# genome2: genome2
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign
61 "e5" 150818808 4558 1 "e5" 200094627 6079 1
62 "e5" 150888924 51896 1 "e5" 208781355 67740 -1
63 "e5" 150993586 19680 1 "e5" 197275997 40071 1
64 "e5" 151085886 90302 1 "e5" 198960634 121418 -1
65 "e5" 151311624 659171 1 "e5" 207617022 739552 1
66 "e5" 151973426 98778 1 "e5" 204046690 111217 -1
67 "e5" 152244711 170631 1 "e5" 226727976 198829 1
68 "e5" 152431178 214093 1 "e5" 200247115 288293 1
69 "e5" 152768428 75851 1 "e5" 211843816 127725 -1
70 "e5" 152984643 146924 1 "e5" 224255816 151167 1
71 "e5" 153143132 71570 1 "e5" 221214837 95477 1
72 "e5" 153398456 427746 1 "e5" 198216323 741842 -1
73 "e5" 153832145 43849 1 "e5" 196706262 67435 1
74 "e5" 154034325 96061 1 "e5" 196311649 179085 -1
75 "e5" 154194520 434160 1 "e5" 204921602 462331 1
76 "e5" 154628893 38789 1 "e5" 226377718 36799 -1
77 "e5" 154668334 396414 1 "e5" 205804487 419976 1
78 "e5" 155075320 272191 1 "e5" 227096225 247717 1
79 "e5" 155357533 41404 1 "e5" 229077866 40447 -1
80 "e5" 155399193 151491 1 "e5" 226497035 150557 1
81 "e5" 155573218 123176 1 "e5" 221339554 207492 1
82 "e5" 155743827 12755 1 "e5" 228447717 12653 -1
83 "e5" 155818160 6563 1 "e5" 221845486 24805 1
84 "e5" 156040389 202184 1 "e5" 199618794 212084 1
85 "e5" 156418487 6002 1 "e5" 221716310 8808 1
86 "e5" 156723523 9659 1 "e5" 216747670 9249 1
87 "e5" 156823427 27903 1 "e5" 215316718 33181 -1
88 "e5" 156864742 164143 1 "e5" 226213512 163768 1
89 "e5" 157029811 139072 1 "e5" 205653625 142040 -1
90 "e5" 157265306 302081 1 "e5" 209820455 398339 1
91 "e5" 157580811 13798 1 "e5" 190279986 12977 1
92 "e5" 157612229 53032 1 "e5" 201107619 46247 1
93 "e5" 157780392 210654 1 "e5" 192310595 331764 -1
94 "e5" 158000188 53145 1 "e5" 226148829 62295 -1
95 "e5" 158060522 31824 1 "e5" 212194336 32984 -1
96 "e5" 158938588 3846 1 "e5" 210802433 3769 -1
97 "e5" 158999556 85281 1 "e5" 213336976 109138 -1
98 "e5" 159085248 15934 1 "e5" 220094156 18910 1
99 "e5" 159397769 30170 1 "e5" 197059267 42591 -1
100 "e5" 159433951 374552 1 "e5" 210222629 469891 1
101 "e5" 159868671 62294 1 "e5" 192245600 59180 -1
102 "e5" 159931263 97205 1 "e5" 200733797 121641 -1
103 "e5" 160044485 341325 1 "e5" 201725250 388434 1
104 "e5" 160577651 181800 1 "e5" 189993980 280195 1
105 "e5" 160786197 74641 1 "e5" 196983385 47042 -1
106 "e5" 161466095 454001 1 "e5" 206225973 507009 -1
107 "e5" 161937065 70977 1 "e5" 226944195 81471 -1
108 "e5" 162012341 99018 1 "e5" 200121763 114783 -1
109 "e5" 162119634 298117 1 "e5" 220831072 373013 -1
110 "e5" 162422583 109285 1 "e5" 213623569 97946 -1
111 "e5" 162693286 16306 1 "e5" 215250423 33429 -1
112 "e5" 162713182 436817 1 "e5" 208864178 598361 1
113 "e5" 163313110 204670 1 "e5" 202338849 189596 -1
114 "e5" 163552069 19399 1 "e5" 189664182 97163 1
115 "e5" 163754738 164076 1 "e5" 189017903 242468 -1
116 "e5" 164105789 109652 1 "e5" 190976872 120795 1
117 "e5" 164393433 275115 1 "e5" 191151451 243655 -1
118 "e5" 164708105 843327 1 "e5" 191527935 716664 1
119 "e5" 165561041 1504168 1 "e5" 200861056 223722 1
120 "e5" 167066165 515213 1 "e5" 190293223 530918 1
121 "e5" 167808480 86491 1 "e5" 188441157 58931 -1
