# genome1: genome1
# genome2: genome2
# genome3: genome3
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign
0 2L 69292503 1905 + 2R 20757542 2026 - 3R 179781633 2190 -
0 2L 69312666 4882 + 2R 20736442 11793 - 3R 179765363 2121 -
0 2L 69332155 1141 + 2R 20728205 1424 - 3R 179739208 7877 -
0 2L 69372805 4322 + 2R 33537086 2061 - 3R 155684377 2442 +
0 2L 69566503 1314 + 2R 33372390 1006 - 3R 155900234 909 +
0 2L 69580469 920 + 2R 33362913 917 - 3R 155911726 1502 +
0 2L 69592484 5334 + 2R 52653903 13116 + 3R 141395917 4770 +
0 2L 69600110 11131 + 2R 52670861 14612 + 3R 141405117 3644 +
0 2L 69621053 847 + 2R 37195060 1125 + 3R 151032650 1091 -
0 2L 69692510 1766 + 2R 37271048 1792 + 3R 150934990 1873 -
0 2L 69694682 2925 + 2R 37275403 959 + 3R 150930963 1415 -
0 2L 69698601 2315 + 2R 37277421 2387 + 3R 150926256 2459 -
0 2L 69737595 6083 + 2R 37160785 8055 - 3R 151082789 18762 +
0 2L 69801135 6760 + 2R 37101491 4864 - 3R 151190703 2524 +
0 2L 70204127 3423 + 2R 36722742 3581 - 3R 151694498 3036 +
0 2L 70229394 5314 + 2R 36699345 2901 - 3R 151734100 2511 +
0 2L 70235558 3740 + 2R 36692732 6349 - 3R 151738438 4339 +
0 2L 70342187 1094 + 2R 36580832 17854 - 3R 151944691 869 +
0 2L 70452180 16603 + 2R 55805621 16860 - 3R 183101235 31599 -
0 2L 70486414 1307 + 2R 34798378 2104 + 3R 159799303 1352 -
0 2L 70559571 632 + 2R 30665854 1853 + 3R 159671796 1400 -
0 2L 70631170 866 + 2R 30734404 735 + 3R 159605986 717 -
0 2L 70741047 13961 + 2R 39227651 27937 - 3R 180745648 22168 -
0 2L 70846630 1662 + 2R 39167818 2219 - 3R 180669895 1780 -
0 2L 70990697 3862 + 2R 27442999 3903 - 3R 165165839 7594 -
0 2L 71078525 5176 + 2R 27327043 13756 - 3R 165065562 11473 -
0 2L 71139052 676 + 2R 27284928 1146 - 3R 165018216 680 -
0 2L 71206682 3964 + 2R 27220385 4509 - 3R 164961428 3267 -
0 2L 71212921 13646 + 2R 27209980 10189 - 3R 164948848 10463 -
0 2L 71226814 14997 + 2R 27186599 11765 - 3R 164921247 12950 -
0 2L 71243091 796 + 2R 27183791 2136 - 3R 164917738 1111 -
0 2L 71265271 1592 + 2R 27141519 2218 - 3R 164890611 1887 -
0 2L 71274944 13898 + 2R 27120010 12730 - 3R 164863945 14464 -
0 2L 71555529 7513 + 2R 26933177 6025 - 3R 164245978 5633 -
0 2L 71705288 2501 + 2R 26765030 2716 - 3R 164067690 2380 -
0 2L 71809708 9392 + 2R 26656108 17777 - 3R 145279640 65482 -
0 2L 71860607 6032 + 2R 26594409 17884 - 3R 145233234 7143 -
0 2L 71868612 2180 + 2R 26589921 2249 - 3R 145228840 1881 -
0 2L 71912413 10310 + 2R 26528212 8139 - 3R 145196253 7668 -
0 2L 72000106 1217 + 2R 26425048 1330 - 3R 145124359 1280 -
0 2L 72088729 9561 + 2R 26315439 4779 - 3R 145019700 7998 -
0 2L 72098399 1945 + 2R 26313478 1884 - 3R 145016522 1685 -
0 2L 72111855 17910 + 2R 26286630 12336 - 3R 144988919 13505 - # merged; repeat 10
0 2L 72132845 1444 + 2R 26280309 1473 - 3R 144979319 1409 -
0 2L 72276655 1053 + 2R 39685371 1130 - 3R 140528171 1290 -
0 2L 72301874 2271 + 2R 39660474 2619 - 3R 140501780 2220 -
0 2L 72646929 1199 + 2R 32067795 1671 - 3R 140271612 1366 -
0 2L 72648217 39028 + 2R 32063419 3204 - 3R 140268581 1997 -
0 2L 72744511 6597 + 2R 31948162 7126 - 3R 140186125 6869 -
0 2L 72772733 3950 + 2R 54415777 5428 - 3R 148598168 3684 +
0 2L 72791053 3518 + 2R 39634493 2240 + 3R 148622028 976 +
0 2L 72805228 4872 + 2R 39648974 5732 + 3R 148639644 5189 +
0 2L 72812424 3894 + 2R 32324357 7219 + 3R 148648854 4581 +
0 2L 72873909 853 + 2R 37426232 8717 + 3R 150694519 1192 -
0 2L 72878402 1041 + 2R 37434957 1110 + 3R 150685879 897 -
0 2L 72880012 907 + X 6259454 4325 - X 19776387 1856 -
0 2L 72978328 1786 + 2R 37527143 12807 + 3R 150543813 10553 -
0 2L 73010221 11043 + 2R 37571212 11456 + 3R 150480379 18207 -
0 2L 73026280 5285 + 2R 37587042 13580 + 3R 150469078 4720 -
0 2L 73093834 796 + 2R 37640831 17726 + 3R 150380791 778 -
0 2L 73156723 10088 + 2R 37716173 10306 + 3R 150267432 11510 -
0 2L 73485883 2453 + 2R 42754956 2552 + 3R 149816086 3145 -
0 2L 73495450 11571 + 2R 42772878 3590 + 3R 149785313 18355 -
0 2L 73520444 1087 + 2R 42779733 20204 + 3R 149758447 22756 -
0 2L 73523434 9913 + 2R 42801469 17503 + 3R 149741815 14180 -
0 2L 73553603 6350 + 2R 42850532 2418 + 3R 149702886 2399 -
0 2L 73579068 1823 + 2R 42871120 1775 + 3R 149672358 1768 -
0 2L 73627800 1897 + 2R 55007857 3182 + 3R 149592157 4856 -
0 2L 73636205 14623 + 2R 55017303 20813 + 3R 149564837 18298 -
0 2L 73662551 3817 + 2R 55053591 4307 + 3R 149539235 4124 -
0 2L 73684448 8770 + 2R 55077298 8964 + 3R 149488313 12091 -
0 2L 73716759 1235 + 2R 55119380 1470 + 3R 149447992 1486 -
0 2L 73729167 1595 + 2R 55137373 1852 + 3R 149430529 1589 -
0 2L 73766051 3535 + 2R 55165334 10724 + 3R 149366569 16554 -
0 2L 73880963 22574 + 2R 55295856 27128 + 3R 149142499 33929 -
0 2L 74041331 680 + 2R 47240649 6247 + 3R 148895942 764 -
0 2L 74094701 1656 + 2R 47306727 1891 + 3R 148804346 1662 -
0 2L 74163812 10477 + 2R 47387813 10447 + 3R 148676744 5523 -
0 2L 74243470 6286 + 2R 55331067 7031 + 3R 182506750 677 +
0 2L 74304805 738 + 2R 55398369 1139 + 3R 182628173 952 +
0 2L 74452579 3057 + 2R 55548112 4259 + 3R 183479892 2705 -
0 2L 74456109 5119 + 2R 55552678 5188 + 3R 182815805 2800 +
0 2L 74481184 2418 + 2R 55579914 2917 + 3R 182839538 1577 +
0 2L 74483895 2235 + 2R 55582991 3262 + 3R 182841690 1841 +
0 2L 74541960 1946 + 2R 55658626 1983 + 3R 182913781 1334 +
0 2L 74545828 1870 + 2R 55664041 3937 + 3R 182922691 1566 +
0 2L 74551509 4466 + 2R 55672545 7848 + 3R 182930571 4069 +
0 2L 74560022 6052 + 2R 55680397 17973 + 3R 182944260 4926 +
0 2L 74596590 5990 + 2R 55726492 3671 + 3R 183000580 3581 +
0 2L 74668019 659 + 2R 34779980 1829 - 3R 159823089 900 +
0 2L 74668740 4934 + 2R 34776123 3824 - 3R 159825137 3335 +
0 2L 74708506 1046 + 2R 34741432 1082 - 3R 157270024 3880 -
0 2L 74766205 2695 + 2R 50775603 3849 + 3R 138155351 3334 +
0 2L 74779616 8867 + 2R 50785058 16320 + 3R 138175779 3017 +
0 2L 74828406 1499 + 2R 50839991 1487 + 3R 138214009 1778 +
0 2L 74862354 2364 + 2R 50885163 2458 + 3R 138253889 1987 +
0 2L 74865039 5903 + 2R 52343729 7239 - 3R 136389769 5204 -
0 2L 74903461 1666 + 2R 52306357 2227 - 3R 136352786 1558 -
0 2L 74925632 1413 + 2R 27783060 7291 + 3R 178536112 1340 -
0 2L 74938867 1118 + 2R 27806606 512 + 3R 178517606 984 -
0 2L 74955132 26824 + 2R 27825531 31949 + 3R 178449063 57535 -
0 2L 75147684 2404 + 2R 28026988 2472 + 3R 178216822 2062 -
0 2L 75186171 2423 + 2R 28068753 1950 + 3R 178162494 2156 -
0 2L 75188847 4245 + 2R 28073021 2606 + 3R 178156272 3629 -
0 2L 75195360 8689 + 2R 28077960 13093 + 3R 178147538 5530 -
0 2L 75212807 1536 + 2R 28098617 4263 + 3R 178129415 1365 -
0 2L 75214439 3584 + 2R 28103142 3903 + 3R 178122396 1884 -
0 2L 75253113 3883 + 2R 28145656 5302 + 3R 177940191 1871 -
0 2L 75464530 2006 + 2R 28357834 2030 + 3R 177646393 1988 -
0 2L 75537417 2692 + 2R 28434444 3648 + 3R 177538085 3942 -
0 2L 75554739 2783 + 2R 28457396 8187 + 3R 177510842 2120 -
0 2L 75679927 3940 + 2R 28584979 3997 + 3R 177342864 2886 -
0 2L 75686624 3937 + 2R 28591266 4408 + 3R 177336181 3083 -
0 2L 75690800 3973 + 2R 28596310 4610 + 3R 177324449 10624 -
0 2L 75730522 1522 + 2R 28627170 6195 + 3R 177295660 1666 -
0 2L 75751692 2016 + 2R 28651478 2500 + 3R 177269208 1790 -
0 2L 75766399 2046 + 2R 28665650 2174 + 3R 177253116 2048 -
0 2L 75861604 5846 + 2R 22580276 7068 - 3R 146093487 2003 -
0 2L 75946848 3828 + 2R 54876300 6502 - 3R 152932546 3021 -
0 2L 75955301 4465 + 2R 54867822 3983 - 3R 152923137 4441 -
0 2L 75961317 5246 + 2R 54851396 7448 + 3R 148119051 6275 -
0 2L 75966874 1973 + 2R 54865012 1952 + 3R 152920115 1898 +
0 2L 75976887 1328 + 2R 54829791 713 + 3R 148137013 854 +
0 2L 76019729 1182 + 2L 76987801 1411 - 2L 95996988 1449 +
0 2L 76087690 2132 + 2R 36262613 2486 + 3R 152228961 1560 -
0 2L 76115025 16129 + 2R 36389452 3501 + 3R 152183922 14940 -
0 2L 76270813 2817 + 2R 36507960 10135 + 3R 152028940 10103 -
0 2L 76301577 4938 + 2R 50623756 5153 + 3R 135014693 4479 -
0 2L 76312439 4774 + 2R 50637650 5613 + 3R 134947368 60394 -
0 2L 76374570 5174 + 2R 50709702 2902 + 3R 134923066 5128 -
0 2L 76431372 1076 + 2R 22168569 2791 + 3R 172192250 926 -
0 2L 76433459 1213 + 2R 22172608 994 + 3R 172186324 1097 -
0 2L 76461165 1400 + 2R 30910021 41997 - 3R 172086772 30653 -
0 2L 76557531 1524 + 2R 30814866 8724 - 3R 171947023 7458 -
0 2L 76566243 721 + 2R 49095008 1966 - 3R 171933031 787 -
0 2L 76599383 2608 + 2R 49057992 2607 - 3R 171874910 2476 -
0 2L 76605540 1079 + 2R 49053008 1529 - 3R 171869132 2199 -
0 2L 76647330 1546 + 2R 52273850 4439 - 3R 146235975 1704 +
0 2L 76692130 8964 + 2R 52208494 19950 - 3R 146297218 11812 +
0 2L 76741706 3054 + 2R 52197310 3795 - 3R 146333599 3208 +
0 2L 76802308 1050 + 2R 52134542 7323 + 3R 146418131 2036 -
0 2L 76824101 1284 + 2R 52091996 34103 - 3R 146444307 1298 +
0 2L 76903587 4547 + 2R 52012243 6967 - 3R 146549639 8876 +
0 2L 76920803 11560 + 2R 51995171 16507 - 3R 146563947 18819 -
0 2L 76960455 4975 + 2R 51958280 6213 - 3R 146623318 9011 +
0 2L 76965520 1673 + 2R 51954756 1763 - 3R 146634302 1749 +
0 2L 77006896 6247 + 2R 51889409 10122 - 3R 146638383 96474 +
0 2L 77066926 2465 + 2R 51822818 10320 - 3R 139055566 2547 -
0 2L 77080018 7693 + 2R 51802563 3862 - 3R 139040215 3347 -
0 2L 77087733 408 + 2R 51800414 1604 - 3R 139038034 668 -
0 2L 77453605 3398 + 2R 25609631 5479 + 3R 144268521 4351 +
0 2L 77459665 1764 + 2R 25616450 1694 + 3R 144274856 1808 +
0 2L 77462592 404 + 2R 40307707 2625 + 3R 141143721 615 +
0 2L 77463934 2079 + 2R 40311668 1940 + 3R 141145605 1995 +
0 2L 77466380 3979 + 2R 40313921 9044 + 3R 141148439 10171 +
0 2L 77475858 2331 + 2R 40327735 2353 + 3R 141161683 1439 +
0 2L 77478636 1692 + 2R 40330466 2104 + 3R 160265909 2736 -
0 2L 77563163 1569 + 2R 40421544 17201 + 3R 160176015 866 -
0 2L 77648842 1401 + 2R 40570077 1607 + 3R 179618129 1266 -
0 2L 77657725 2082 + 2R 40575949 1877 + 3R 179603354 1555 -
0 2L 77659871 4171 + 2R 40579693 3502 + 3R 179598113 1950 -
0 2L 77664445 1889 + 2R 40583493 2800 + 3R 157651986 2953 -
0 2L 77671968 10170 + 2R 40594958 12189 + 3R 157627273 11948 -
0 2L 77702919 1208 + 2R 40631651 1211 + 3R 157596376 1208 -
0 2L 77716572 5009 + 2R 40649948 7252 + 3R 157568879 6970 -
0 2L 77727246 462 + 2R 40665106 1032 + 3R 157559629 1738 -
0 2L 77740843 6995 + 2R 40680249 8472 + 3R 152803546 8893 -
0 2L 77806464 395 + 2R 40749590 383 + 3R 162564988 386 -
0 2L 77813975 263 + 2R 40758424 632 + 3R 162553872 2525 -
0 2L 77818297 8964 + 2R 40764097 9125 + 3R 162525909 24768 -
0 2L 77953746 4184 + 2R 40923204 1815 + 3R 162370046 1208 -
0 2L 78007027 10892 + 2R 40992087 27341 + 3R 162275892 18084 -
0 2L 78032586 2107 + 2R 19394365 8858 + 3R 167222815 1538 -
0 2L 78073459 8554 + 2R 21601132 16216 + 3R 178979463 8672 +
0 2L 78145204 1208 + 2R 21683172 1565 + 3R 179050436 14412 +
0 2L 78281023 4254 + 2R 22203083 10167 + 3R 145701898 21960 +
0 2L 78308698 489 + 2R 22234491 836 + 3R 145736621 816 +
0 2L 78326135 3037 + 2R 22259842 685 - 3R 145762900 585 -
0 2L 78351089 2928 + 2R 22293927 3396 + 3R 145780623 2198 +
0 2L 78414660 5481 + 2R 22353573 13348 + 3R 145804241 43217 +
0 2L 78443584 2161 + 2R 22370695 2378 + 3R 145851767 2277 +
0 2L 78462375 5800 + 2R 22405177 811 + 3R 145875343 1071 +
0 2L 78468358 1640 + 2R 22411017 1568 + 3R 145884131 31340 +
0 2L 78559570 1393 + 2R 22494045 1340 + 3R 146001627 1411 +
0 2L 78643065 3950 + 2R 22560396 3818 + 3R 146071376 3392 +
0 2L 78655799 2113 + 2R 22576825 2933 + 3R 146085983 2358 +
0 2L 78659822 3671 + X 1179006 4632 + X 11356530 7348 -
0 2L 78669022 1401 + 2R 42898892 1133 + 3R 181765146 713 -
0 2L 78675427 878 + 2R 42906129 932 + 3R 181741438 942 -
0 2L 78770977 5700 + 2R 43036201 11258 + 3R 181567308 10301 -
0 2L 78816909 9127 + 2R 43086979 16560 + 3R 181514846 5131 -
0 2L 78880601 5300 + 2R 43155474 5859 + 3R 181435940 3463 -
0 2L 79076966 6158 + 2R 43408660 7470 - 3R 172534384 6113 -
0 2L 79103262 653 + 2R 43417217 650 + 3R 172544508 650 +
0 2L 79104509 1358 + 2R 43419248 2739 + 3R 172548753 1315 +
0 2L 79139706 6398 + 2R 43472592 15200 + 3R 172614987 2767 +
0 2L 79155187 14704 + 2R 43491787 16713 + 3R 172644961 11987 +
0 2L 79358140 5352 + 2R 43740327 5518 + 3R 172884418 14318 +
0 2L 79364697 6301 + 2R 43749333 2950 + 3R 172903350 1461 +
0 2L 79387253 1277 + 2R 43852038 843 + 3R 173037329 850 +
0 2L 79567340 9563 + 2R 52550129 12299 + 3R 141318721 10318 +
0 2L 79633582 2967 + 2R 45091406 2879 - 3R 158367397 4345 -
0 2L 79722447 2788 + 2R 44998543 3587 - 3R 158242634 2697 -
0 2L 79742465 8139 + 2R 44955231 25318 - 3R 158166522 56998 -
0 2L 79841053 5427 + 2R 44874540 6458 - 3R 158098245 8720 -
0 2L 79854663 8755 + 2R 44855628 10966 - 3R 158051586 35607 -
0 2L 79878171 6923 + 2R 44836742 7410 - 3R 158041834 6784 -
0 2L 79980199 1650 + 2R 44734738 1616 - 3R 173833802 1020 -
0 2L 80224097 2189 + 2R 44420349 2472 - 3R 173535477 4080 -
0 2L 80227811 2121 + 2R 44416219 3540 - 3R 173526567 6670 -
0 2L 80241734 15463 + 2R 44391641 10664 - 3R 173429773 68760 -
0 2L 80451843 3715 + 2R 52864532 12949 + 3R 171620605 16393 -
0 2L 80478650 2976 + 2R 52890704 3466 + 3R 171585832 2843 -
0 2L 80588227 6046 + 2R 53023717 9174 + 3R 171381682 4673 -
0 2L 80702978 1442 + 2R 53156932 1597 + 3R 171246168 1337 -
0 2L 80720790 1215 + 2R 53177394 4645 + 3R 171228279 1263 -
0 2L 80722616 17019 + 2R 53182067 13951 + 3R 171214066 13491 -
0 2L 80801426 2922 + 2R 53274221 3138 + 3R 171130347 2230 -
0 2L 80894442 2422 + 2R 53391436 2347 + 3R 171011398 1621 -
0 2L 80988818 3096 + 2R 22716995 3260 - 3R 141430729 3273 -
0 2L 80994736 15462 + 2R 22708821 5929 - 3R 141421803 5781 -
0 2L 81010868 6077 + 2R 49764662 6981 - 3R 154496828 5264 -
0 2L 81114780 2506 + 2R 49669608 2598 - 3R 154357445 3694 -
0 2L 81120718 2565 + 2R 49662953 2933 - 3R 154348574 2277 -
0 2L 81123412 669 + 2R 49661809 1005 - 3R 154347025 914 -
0 2L 81165167 212 + 2R 49613611 709 - 3R 154284168 260 -
0 2L 81190252 9220 + 2R 49573268 11110 - 3R 154223135 20436 -
0 2L 81242355 5668 + 2R 49517822 2778 - 3R 154158490 3338 -
0 2L 81250779 914 + 2R 49514159 1092 - 3R 154154120 1101 -
0 2L 81255981 3158 + 2R 25623170 2536 + 3R 144281562 2339 +
0 2L 81338143 957 + 2R 25721807 914 + 3R 144372779 885 +
0 2L 81339421 1791 + 2R 25723043 1860 + 3R 144375179 2284 +
0 2L 81421601 9021 + 2R 25813324 14805 + 3R 144417769 62012 +
0 2L 81530039 6496 + 2R 21446833 7800 + 3R 178718091 4498 +
0 2L 81648110 1721 + 2R 21572434 1775 + 3R 178942766 1510 +
0 2L 81651306 1883 + 2R 19409528 2337 + 3R 167180752 1682 -
0 2L 81653380 9828 + 2R 19414511 7205 + 3R 167166379 5538 -
0 2L 81729121 1031 + 2R 19480149 974 + 3R 167090384 1001 -
0 2L 81931720 2185 + 2R 19673640 6135 + 3R 166796171 7795 -
0 2L 81936101 3583 + 2R 19681436 3593 + 3R 166788709 4840 -
0 2L 81942562 5625 + 2R 19687019 3359 + 3R 166781405 2724 -
0 2L 82341448 19973 + 2R 32712248 34720 + 3R 147584238 47750 -
0 2L 82384003 5845 + 2R 32753485 6081 + 3R 147569368 7553 - # merged; repeat 21
0 2L 82426906 7696 + 2R 32788202 21096 + 3R 147509668 10016 -
0 2L 82535534 11387 + 2R 32918488 12125 + 3R 147355391 2639 -
0 2L 82612822 13946 + 2R 48266198 43538 + 3R 135781716 27587 +
0 2L 82747199 1374 + 2R 48489430 1421 + 3R 135920482 1557 +
0 2L 82764729 5443 + 2R 48507006 4292 + 3R 135936417 2959 +
0 2L 82792321 2049 + 2R 48556905 5254 + 3R 135964901 2267 +
0 2L 82821301 7609 + 2R 48591404 4729 + 3R 135991853 8731 +
0 2L 82929304 4825 + 2R 27726177 4007 + 3R 178633255 4639 -
0 2L 82936255 7303 + 2R 27739090 2058 + 3R 178623327 3066 +
0 2L 82963300 1720 + 2R 27764991 1578 + 3R 178574512 1709 -
0 2L 82965750 1538 + 2R 27766942 2754 + 3R 178571861 1617 -
0 2L 83050681 8110 + 2R 21089962 3965 + 3R 180168280 2578 +
0 2L 83059222 692 + 2R 21094271 1170 + 3R 180172418 1015 +
0 2L 83320239 503 + 2R 24846151 923 + 3R 143505711 535 +
0 2L 83421992 3155 + 2R 35477173 3590 - 3R 162910657 2687 +
0 2L 83425849 8734 + 2R 35462131 11138 - 3R 162915140 10527 +
0 2L 83459807 16804 + 2R 35418302 22975 - 3R 162927791 40164 +
0 2L 83481805 3302 + 2R 35410318 3547 - 3R 162974231 3416 +
0 2L 83487553 3001 + 2R 35404652 3025 - 3R 162982725 2877 +
0 2L 83491582 5425 + 2R 35398225 5803 - 3R 162986790 5379 +
0 2L 83506940 9547 + 2R 35372390 21897 - 3R 163001730 15552 +
0 2L 83579120 6172 + 2R 52695870 3651 - 3R 171811357 6191 +
0 2L 83598046 50254 + 2R 51554178 7662 - 3R 138806805 30015 -
0 2L 83721929 8469 + 2R 51406698 6491 - 3R 138705454 5575 -
0 2L 83730971 4150 + 2R 51397867 7116 - 3R 138700106 4155 -
0 2L 83771013 8770 + 2R 51357789 10480 + 3R 138663068 3583 +
0 2L 83800328 1493 + 2R 51391290 4362 + 3R 138690278 1746 +
0 2L 83908813 2129 + 2R 51204431 6975 - 3R 138524848 2168 -
0 2L 83913219 3646 + 2R 51197378 3691 - 3R 138517107 3667 +
